id	author name	title catalog	vols	pub date	pub location
260977	Swift, Jonathan	A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\\\'s Library.	1	1747	London
260978	Swift, Jonathan	A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\\\'s Library.	1	1747	London
260979	Swift, Jonathan	A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\\\'s Library.	1	1747	London
260980	Swift, Jonathan	A tale of a tub : written for the universal improvement of mankind : To which is added, An account of a battle between the ancient and modern books in St. James\\\'s Library : with the author\\\'s apology, and explanatory notes / by W. Wotton and others.	1	1812	New York
260981	Mordaunt, Henry	Chronicles of the Ton, or, A spring and summer in London / by Henry Mordaunt.	3	1815	
260982	Smollett, Tobias George	The adventures of Peregrine Pickle : in which are included Memoirs of a lady of quality : in two volumes.	2	1815	London
260983	Smollett, Tobias George	The adventures of Roderick Random / by T. Smollett ; with a life of the author.	1	1815	London
260984		Worthingham-lease : a tale / by _____.	1	1811	London
260985	Erskine, Thomas Erskine	Armata : a fragment.	2	1817	London
260986	Sullivan, W. F	The history of Mr. Rightway and his pupils : an entertaining and instructive lesson for young gentlemen / written by William Francis Sullivan.	1	1816	London
260987	Swift, Jonathan	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver first a surgeon, and then a captain of several ships.	2	1748	London
260988	Swift, Jonathan	Gulliver\\\'s travels into several remote nations of the world / by Jonathan Swift ; with a sketch of his life.	1	1819	London
260989	Cervantes Saavedra, Miguel de	The life and exploits of the ingenious gentleman Don Quixote de la Mancha / translated from the original Spanish of Miguel Cervantes de Saavedra by Charles Jarvis.	4	1747	Dublin
260990	Campbell, John	Worlds displayed, for the benefit of young people, by a familiar history of some of their inhabitants.	1	1819	Boston
260991		The history of Jacob Newman, the shipwrecked Irish boy.	1	1810	New York
260992	Bigland, John	The philosophical wanderers, or, The history of the Roman tribune, and the priestess of Minerva : exhibiting the vicissitudes that diversify the fortunes of nations and individuals / by John Bigland.	1	1811	London
260993	Swift, Jonathan	Miscellanies in prose and verse : Vol. VII by Dr. Swift.	1	1742	London
260994	Swift, Jonathan	Miscellanies in four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay.	4	1742	London
260995	Swift, Jonathan	Miscellanies in four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay.	4	1742	London
260996	Swift, Jonathan	Miscellanies : In four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay.	4	1747	London
260997	Swift, Jonathan	Miscellanies : In four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay.	4	1747	London
260998	Swift, Jonathan	Miscellanies : In four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay.	4	1747	London
260999	Swift, Jonathan	Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships.	1	1747	London
261000	Swift, Jonathan	Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships.	1	1747	London
261001	Swift, Jonathan	Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships.	1	1747	London
261002	Swift, Jonathan	Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships.	1	1742	London
261003		Memoirs of an unfortunate young nobleman, returned from a thirteen years slavery in America...	1	1743	London
261004	Waterhouse, Benjamin	A journal of a young man of Massachusetts : late a surgeon on board an American privateer, who was captured at sea by the British, in May, eighteen hundred and thirteen, and was confined first, at Melville island, Halifax, then at Chatham, in England, and last, at Dartmoor prison : interspersed with observations, anecdotes and remarks, tending to illustrate the moral and political characters of three nations : to which is added, a correct engraving of Dartmoor prison, representing the massacre of American prisoners / written by himself.	1	1816	Boston
261005	Quevedo, Francisco de	The comical works of Don Francisco de Quevedo / author of the Visions of hell ... ; translated from the Spanish.	1	1742	London
261006	Erskine, Thomas Erskine	The second part of Armata.	1	1817	London
261007	Cervantes Saavedra, Miguel de	Don Quixote de la Mancha / translated from the original Spanish of Miguel de Cervantes Saavedra by Charles Jarvis ; embellished with twenty-four highly finished engravings, from drawings designed expressly for this edition.	4	1819	London
261008	Hervey, Elizabeth	Amabel, or, Memoirs of a woman of fashion / By Mrs. Hervey.	4	1814	London
261009	Johnson, Samuel	The history of Rasselas, Prince of Abyssinia : A tale / By Samuel Johnson, LL.D.	1	1812	London
261010	Smith, Charlotte Turner	Ethelinde, or, The recluse of the lake : a novel / by Charlotte Smith.	5	1814	London
261011	Ashe, Thomas	The spirit of The book, or, Memoirs of Caroline princess of Hasburgh : a political and amatory romance : in one volume / edited by Thomas Ashe.	1	1812	Philadelphia
261012	Morgan	Florence Macarthy : an Irish tale / by Lady Morgan.	4	1818	London
261013	Morgan	O\\\'Donnel : a national tale / by Lady Morgan, (late Miss Owenson).	3	1814	London
261014	Lawrence, James	The empire of the Nairs, or, The rights of women : An Utopian romance, in twelve books / by James Lawrence.	4	1811	London
261015	High Dutch gentleman	Rabelais the Younger, or, The history of some cities and of several wonderful men and ladies in the western world / written by a High Dutch gentleman and his sweetheart, Callipyga Softbones.	1	1819	New York
261016		True and infernal friendship, or, The wisdom of Eve : and The character of the serpent, with the situations, joys, and loss of Paradise ...	1	1813	Providence, R.I. :
261017	Clopper, Jonas	Fragments of the history of Bawlfredonia : containing an account of the discovery and settlement, of that great southern continent : and of the formation and progress of the Bawlfredonian commonwealth / By Herman Thwackius ; Translated from the original Bawlfredonian manuscript, into the French language, by Monsieur Traducteur, and rendered into English, by a citizen of America..	1	1819	Baltimore
261018	Fidfaddy, Frederick Augustus	The adventures of Uncle Sam in search after his lost honor / by Frederick Augustus Fidfaddy.	1	1816	Middletown
261019	Irving, Washington	Salmagundi, or, the whim-whams and opinions of Launcelot Langstaff, Esq. and others.	2	1814	New York
261020	Irving, Washington	A history of New York, from the beginning of the world to the end of the Dutch dynasty : containing among many surprising and curious matters, the unutterable ponderings of Walter the Doubter, the disastrous projects of William the Testy, and the chivalric achievements of Peter the Headstrong, the three Dutch governors of New-Amsterdam : being the only authentic history of the times that ever hath been published / by Diedrich Knickerbocker.	2	1812	New York
261021	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261022	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261023	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261024	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261025	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261026	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261027	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261028	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261029	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	2	1819	New York
261030	Knapp, Samuel L	Extracts from the journal of Marshal Soult : addressed to a friend : how obtained, and by whom translated is not a subject of enquiry.	1	1817	Newburyport [Mass.] :
261031	Rowson	Sarah, or the Exemplary wife / By Susanna Rowson.	1	1813	Boston
261032	Paulding, James Kirke	The diverting history of John Bull and Brother Jonathan / by Hector Bull-us.	1	1812	New York
261033		The Old bachelor.	1	1814	Richmond [Va.] :
261034	Weems, M. L	God\\\'s revenge against adultery : awfully exemplified in the following cases of American crim. con. I. The accomplished Dr. Theodore Wilson, (Delaware,) who for seducing Mrs. Nancy Wiley, had his brains blown out by her husband. II. The elegant James O\\\'Neale, Esq. (North Carolina,) who for seducing the beautiful Miss Matilda L\\\'Estrange, was killed by her brother / By Mason L. Weems, author of The life of Washington.	1	1816	Philadelphia
261035	Weems, M. L	God\\\'s revenge against gambling : exemplified in the miserable lives and untimely deaths of a number of persons of both sexes, who had sacrificed their health, wealth, and honor at gaming tables : with curious anecdotes ... / by M.L. Weems.	1	1818	Philadelphia
261036	Botsford	Adelaide : a new and original novel / by a lady of Philadelphia.	2	1816	Philadelphia
261037	Brackenridge, H. H	Modern chivalry : containing the adventures of a captain, and Teague O\\\'Regan, his servant / By H.H. Brackenridge.	4	1815	Philadelphia
261038	Weems, M. L	God\\\'s revenge against murder, or, The drown\\\'d wife : a tragedy as lately performed ... by Ned Findley ... / by M.L. Weems.	1	1818	Philadelphia
261039	Strong, Titus	The common reader : consisting of a variety of pieces, original and selected : intended for the use of schools, and particularly calculated for the improvement of scholars of the first & second classes in the art of reading / by T. Strong.	1	1818	Greenfield
261040	Waterhouse, Benjamin	A journal of a young man of Massachusetts : late a surgeon on board an American privateer, who was captured at sea by the British, in May, eighteen hundred and thirteen, and was confined first, at Melville island, Halifax, then at Chatham, in England, and last, at Dartmoor prison : interspersed with observations, anecdotes and remarks, tending to illustrate the moral and political characters of three nations : to which is added, a correct engraving of Dartmoor prison, representing the massacre of American prisoners / written by himself.	1	1816	Boston
261041		The History of Capt. Thomas Parismas : containing a particular account of the cruel and barbarous treatment of a young lady, who was the wife of Mr. James Negotio, a merchant, in the East Indies ...	1	1812	Greenwich [Mass.] :
261042	Neal, John	Keep cool : a novel / written in hot weather, by somebody, M.D.C. &c. &c. &c. author of sundry works of great merit, never published, or read, from his-story ; reviewed by -- himself -- ""Esquire""."	2	1817	Baltimore
261043	Sabin, Elijah R	The life and reflections of Charles Observator : in which are displayed the real characters of human life / by Elijah R. Sabin.	1	1816	Boston
261044	Finch, John	The Soldier\\\'s orphan : a novel.	1	1812	New York
261045	Burney, Sarah Harriet	Geraldine Fauconberg  / by Miss Burney.	2	1817	Philadelphia
261046	Tyler, Royall	The Algerine captive, or, The life and adventures of Doctor Updike Underhill, six years a prisoner among the Algerines.	1	1816	Hartford [Conn.] :
261047	Woodworth, Samuel	The champions of freedom, or, The mysterious chief : a romance of the nineteenth century, founded on the events of the war, between the United States and Great Britain, which terminated in March, 1815 / By Samuel Woodworth.	2	1816	New York
261048	Hutton, Catherine	The miser married : a novel : in two volumes / by Catherine Hutton.	2	1814	Philadelphia
261049	Hutton, Catherine	Oakwood Hall : a novel : including a description of the lakes of Cumberland and Westmoreland, and a part of South Wales / By Catherine Hutton.	3	1819	London
261050	Lockhart, J. G	Peter\\\'s letters to his kinsfolk.	3	1819	Edinburgh
261051	Johnstone, C. I	Clan-Albin : a national tale : four volumes in three.	3	1815	Philadelphia
261052	Morgan	Florence Macarthy : an Irish tale / by Lady Morgan.	4	1819	London
261053	Edgeworth, Maria	Comic dramas : in three acts / by Maria Edgeworth.	1	1817	Philadelphia
261054	Walker, George	The vagabond, or, Practical infidelity : a novel / by George Walker.	1	1814	Harrisonburg [Va.] :
261055	Author of The Greeks	Life high & low / by the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.	1	1819	London
261056	Hofland	The son of a genius : a tale for the use of youth / by the author of The history of an officer\\\'s widow and family, Clergyman\\\'s widow and family, Daughter-in-law, etc. etc.	1	1818	New York
261057	Swift, Jonathan	The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes : Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier\\\'s letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c.	8	1741	Dublin
261058	Swift, Jonathan	The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes : Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier\\\'s letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c.	8	1741	Dublin
261059	Swift, Jonathan	The works of Jonathan Swift, D. D., D. S. P. D. in eight volumes : Containing I. His miscellanies in prose. II. His poetical writings. III. The travels of Captain Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier\\\'s letters. V. The conduct of the allies, and The examiners. VI. The publick spirit of the Whigs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c.	9	1744	Dublin
261060	Chateaubriand, FrancÃßois-ReneÃÅ	Atala : or, The love and constancy of two savages in the desert / translated from the French of F.A. Chateaubriand by Caleb Bingham.	1	1814	Boston
261061	Drummond, John	The remarkable affecting case and dying works of Mr. Archibald Oswald : an ensign in the young Pretender\\\'s service, who received three musquet-shot in his left thigh, in the engagement of Preston-pans, and expired six days of his wounds / published at his dying request by the Rev. Mr. John Drummond of Bellzie-Hills, who attended the unfortunate gentleman in his last hours.	1	1745	London
261062		Memoirs of the lives and families of the Lords Kilmarnock, Cromartie, and Balmerino : To which are added a faithful narrative of the proceedings against them : the genuine speeches of the Lords Kilmarnock and Cromertie : and an exact account of the behaviour of the Lords Kilmarnock and Balmerino, at the time of their execution.	1	1746	London
261063	Richmond, Legh	The dairyman\\\'s daughter : an authentic and interesting narrative in two parts.	2	1819	Philadelphia
261064	Sabbath school teacher	A visit to a Sabbath evening school : a narrative for children / by a Sabbath school teacher.	1	1818	New York
261065		Memoirs of Catharine Mason and Julia Mills.	1	1818	Philadelphia
261066	Cunningham, J. W	Sancho, or, The proverbialist / by J.W. Cunningham.	1	1817	London
261067	Busbecq, Ogier Ghislain de	Travels into Turkey : containing the most accurate account of the Turks, and neighbouring nations, their manners, customs, religion, superstition, policy, riches, coins, &c. : The whole being a series of remarkable observations and events, interspers\\\'d with great variety of entertaining incidents, never before printed / Translated from the original Latin of the learned A. G. Busbequius ; With memoirs of the life of the illustrious author.	1	1744	London
261068	Gueullette, Thomas-Simon	Mogul tales, or, The dreams of men awake : being stories told to divert the grief of the sultana\\\'s of Guzarat, for the supposed death of the Sultan / Written in French by the celebrated Mr. Guelletee ... now first translated into English.	2	1743	London
261071	Lambert de Saumery, Pierre	The devil turn\\\'d hermit : or the adventures of Astaroth banish\\\'d from Hell : A satirical romance. ... Translated from the original French. Vol.II.	1	1742	London
261072	StaeÃàl	Zulma, and other tales : to which is prefixed an essay on fictions / By the Baroness de Stael Holstein ; Translated from the French.	2	1813	London
261073	Genlis, SteÃÅphanie FeÃÅliciteÃÅ	Sainclair, or The victim to the arts and sciences, and Hortense, or The victim to novels and travel : A novel, in two volumes / Translated from the French of Madame de Genlis by Archibald Haralson ; To which is prefixed, a tale of the celebrated M. Florian, entitled Claudine, or The Savoyarde.	1	1813	Georgetown
261074	Cottin	Elizabeth, or, The exiles of Siberia : A tale founded upon facts / From the French of Madame Cottin.	1	1815	Windsor [Vt.] :
261075		The old bachelor.	2	1818	Baltimore
261076		Comic tales in prose and verse : comprising a selection from the most celebrated authors.	1	1814	Philadelphia
261077	Brydges, Egerton	Archaica : Containing a reprint of scarce old English prose tracts / With prefaces, critical and biographical, by Sir E. Brydges, bart., M.P.	2	1815	London
261078	Montolieu, Isabelle de	Sentimental anecdotes / by Madame de Montolieu ; translated from the French by Mrs. Plunkett, formerly Miss Gunning.	2	1812	Philadelphia
261079	Dorset, Catherine Ann Turner	Think before you speak, or, The three wishes : a tale / by the author of the Peacock at home.	1	1810	Philadelphia
261080		The Blackbird\\\'s nest : a tale.	1	1812	Philadelphia
261081	Campbell, John	Worlds displayed, for the benefit of young people, by a familiar history of some of their inhabitants.	1	1819	Philadelphia
261082	Swift, Jonathan	Gulliver\\\'s travels into several remote nations of the world / By Jonathan Swift ... With a sketch of his life.	1	1815	London
261083	Peacock, Thomas Love	Melincourt / By the author of Headlong Hall.	3	1817	London
261084	Author of The citizen\'s daughter	My bird and my dog : a tale for youth / by the author of the Citizen\\\'s daughter, Idiot heiress, &c.	1	1816	London
261085	Taylor, Jefferys	Harry\\\'s holiday, or, The doings of one who had nothing to do / by Jefferys Taylor ; with a preface by Miss Jane Taylor, author of Nursery rhymes, Hymns for infants, &c	1	1818	London
261086		Varieties of life, or, Conduct and consequences : A novel / By the author of ""Sketches of character."	3	1815	London
261087	Gomez	The memoirs of the Baron Du Tan : To which is added The Calabrian, or, The history of Charles Brachy, and The hermit / Translated from the French of Madame de Gomez ... By a gentleman ...	1	1744	London
261088		The Affecting narrative of Peggy and Patty Summers, or, The sisters of Ashdale : their unfortunate meeting with Capt. Jackall at Carlisle, who personated their brother : His introducing them to Lord Racket, (who he was employed by) as an acquaintance of his : the abominable art used to ruin them : and an account of their father\\\'s journey to London, His finding them in keeping, and not being able to get access to them was the cause of his death.	2	1810	London
261089	Edgeworth, Maria	The Absentee : a tale / by Miss Edgeworth.	1	1812	Philadelphia
261090	Juvenis	Mary and Fanny : A narrative / By Juvenis [pseud.] ...	1	1816	London
261091	Beckford, William	Vathek : translated from the original French.	1	1816	London
261092	Richardson, Samuel	The history of Sir Charles Grandison / abridged from the works of Samuel Richardson.	1	1812	Wilmington [Del.] :
261093	Tom Thumb	The travels of Tom Thumb over England and Wales : containing descriptions of whatever is most remarkable in the several counties : interspersed with many pleasant adventures that happened to him personally during the course of his journey / written by himself, and adorned with a suitable map.	1	1746	London
261094		Memoirs of Oliver Cromwell and his children / supposed to be written by himself.	3	1816	London
261095	Budden, Maria Elizabeth	True stories, from ancient history : chronologically arranged : from the creation of the world to the death of Charlemagne / by the author of ""Always happy,"" &c."	3	1819	London
261096	Edgeworth, Maria	Belinda / Maria Edgeworth.	2	1810	London
261097	Erskine, Thomas Erskine	Armata : a fragment.	1	1817	London
261098	Erskine, Thomas Erskine	The second part of Armata.	1	1817	London
261099	Weems, M. L	The drunkard\\\'s looking glass : reflecting a faithful likeness of the drunkard, in sundry very interesting attitudes, with lively representations of the many strange capers which he cuts at different stages of his disease : as first, when he has only ""a drop in his eye,"" second, when he is ""half shaved,"" third, when he is getting ""a little on the staggers or so,"" and fourth, and fifth, and so on, till he is ""quite capsized,"" or ""snug under the table with the dogs,"" and can ""stick to the floor without holding on."" / By M.L. Weems ..."	1	1818	Philadelphia
261100	Weems, M. L	God\\\'s revenge against adultery : awfully exemplified in the following cases of American crim. con. I. The accomplished Dr. Theodore Wilson, (Deleware,) who for seducing Mrs. Nancy Wiley, had his brains blown out by her husband. II. The elegant James O\\\'Neale, Esq. (North Carolina,) who for seducing the beautiful Miss Matilda L\\\'Estrange, was killed by her brother / By Mason L. Weems, author of The life of Washington.	1	1818	Philadelphia
261102	Hughs	The ornaments discovered : a story, in two parts / by the author of Aunt Mary\\\'s tales.	1	1815	London
261103	Galt, John	The history of Gog and Magog, the champions of London : containing an account of the origin of many things relative to the city : a tale / by Robin Goodfellow, author of The rocking horse.	1	1819	London
261104	Cunningham, J. W	The velvet cushion.	1	1814	London
261105	Knight, Ellis Cornelia	Dinarbas : a tale.	1	1813	Brattleborough
261156	Mouhy, Charles de Fieux	The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]	2	1742	London
261157	Mouhy, Charles de Fieux	The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]	2	1742	London
261486	Quevedo, Francisco de	The comical works of Don Francisco de Quevedo / author of the Visions of hell ... ; translated from the Spanish.	1	1742	London
276043	Corp, Harriet	A sequel to the Antidote to the miseries of human life, containing a further account of Mrs. Placid and her daughter Rachel.	1	1814	London
276044	A. F	A trip to the Jubilee / by a Gentleman that was at the late grand one at Rome ; containing a diverting account of the most remarkable occurrences in his travels thro\\\' France, Milan, Venice, Florence, &c. till his arrival at Rome ; also, a description of the religious processions and ceremonies us\\\'d in their churches, streets, and woods ... ; likewise, the debauch\\\'d lives and intrigues of the lustful priests and nuns ... ; with an account of the fallacy made use of in the opening the holy gate of St. Peter\\\'s Church, and a pleasant description of the whole ceremony of the Grand Jubilee at Rome.	1	1750	London
276045	Brooke, Frances	A year and a day : a novel / by Madame Panache.	2	1818	London
276046	West	Alicia de Lacy : an historical romance / by the author of ""The loyalists,"" &c."	4	1814	London
276047	ScudeÃÅry, Madeleine de	Almahide, or, The captive queen : an excellent new romance, never before in English : the whole work / written in French by the accurate pen of Monsieur de Scudery, governour of Nostre Dame ; done into English by J. Phillips gent. ; licensed, March 8. 1675/6, H. Oldenburgh.	1	1677	London
276049		A Complete history of James Maclean : the gentleman highwayman, who was executed at Tyburn, on Wednesday, October 3, 1750 for robbery on the highway : containing the particulars of his life, from his birth to his death : in which is included an account of the robberies he commited with his companion Plunket : and a series of letters, that pass\\\'d between him and Plunket, as well during the time he was in Holland, as in England, in which are open some extraordinary scenes : also, the particulars of their fortune-hunting schemes, in which Maclean generally pass\\\'d for a gentleman of worth, and Plunket personated his footman : likewise a number of original letters sent to Maclean by different ladies, some of which contain narratives of facts so exceeding tender, as must raise pity and compassion in the breast of every reader / the whole adorn\\\'d with a very neat picture of Maclean, taken from the life, while under sentence, drawn and engrav\\\'d by Mr. Boitard.	1	1750	London
276050	Scott, Sarah	A description of Millenium Hall and the country adjacent : together with the characters of the inhabitants, and such historical anecdotes  and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue / by a gentleman on his travels.	1	1778	London
276051		A select collection of novels : in four volumes / written by the most celebrated authors in several languages, many of which never appear\\\'d in English before; and all new translated from the originals, by several eminent hands.	6	1720	London
276061	Scott, Walter	Peveril of the Peak / By the author of ""Waverley, Kenilworth,"" &c. In three volumes."	3	1823	Philadelphia
276063	Edgeworth, Maria	Patronage / by Maria Edgeworth.	4	1814	London
276064	Orrery, Roger Boyle	Parthenissa : that most fam\\\'d romance : the six volumes compleat / composed by the right honourable the Earl of Orrery.	1	1676	London
276066	Kelly, John	Pamela\\\'s conduct in high life : publish\\\'d from her own original papers : to which are perfix\\\'d several curious letters written to the editor on the subject.	1	1741	Dublin
276068	Richardson, Samuel	Pamela, or Virtue rewarded : in a series of familiar letters from a beautiful young damsel to her parents : now first published in order to cultivate the principles of virtue and religion in the youth of both sexes : a narrative which has its foundation in truth and nature, and at the same time that it agreeably entertains by a variety of curious and affecting incidents, is intirely divested of all those images which, in too many pieces calculated for amusement only, tend to inflame the minds they should instruct.	4	1741	London
276069		National tales.	2	1825	New York
276070	Walker, Mary	Munster village : a novel : in two volumes.	2	1778	London
276072	Brackenridge, H. H	Modern chivalry : containing the adventures of a captain and     Teague O\\\'Regan, his servant / By H. H. Brackenridge, ... With the last corrections and additions of the author. ...	2	1819	Pittsburgh
276073	Swift, Jonathan	Miscellaneous works, comical & diverting / by T.R.D.J.S.D.O.P.I.I. ; in two parts. I. The tale of a tub, with the Fragment, & the Battel of the books, with considerable additions, & explanatory notes, never before printed.  II. Miscellanies in prose & verse, by the supposed author of the author of the first part.	1	1720	London
276075	Meeke, Mary	Midnight weddings : a novel / by Mrs. Meeke.	3	1814	London
276078		Memoirs of the Bashaw Count Bonneval, from his birth to his death : shewing the motives which induced him to quit the service and dominions of France, his entrance into and sudden rise in the imperial armies, his exploits in Italy, Hungary, &c., his quarrel with the Marquis de Prie and its consequences, the true cause of his disgrace at the court of Vienna, and the reasons which occasioned him to seek an azylum amongst the Turks, with his various fortunes while in the service of the Porte : interspersed throughout with an entertaining diversity of secret intrigues, amorous adventures, military and political achievements : being in effect the secret history of Europe for the best part of the current century / written by himself and collected from his papers.	1	1750	London
276080	Defoe, Daniel	Memoirs of a cavalier, or, A military journal of the wars in Germany, and the wars in England : from the year 1632, to the year 1648 / written threescore years ago by an English gentleman, who served first in the army of Gustavus Adolphus, the glorious king of Sweden, till his death; and after that, in the royal army of King Charles the First, from the beginning of the rebellion, to the end of that war.	1	1720	London
276081		Love upon tick, or, Implicit gallantry : exemplified, in some merry memoirs of the rise and progress of an extraordinary and occasional amour : In which the whole mechanism of that passion is expos\\\'d, and made obvious to the meanest capacity / by the author of -----.	1	1724	London
276082	Jenner, Charles	Letters from Altamont in the capital to his friends in the country.	1	1767	London
276083		Learning at a loss, or, The amours of Mr. Pedant and Miss Hartley : a novel, in two volumes.	2	1778	London
276085	Fagnan, Marie-Antoinette	Kanor : a tale translated from the savage.	1	1750	London
276086	La CalpreneÃÄde, Gaultier de Coste	Hymen\\\'s praeludia, or, Love\\\'s master-piece : being that so-much-admired romance, intituled Cleopatra : in twelve parts / written originally in the French [by Seigneur de Gaultier de Costa La Calprenède] ; and now elegantly rendred into English, by Robert Loveday.	1	1687	London
276087	Grosse, Carl	Horrid mysteries : a story / from the German of the Marquis of Grosse by P. Will : in four volumes.	4	1796	London
276088	Rowe, Elizabeth Singer	Friendship in death : in twenty letters from the dead to the    living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe.	1	1750	London
276089		Fanny, or, The amours of a West-country young lady : contained in a series of genuine letters : interspersed with some entertaining particulars during her travels abroad : in two volumes.	2	1755	London
276092	Roberts	Duty : a novel / by the late Mrs. Roberts ... interspersed with poetry and preceded by a character of the author by Mrs. Opie.	3	1814	London
276093	Murray, Hugh	Corasmin, or, The minister : a romance / by the author of the Swiss emigrants.	2	1814	London
276094	ScudeÃÅry, Madeleine de	Clelia, an excellent new romance: the whole work in five parts, dedicated to Mademoiselle de Longueville ... Written in French by the exquisite pen of Monsieur de Scudery, governour of Nostredame de la Garde [pseud.]	1	1678	London
276097	Hanway, Mary Ann	Christabelle, the maid of Rouen : a novel founded on facts / by Mrs. Hanway.	4	1814	London
276099	Argens, Jean-Baptiste de Boyer	Chinese letters. Being a philosophical, historical, and critical correspondence between a Chinese traveller at Paris, and his countrymen in China, Muscovy, Persia and Japan. Translated from the originals into French, by the Marquis d\\\'Argens, author of the Lettres juives, or Jewish spy; and now done into English.	1	1741	London
276100	La CalpreneÃÄde, Gaultier de Coste	Cassandra : the fam\\\'d romance : the whole work : in five parts / written originally in French ; and now elegantly rendred into English by Sir Charles Cotterell.	1	1676	London
276101	Ingelo, Nathaniel	Bentivolio and Urania, in four bookes / by N. I....	1	1660	London
276102	Ingelo, Nathaniel	Bentivolio and Urania : in six books. / By Nathanael Ingelo.	1	1682	London
276103		Bannockburn : a novel : being a sequel to The Scottish Chiefs by Miss Jane Porter.	2	1822	Philadelphia
276105	Cambon	Young Grandison : a series of letters from young persons to their friends / translated from the Dutch of Madame de Cambon, with additions and improvements : in two volumes.	2	1790	Dublin
276107	Petronius Arbiter	The works of Petronius Arbiter, in prose and verse / translated from the original Latin by Mr. Addison ; to which are prefix\\\'d The Life of Petronius, done from the Latin, and a character of his writings by Monsieur St. Evremont.	1	1736	London
276109	Burney, Fanny	The wanderer, or, Female difficulties / by the author of Evelina, Cecilia, and Camilla.	5	1814	London
276110	Burney, Fanny	The wanderer, or, Female difficulties / by Madame d\\\'Arblay, author of Evelina, Cecilia, and Camilla.	3	1814	New York
276113	Graves, Richard	The spiritual Quixote, or, The summer\\\'s ramble of Mr. Geoffry Wildgoose : a comic romance.	3	1783	London
276114	Porter, Anna Maria	The recluse of Norway / by Miss Anna Maria Porter.	4	1814	London
276115	Manley	The power of love: in seven novels. Viz. I. The fair hypocrite. II. The physician\\\'s stratagem. III. The wife\\\'s resentment. IV. V. The husband\\\'s resentment, in two examples. VI. The happy fugitives. VII. The perjur\\\'d beauty ... By Mrs. Manley.	1	1720	London
276116		The nominal husband, or, Distress\\\'d innocence : a true secret history, taken from an old Saxon manuscript, found among the papers of a late noble antiquarian, modernized for the service of the youth of both sexes.	1	1750	London
276117	Thistlethwaite, James	The man of experience, or, The adventures of Honorious : in two volumes / by Mr. Thistlethwaite.	2	1778	London
