id	title	author	date	a	b	v	x
3469781	Francis Berrian, or the Mexican Patriot. In two volumes. Vol. I.	Flint, Timothy	1826	['Pencil']	['Words']	['v.2']	['On p.163. Transcription: ""Oh goody!"']
5911017	The buccaneers; a romance of our own country, in its ancient day; illustrated with divers marvellous histories, and antique and facetious episodes; gathered from the most authentic chronicles & affirmed records extant from the settlement of the Niew Nederlandts until the times of the famous Richard Kid: carefully collated from the laborious researches, and minute investigations, of that excellent antiquary and sublime philosopher, Yclept Terentius Phlogobombos. In five books.	Judah, Samuel B. H	1827	['Pencil']	['Words']		['""By Samuel B. H. Judah"" written recto front fly paper"']
3470604	The life and adventures of Dr. Caleb; who migrated from Egypt, and afterwards practised physic in the land of Canaan and elsewhere: an allegory; designed principally to amuse and edify young people. By Aaron Lummus, Evangelii Praedicator.	Lummus, Aaron	1822	['Pencil']	['Words']		['Appears to read ""America juvenile."" Located front free endpaper."']
3471418	Logan, a family history. In two volumes.--Vol. I.	Neal, John	1822	['Pencil']	['Reader markings']	['v.2']	['Check marks appear next to various lines throughout the volume']
3471487	Rachel Dyer: a North American story. By John Neal.	Neal, John	1828	['Pencil']	['Reader markings']		['Occasional lines or arrows in margins of text']
3478066	Hope Leslie; or early times in the Massachusetts. By the author of Redwood. In two volumes. Vol. I.	Sedgwick, Catharine Maria	1827	['Pencil']	['Reader markings']	['v.2']	['Parentheses around various parts of text on the last page of volume 2 (p. 202)']
3478155	A New-England tale; or, sketches of New-England character and manners.	Sedgwick, Catharine Maria	1822	['Pencil']	['Numbers']		['Located verso front fly paper']
3478219	Redwood; a tale. In two volumes. Vol. I.	Sedgwick, Catharine Maria	1824	['Pencil']	['Editorial markings']	['v.2']	['On p. 181, ""lit"" corrected to ""lighted"']
3478569	Symzonia; a voyage of discovery. By Captain Adam Seaborn.	Seaborn, Adam	1820	['Pencil']	['Words', 'Numbers']		['Located on ""Explanation of the Plate"". Largely indecipherable."']
3480400	Tales of the tripod; or a Delphian evening. By Pertinax Particular.	Watkins, Tobias	1821	['Pencil']	['Words']		['Word in parentheses located p. xi in preface. Word appears to be ""[ ]leaf,"" perhaps commenting on the error in paging order in the preface."']
3571089			1822	['Pencil']	['Words']		['Located on pg 33, above hymn. Pencil line through hymn also.']
3767898	The witch of New England; a romance.	M\'Call, John C	1824	['Pencil']	['Words']		['Note on title page (likely a library note) reads: ""Note contains The Lover Dramatic Fragment, pages 59-65"']
421748	A son of the forest. The experience of William Apes, a native of the forest. Comprising a notice of the Pequod tribe of Indians. Written by himself.	Apes, William	1829	['Pencil']	['Numbers']		['""5.00"" and ""7.50"" written in upper right-hand corner, half-title page."']
448220	The Tennessean; a novel, founded on facts. By Mrs. Anne Royall, author of Sketches of history, life, and manners, in the United States.	Royall, Anne Newport	1827	['Pencil']	['Numbers']		['Reads: ""c [crossed out]40.00 36.00"" Appears to be book\'s cost at some point."']
573051	Edgar Huntly; or, memoirs of a sleep-walker. By the author of Arthur Mervyn, Wieland,--Ormond, &c. Vol. I. Second edition.	Brown, Charles Brockden	1801	['Ink']	['Reader markings']	['v.2']	['Miscellaneous markings in margins of text, as on p. 15 and pp. 250-251']
957218	The first settlers of Virginia, an historical novel, exhibiting a view of the rise and progress of the colony at James Town, a picture of Indian manners, the countenance of the country, and its natural productions. The second edition considerably enlarged.	Davis, John	1806	['Pencil']	['Editorial markings']		['""By John Davis"" written title page."']
6996611	Letters from the Bahama islands. Written in 1823-4.	Hart	1827	['Pencil']	['Words', 'Numbers']		['Located front free endpaper. Transcription: ""Miss Hart 300 copies printed Kaser, Carey & Lea 737 Wright I-1129""."']
1341181	A sketch of old England, by a New-England man. In two volumes. Vol. I.	Paulding, James Kirke	1822	['Pencil']	['Drawings']	['v.1']	['Located p. 97']
ocm78091842 	Adelaide de Grammont; a romance of the fifteenth century.		1804	['Pencil']	['Words', 'Numbers']		['Front paste-down endpaper : very good']
ocm40688589 	Agnes; or, the triumph of principle.		1822	['Pencil']	['Words', 'Numbers']		['Located on the front paste-down endpaper', 'Words are illegible but the numbers are 10/5/03']
ocm06756321 	Brambleton Hall, a novel, being a sequel to the celebrated expedition of Humphrey Clinker, by Tobias Smollet, M.D.		1818	['Pencil']	['Numbers']		['Transcription: ""102"']
ocm13313695 	Fitz of Fitz-ford; A legend of Devon. By Mrs. Bray, author of 'De Foix,' 'The White Hoods,' 'The Protestant,' &c. &c. &c.	Bray	1830	['Pencil']	['Words']	['v.1']	['=/125 --- 2-224 --- 31 ---Block p25 (verso of first front free endpaper)']
ocm06536542 	Self-control: a novel.	Brunton, Mary	1811	['Pencil']	['Numbers']	['v.3']	['Located on front paste-down endpaper. Transcription : 1136']
ocn486073979	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes vol. I.	Burney, Sarah Harriet	1812	['Pencil']	['Drawings']	['v.2']	['Drawing of a tree and a thatched house on verso of final leaf.']
ocm52981134 	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes vol. I	Burney, Sarah Harriet	1813	['Pencil']	['Drawings']	['v.3']	['Drawings are located on back free endpaper']
ocn270121854	Blue-stocking hall.	Chetwode	1827	['Ink']	['Editorial markings']	['v.1', 'v.2', 'v.3']	['Letters added or crossed out and words corrected throughout the volumes.']
ocn123448855	The express. A novel. In three volumes. By Frances D'Aubigne	Maintenon	1819	['Pencil']	['Words', 'Numbers']	['v.1']	['Found on the front paste-down. Transcription: ""Blakey [?]"']
ocm02892878 	Continental adventures. A novel. In three volumes.	Eaton, Charlotte A	1826	['Pencil']	['Words']	['v.1', 'v.2', 'v.3']	['On final page : ap']
ocm21212908 	Marriage, a novel.	Ferrier, Susan	1818	['Pencil']	['Drawing']	['v.3']	['Rear paste-down endpaper : sketch of a person.']
ocm00621029 	The inheritance. By the author of marriage.	Ferrier, Susan	1824	['Pencil']	['Drawings']	['v.1']	['Rear paste-down endpaper : two columns of straight lines and crosses, headed with the letters ""c"" and ""g."']
ocn607607606	Lawrie Todd; or, the settlers in the woods. By John Galt, Esq. Fas., Hon. LS, P., Hon. NHS, M., &c. Author of ""The annals of the parish,"" ""The Ayrshire legatees,"" &c.	Galt, John	1830	['Pencil']	['Numbers']	['v.1']	['Marginalia is located on the rear paste-down endpaper.', 'Transcription : 48/ CL/K 296 3v 299 303']
ocn940098594	Rothelan; a romance of the English histories. By the author of Annals of the parish, Ringan Gilhaize, The Spaewife, &c.	Galt, John	1824	['Pencil']	['Numbers']	['v.1']	['20.00']
ocm12862142 	Osmond, a tale. By the author of ""The favorite of nature.""	Kelty, Mary Ann	1822	['Pencil']	['Words', 'Numbers']	['v.1']	['Verso rear freeendpaper : 5/74 3 vols NR1-1-', 'Signature identifiers written below on page.']
ocm06853360 	Trials; a tale. By the author of ""the favourite of nature,"" &c. &c.	Kelty, Mary Ann	1824	['Pencil']	['Words']	['v.1']	['Located on front paste-down endpaper : B13/N2 --- (Kelty, Mary Ann)']
ocm04294241 	Caroline Ormsby; or the real Lucilla: a tale for the female sex. Interspersed with sketches moral and religious.		1810	['Ink']	['Editorial markings']		['Appears two or three times in the text.', 'Words crossed out and corrected, letters added : e.g. ""avwed"" has an ""o"" written in."']
ocn931590936	Dunallan; or, know what you judge; a story. In three volumes. By the author of ""The Decision,"" ""Father Clement,"" &c. &c.	Kennedy, Grace	1825	['Ink']	['Words']	['v.2, p.21']	['[...]conjecture applied to old women[...]']
ocn228695081	Philip Colville; or, a covenanter's story. Unfinished. By the author of ""The decision,"" ""Father Clement,"" &c. &c.	Kennedy, Grace	1825	['Pencil']	['Words']		['Located on the front free endpaper.', 'Transcription : author Kennedy, Grace']
ocm14975239 	Lady Jane's pocket. A novel. In four volumes. By the author of Silvanella, or the Gipsey.	Author of Silvanella	1815	['Pencil']	['Words']	['v.1']	['Located on front paste-down endpaper : 4 vols 1st ed. with h-titles. Anon. Blalley records BM cot[...] --- 10 pounds 10 shillings --- collated [...] 30/5/62']
ocm13226312 	The Quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1817	['Pencil']	['Numbers']		['D 114/NZ/o 275 pounds']
ocm04739245 	Romantic tales, by M. G. Lewis, author of the Monk, Adelgitha, &c. In four volumes.	Lewis, M. G	1808	['Pencil']	['Reader markings']	['v.1']	['Check marks in margins next to the titles of works in the preface.']
ocm37033335 	Tales of wonder. Containing: The castle of enchantment; or, the mysterious deception. The robber's daughter; or, the phantom of the grotto. The magic legacy. And the enchanted knight.	Lewis, M. G	1801	['Ink']	['Numbers']		['Located on rear paste-down endpaper : VSU4. BETU4. V']
ocm16348484 	Love and satire: containing the sarcastic correspondence of Julius and Eliza. To which is prefixed, a few brief memoirs of an unfortunate lover.		1805	['Pencil']	['Numbers']		['Price on front pastedown : 25/']
ocm10847141 	Caroline Lismore: or, the errors of fashion. A tale. By Alicia Catherine Mant, author of Ellen: or, the young godmother.	Mant, Alicia Catherine	1815	['Pencil']	['Words']		['Rear paste-down endpaper : symbol at top corner of page, M/ at bottom of page.']
ocm29104507 	Ellen: or, the young godmother. A tale for youth. By a young lady.	Mant, Alicia Catherine	1812	['Pencil']	['Numbers']		['Located on front paste-down endpaper : 3/6 --- 175 pounds', 'Additional illegible symbol at bottom of page.']
ocm06925160 	The Albigenses, a romance. By the author of ""Bertram,"" a tragedy: ""Woman; or, pour et contre,"" &c.	Maturin, Charles Robert	1824	['Pencil']	['Reader markings']	['v.4']	['Pg.5  : ""round"" is underlined."']
ocm06929107 	Fatal revenge ; or, the family of Montorio. A romance. By Dennis Jasper Murphy. In three volumes.	Maturin, Charles Robert	1807	['Pencil']	['Numbers']	['v.1']	['Located on verso of front free endpaper. Transcription : 55.31']
ocm20682925 	The wild Irish boy. A novel. In four volumes. By the author of fatal revenge, Melmoth the wanderer, the albigenses, &c.	Maturin, Charles Robert	1824	['Pencil']	['Editorial markings']	['v.2']	['P. 232 : u written above ""finish."']
ocn810531182	Women; or, pour et contre. A tale. By the author of ""Bertram,"" &c.		1818	['Pencil']	['Words']	['v.1']	['Located on front paste-down endpaper : 1st ed. 3 vols of 3']
ocm02060360 	The asylum; or, Alonzo and Melissa. An American tale, founded on fact. By I. Mitchell.	Jackson, Daniel	1811	['Ink']	['Numbers']	['v.2']	['Located on recto of first front free endpaper : 6']
ocm09838110 	Mrs. Leicester's school: or, the history of several young ladies, related by themselves.	Lamb, Charles	1810	['Pencil']	['Drawing']		['Rear paste-down endpaper : Z']
ocm06959518 	Zenobia, queen of Palmyra. A narrative, founded on history. In two volumes. By the author of patriarchal times. Vol. I.	O\'Keeffe, Adelaide	1824	['Pencil']	['Numbers']	['v.1']	['Rear paste-down endpaper : 20 --- 16703', 'A circle is drawn around 20']
ocm02494528 	Maid Marian. By the author of Headlong Hall.	Peacock, Thomas Love	1822	['Pencil']	['Words', 'Numbers']		['Located on front free endpaper', 'Transcription : 5/x/x 1189.']
ocm06968795 	Nightmare Abbey: by the author of Headlong Hall.	Peacock, Thomas Love	1818	['Pencil']	['Words', 'Numbers']		['Found on front free endpaper', 'Transcription : by Peacock 1st-Ed']
