pub date	author name	title catalog
1741	"Aulnoy,"	"The history of Hypolitus, earl of Douglas : with the secret history of Macbeth, king of Scotland : to which is added, The art of love, or   The amours of Count Schlick and a young lady of quality."
1741	"Swift, Jonathan,"	"A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\'s Library : also a Discourse concerning the mechanical operation of the spirit in a letter to a friend, a fragment."
1741	"Swift, Jonathan,"	"The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes : Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier\'s letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c."
1741	"Swift, Jonathan,"	"The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes : Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier\'s letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c."
1741	"Kelly, John,"	Pamela\'s conduct in high life : publish\'d from her own original papers : to which are perfix\'d several curious letters written to the editor on the subject.
1741	"Richardson, Samuel,"	"Pamela, or Virtue rewarded : in a series of familiar letters from a beautiful young damsel to her parents : now first published in order to cultivate the principles of virtue and religion in the youth of both sexes : a narrative which has its foundation in truth and nature, and at the same time that it agreeably entertains by a variety of curious and affecting incidents, is intirely divested of all those images which, in too many pieces calculated for amusement only, tend to inflame the minds they should instruct."
1741	"Argens, Jean-Baptiste de Boyer,"	"Chinese letters. Being a philosophical, historical, and critical correspondence between a Chinese traveller at Paris, and his countrymen in China, Muscovy, Persia and Japan. Translated from the originals into French, by the Marquis d\'Argens, author of the Lettres juives, or Jewish spy; and now done into English."
1741		"The Life and adventures of Mrs. Christian Davies, the British Amazon, commonly call\'d Mother Ross; who served as a foot-soldier and dragoon, in several campaigns, under King William and the late Duke of Marlborough ... : The whole taken from her own mouth, and known to be true by many noblemen, generals, and other officers, &c. mentioned in her life, and still living, who served in those wars at the same time, and were witnesses of her uncommon martial bravery."
1741		"The History and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane / translated from the Spanish original."
1741	"Lyttelton, George Lyttelton,"	The court-secret : a melancholy truth : now first translated from the original Arabic / by an adept in the oriental tongues.
1741	"Lambert de Saumery, Pierre,"	"The devil turn\'d hermit, or, The adventures of Astaroth banish\'d from hell : A satirical romance ... / Translated from the original French of Mr. de M * * *."
1741	"Argens, Jean-Baptiste de Boyer,"	"Chinese letters. Being philosophical, historical, and critical correspondence between a Chinese traveller at Paris, and his countrymen in China, Muscovy, Persia and Japan. Translated from the originals into French, by the Marquis d\'Argens, author of the letters juives, or Jewish spy; and now done into English."
1741	"Lyttelton, George Lyttelton,"	The court-secret : a melancholy truth : now first translated from the original Arabic / by an adept in the oriental tongues.
1741		"The History and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane / translated from the Spanish original."
1742	"Lambert de Saumery, Pierre,"	The devil turn\'d hermit : or the adventures of Astaroth banish\'d from Hell : A satirical romance. ... Translated from the original French. Vol.II.
1742	"Holberg, Ludvig,"	A journey to the world under-ground. By Nicholas Klimius [pseud.]  Translated from the original.
1742	"Mouhy, Charles de Fieux,"	"The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]"
1742	"Mouhy, Charles de Fieux,"	"The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]"
1742	"Cervantes Saavedra, Miguel de,"	"The life and exploits of the ingenious gentleman Don Quixote de la Mancha. Translated from the original Spanish of Miguel Cervantes de Saavedra. By Charles Jarvis, esq. ..."
1742		"The Silph\'s resentment, or The Numidian coquet : a satyrical novel : to which is added, Revenge a-la-mode, an heroi-comic tale."
1742	"Fielding, Henry,"	"The history of the adventures of Joseph Andrews, and of his friend Mr. Abraham Adams : written in the manner of Cervantes, author of Don Quixote : in two volumes."
1742		"The true anti-Pamela, or, Memoirs of Mr. James Parry, late organist of Ross in Herefordshire : in which are inserted his amours with the celebrated Miss ------ of Monmouthshire / written by himself; interspers\'d with many curious and entertaining love-letters which passed between them."
1742	"Chansierges,"	"Grecian tales, or, The entertaining adventures of Neoptolemus, son  of Achilles / translated from the French."
1742	"Cervantes Saavedra, Miguel de,"	"Two humorous novels : viz. I. A diverting dialogue between Scipio and Bergansa, two dogs belonging to the Hospital of the Resurrection, in the city of Valladolid, giving a account of their lives and various adventures, interspers\'d  with their reflexions and sentiments on the lives, characters, humours and employments of the different masters they liv\'d with. II. The comical history of Rinconete and Cortadillo / both written by the celebrated author of Don Quixote ; and now first translated from the Spanish original."
1742	"Cervantes Saavedra, Miguel de,"	"Two humorous novels : viz. I. A diverting dialogue between Scipio and Bergansa, two dogs belonging to the Hospital of the Resurrection, in the city of Valladolid, giving a account of their lives and various adventures, interspers\'d  with their reflexions and sentiments on the lives, characters, humours and employments of the different masters they liv\'d with. II. The comical history of Rinconete and Cortadillo / both written by the celebrated author of Don Quixote ; and now first translated from the Spanish original."
1742	"Swift, Jonathan,"	Miscellanies in prose and verse : Vol. VII by Dr. Swift.
1742	"Swift, Jonathan,"	"Miscellanies in four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay."
1742	"Swift, Jonathan,"	"Miscellanies in four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay."
1742	"Swift, Jonathan,"	"Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships."
1742	"Quevedo, Francisco de,"	The comical works of Don Francisco de Quevedo / author of the Visions of hell ... ; translated from the Spanish.
1742	"Lambert de Saumery, Pierre,"	The devil turn\'d hermit : or the adventures of Astaroth banish\'d from Hell : A satirical romance. ... Translated from the original French. Vol.II.
1742	"Mouhy, Charles de Fieux,"	"The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]"
1742	"Mouhy, Charles de Fieux,"	"The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]"
1742	"Quevedo, Francisco de,"	The comical works of Don Francisco de Quevedo / author of the Visions of hell ... ; translated from the Spanish.
1742	"Mouhy, Charles de Fieux,"	"The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]"
1743		"Memoirs of the love and state-intrigues of the court of H------; from the marriage of the Princes of Z-----, to the tragical death of Count K-----k: a home-truth. Written originally in High-German, by the celebrated Countess of K-----k, sister to that unfortunate nobleman ..."
1743	"Fielding, Henry,"	"Miscellanies / by Henry Fielding, Esq. : in three volumes."
1743	"Fielding, Henry,"	"The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams : written in imitation of the manner of Cervantes, author of Don Quixote / by Henry Fielding, Esquire ... : in two volumes."
1743	"Annesley, James,"	Memoirs of an unfortunate young nobleman : return\'d from a thirteen years slavery in America where he had been sent by the wicked contrivances of his cruel uncle : a story founded on truth and address\'d equally to the head and heart.
1743	"Swift, Jonathan,"	"A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\'s Library."
1743		"Memoirs of an unfortunate young nobleman, returned from a thirteen years slavery in America..."
1743	"Gueullette, Thomas-Simon,"	"Mogul tales, or, The dreams of men awake : being stories told to divert the grief of the sultana\'s of Guzarat, for the supposed death of the Sultan / Written in French by the celebrated Mr. Guelletee ... now first translated into English."
1744	"Fielding, Sarah,"	"The adventures of David Simple : containing an account of his travels through the cities of London and Westminster, in the search of a real friend / by a lady : in two volumes."
1744	"Fielding, Sarah,"	"The adventures of David Simple : containing an account of his travels through the cities of London and Westminster, in the search of a real friend / by a lady : in two volumes."
1744	"Fielding, Sarah,"	"The adventures of David Simple : containing an account of his travels through the cities of London and Westminster, in the search of a real friend / by a lady : in two volumes."
1744		"The Lady\'s drawing room : being a faithfull picture of the great world : in which the various humours of both sexes are display\'d, drawn from the life and interspers\'d with entertaining and affecting novels."
1744	"Fielding, Sarah,"	"The adventures of David Simple : containing an account of his travels through the cities of London and Westminster, in the search of a real friend / by a lady ; in two volumes."
1744	"Fielding, Sarah,"	"The adventures of David Simple : containing an account of his travels through the cities of London and Westminster, in the search of a real friend / by a lady ; in two volumes."
1744	"Erskine,"	"The travels and adventures of Mademoiselle de Richelieu : cousin to the present duke of that name, who made the tour of Europe dressed in men\'s clothes attended by her maid Lucy as her valet de chambre / now done into English from the lady\'s own manuscript by the translator of the Memoirs and adventures of the Marques of Bretagne and Duke of Harcourt."
1744	"Collyer, Mary,"	"Felicia to Charlotte : being letters from a young lady in the country to her friend in town, containing a series of the most interesting events interspersed with moral reflections, chiefly tending to prove that the seeds of vitue are implanted in the mind of every reasonable being."
1744	"Sedgewick, O."	"Miscellaneous amusements for the year MDCCXLIV, or, The world turn\'d inside out : being reflections on men, manners and opinions, adapted to the present times / by the Author of a late well-receiv\'d pamphlet."
1744		"The history of John Bull : Part III : containing, among many other curious particulars, a faithful narrative of the most secret and important transactions of the worshipful and ancient family of the Bulls, from August 1, 1714 to June 11, 1727: Publish\'d from the manuscripts of that learned and celebrated biographer, the late Sir Humphry Polesworth, author of the first and second parts of this work, publish\'d in 1712 / By Nathan Polesworth, Sir Humphry\'s nephew and sole executor."
1744	"Swift, Jonathan,"	"The works of Jonathan Swift, D. D., D. S. P. D. in eight volumes : Containing I. His miscellanies in prose. II. His poetical writings. III. The travels of Captain Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier\'s letters. V. The conduct of the allies, and The examiners. VI. The publick spirit of the Whigs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c."
1744	"Busbecq, Ogier Ghislain de,"	"Travels into Turkey : containing the most accurate account of the Turks, and neighbouring nations, their manners, customs, religion, superstition, policy, riches, coins, &c. : The whole being a series of remarkable observations and events, interspers\'d with great variety of entertaining incidents, never before printed / Translated from the original Latin of the learned A. G. Busbequius ; With memoirs of the life of the illustrious author."
1744	"Gomez,"	"The memoirs of the Baron Du Tan : To which is added The Calabrian, or, The history of Charles Brachy, and The hermit / Translated from the French of Madame de Gomez ... By a gentleman ..."
1745	"Haywood, Eliza Fowler,"	"The fortunate foundlings : being the genuine history of Colonel M----rs, and his sister Madam du P---y, the issue of the Hon. Ch---es M----rs, son of the late Duke of R--l--d : containing many wonderful accidents that befel them in their travels, and interspersed with the characters and adventures of several persons of condition, in the most polite courts of Europe : the whole calculated for the entertainment and improvement of the youth of both sexes."
1745	"Haywood, Eliza Fowler,"	"The fortunate foundlings : being the genuine history of Colonel M----rs, and his sister Madam du P---y, the issue of the Hon. Ch---es M----rs, son of the late Duke of R--l--d : containing many wonderful accidents that befel them in their travels, and interspersed with the characters and adventures of several persons of condition, in the most polite courts of Europe : the whole calculated for the entertainment and improvement of the youth of both sexes."
1745		"Leonora, or Characters drawn from real life : containing a great variety of incidents interspers\'d with reflections moral and entertaining : in two volumes."
1745	"Gomez,"	Select novels / translated from the French of Madame de Gomez ... ; never before published.
1745	"Kirkby, John,"	"The capacity and extent of the human understanding : exemplified in the extraordinary case of Automathes, a young nobleman who was accidentally left in his infancy upon a desolate island and continued nineteen years in that solitary state, separate from all human society : a narrative abounding with many surprizing occurrences both useful and entertaining to the reader."
1745	"Cervantes Saavedra, Miguel de,"	Persiles and Sigismunda : a celebrated novel : intermix\'d with a great variety of delightful histories and entertaining adventures / written in Spanish by Michael de Cervantes Saavadera ... translated into English from the original.
1745		"An Authentic copy of the last will and testament of the Reverend Dr. Swift,  Dean of St. Patrick\'s, Dublin : To which is added some explanatory notes, by the publisher."
1745	"Drummond, John,"	"The remarkable affecting case and dying works of Mr. Archibald Oswald : an ensign in the young Pretender\'s service, who received three musquet-shot in his left thigh, in the engagement of Preston-pans, and expired six days of his wounds / published at his dying request by the Rev. Mr. John Drummond of Bellzie-Hills, who attended the unfortunate gentleman in his last hours."
1746		"Alexis; or, The young adventurer. A novel ..."
1746	"Kirkby, John,"	"The capacity and extent of the human understanding : exemplified in the extraordinary case of Automathes, a young nobleman who was accidentally left in his infancy upon a desolate island and continued nineteen years in that solitary state separate from all human society : a narrative abounding with many surprizing occurrences both useful and entertaining to the reader."
1746		"The adventures and amours of the Marquis de Noailles, and Mademoiselle Tencin. Tr. from a French manuscript ..."
1746	"Arbuthnot, Archibald."	"The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers : from his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig / by the Rev. Archibald Arbuthnot ..."
1746	"Haywood, Eliza Fowler,"	"Secret histories, novels, and poems : in four volumes / written by Mrs. Eliza Haywood."
1746	"Griffiths, Ralph,"	"Ascanius; or, The young adventurer, a true history. Translated from a manuscript privately handed about at the Court of Versailles. Containing a particular account of all that happen\'d to a certain person during his wanderings in the north, from ... August, 1745, to his final escape, on September 19, in the following year. The whole introduced with a more critical and candid history of the rise, progress, and extinction of the late rebellion, than any yet publish\'d ..."
1746	"McCarthy, Charlotte,"	"The fair moralist, or, Love and virtue : a novel  / by Charlotte McCarthy ; to which is added The author\'s observations, or, A looking-glass for the fair sex, also several additional poems never before publish\'d."
1746		"Memoirs of the lives and families of the Lords Kilmarnock, Cromartie, and Balmerino : To which are added a faithful narrative of the proceedings against them : the genuine speeches of the Lords Kilmarnock and Cromertie : and an exact account of the behaviour of the Lords Kilmarnock and Balmerino, at the time of their execution."
1746	Tom Thumb.	"The travels of Tom Thumb over England and Wales : containing descriptions of whatever is most remarkable in the several counties : interspersed with many pleasant adventures that happened to him personally during the course of his journey / written by himself, and adorned with a suitable map."
1746	"Hampton, James"	Reflections on ancient and modern history.
1747	"Fielding, Sarah,"	"Familiar letters between the characters in David Simple, and some others : to which is added, A vision / by the author of David Simple ; in two volumes."
1747	"Swift, Jonathan,"	"A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\'s Library."
1747	"Swift, Jonathan,"	"A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\'s Library."
1747	"Swift, Jonathan,"	"A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\'s Library."
1747	"Swift, Jonathan,"	"A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the antient and modern books in St. James\'s Library."
1747	"Cervantes Saavedra, Miguel de,"	The life and exploits of the ingenious gentleman Don Quixote de la Mancha / translated from the original Spanish of Miguel Cervantes de Saavedra by Charles Jarvis.
1747	"Swift, Jonathan,"	"Miscellanies : In four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay."
1747	"Swift, Jonathan,"	"Miscellanies : In four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay."
1747	"Swift, Jonathan,"	"Miscellanies : In four volumes / by Dr. Swift, Dr. Arbuthnot, Mr. Pope, and Mr. Gay."
1747	"Swift, Jonathan,"	"Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships."
1747	"Swift, Jonathan,"	"Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships."
1747	"Swift, Jonathan,"	"Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships."
1748	"Richardson, Samuel,"	"Clarissa, or, The history of a young lady : comprehending the most important concerns of private life : and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage / published by the editor of Pamela."
1748	"Richardson, Samuel,"	"Clarissa, or, The history of a young lady : comprehending the most important concerns of private life : and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage / published by the editor of Pamela."
1748	"Haywood, Eliza Fowler,"	"Life\'s progress through the passions, or, The adventures of Natura / By the author of The fortunate foundlings."
1748	"Haywood, Eliza Fowler,"	"Life\'s progress through the passions, or, The adventures of Natura / By the author of The fortunate foundlings."
1748		"The Unfortunate concubines : the history of Fair Rosamond, mistress to Henry II, and Jane Shore, concubine to Edward IV, Kings of England : shewing how they came to be so : with their lives, remarkable actions, and unhappy ends / extracted from eminent records, and the whole illustrated with cuts suitable to each subject."
1748	"Smollett, Tobias George,"	The adventures of Roderick Random : in two volumes.
1748	"Smollett, Tobias George,"	The adventures of Roderick Random.
1748	"Swift, Jonathan,"	"Travels into several remote nations of the world : in four parts / By Lemuel Gulliver first a surgeon, and then a captain of several ships."
1749	"Fielding, Henry,"	"The history of Tom Jones, a foundling : in six volumes / By Henry Fielding, Esq."
1749	"Fielding, Henry,"	"The history of Tom Jones, a foundling : in six volumes. By Henry Fielding, Esq."
1749	"Fielding, Henry,"	"The history of Tom Jones, a foundling : in six volumes / By Henry Fielding, Esq."
1749	"Fielding, Sarah,"	"The governess : or, Little female academy. Being the history of Mrs. Teachum, and her nine girls : with their nine days amusement : calculated for the entertainment and instruction of young ladies in their education / by the author of David Simple."
1749		"Dalinda, or The double marriage : being the genuine history of a very recent and interesting adventure : addressed to all the young and gay of both sexes."
1749		"The History of the human heart, or The adventures of a young gentleman."
1749		"The History of Charlotte Summers, the fortunate parish girl ... : in two volumes."
1749	"Fielding, Henry,"	"The history of Tom Jones, a foundling : In four volumes / by Henry Fielding, Esq."
1750	"Orrery, Roger Boyle,"	"Royal adventures : being the amorous history of King Henry the Eighth, and his court, &c. / wrote by a party in his pleasures, and now publish\'d from the original papers by a person of quality ..."
1750	A. F.	"A trip to the Jubilee / by a Gentleman that was at the late grand one at Rome ; containing a diverting account of the most remarkable occurrences in his travels thro\' France, Milan, Venice, Florence, &c. till his arrival at Rome ; also, a description of the religious processions and ceremonies us\'d in their churches, streets, and woods ... ; likewise, the debauch\'d lives and intrigues of the lustful priests and nuns ... ; with an account of the fallacy made use of in the opening the holy gate of St. Peter\'s Church, and a pleasant description of the whole ceremony of the Grand Jubilee at Rome."
1750		"A Complete history of James Maclean : the gentleman highwayman, who was executed at Tyburn, on Wednesday, October 3, 1750 for robbery on the highway : containing the particulars of his life, from his birth to his death : in which is included an account of the robberies he commited with his companion Plunket : and a series of letters, that pass\'d between him and Plunket, as well during the time he was in Holland, as in England, in which are open some extraordinary scenes : also, the particulars of their fortune-hunting schemes, in which Maclean generally pass\'d for a gentleman of worth, and Plunket personated his footman : likewise a number of original letters sent to Maclean by different ladies, some of which contain narratives of facts so exceeding tender, as must raise pity and compassion in the breast of every reader / the whole adorn\'d with a very neat picture of Maclean, taken from the life, while under sentence, drawn and engrav\'d by Mr. Boitard."
1750		"Memoirs of the Bashaw Count Bonneval, from his birth to his death : shewing the motives which induced him to quit the service and dominions of France, his entrance into and sudden rise in the imperial armies, his exploits in Italy, Hungary, &c., his quarrel with the Marquis de Prie and its consequences, the true cause of his disgrace at the court of Vienna, and the reasons which occasioned him to seek an azylum amongst the Turks, with his various fortunes while in the service of the Porte : interspersed throughout with an entertaining diversity of secret intrigues, amorous adventures, military and political achievements : being in effect the secret history of Europe for the best part of the current century / written by himself and collected from his papers."
1750	"Fagnan, Marie-Antoinette,"	Kanor : a tale translated from the savage.
1750	"Rowe, Elizabeth Singer,"	"Friendship in death : in twenty letters from the dead to the    living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe."
1750		"The nominal husband, or, Distress\'d innocence : a true secret history, taken from an old Saxon manuscript, found among the papers of a late noble antiquarian, modernized for the service of the youth of both sexes."
1750	"Green, George Smith,"	"The life of Mr. John Van, a clergyman\'s son, of Woody, in Hampshire : being a series of many extraordinary events, and surprizing vicissitudes : in which are shewn, among a great number of singular and merry occurences, his entrance into the army as a trooper : his bravery against the rebels : his marriage with an heiress of eight hundred pounds a year, at St. Ive\'s in Huntingdonshire : his conduct in high life : his favours from fortune and reduction to poverty / written by G.S. Green."
1750	"Kimber, Edward,"	The life and adventures of Joe Thompson : a narrative founded on fact / written by Himself : in two volumes.
1750		"The History of Tom Jones the foundling, in his married state."
1750	"Scott, Sarah,"	The history of Cornelia.
1750		"The History of Charlotte Summers, the fortunate parish girl ... : in two volumes."
1750		The Adventures of Mr. Loveill : interspers\'d with many real amours of the modern polite world.
1750		The Adventures of Mr. Loveill : interspers\'d with many real amours of the modern polite world.
1750	"Le Noble, Eustache,"	"Pure love : a novel : being the history of the Princess Zulima, the beautiful daughter of the Sultan of Egypt ... / translated from the French of Monsieur le Noble."
1750	"Rabelais, FrancÌ§ois,"	"The works of Francis Rabelais, M.D. / Formerly translated by Sir Thomas Urquart, M.D. and explained by Mr. Motteux ; since carefully revised, and compared throughout with M. le Du Chat\'s edition, by Mr. Ozell, who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le Du Chat, and others ; in which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author."
1750	"Bannac, Adolphus"	"The fortunate villager, or, Memoirs of Sir Andrew Thompson : in two volumes."
1750	"Rowe, Elizabeth Singer, "	"Friendship in death : in twenty letters from the dead to the living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe."
1750	"Rowe, Elizabeth Singer, "	"Friendship in death : in twenty letters from the dead to the living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe."
1750	"Fielding, Sarah,"	The history of Ophelia / published by the author of David Simple : in two volumes.
1750	"Marivaux, Pierre Carlet de Chamblain de,"	"Pharsamond: or, The new knight-errant. In which is introduced the story of the fair anchoret, with that of Tarmiana and her unfortunate daughter. Written originally in French, by Monsieur de Marivaux ... Tr. by Mr. Lockman ..."
1751	"Swift, Jonathan,"	"Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships."
1751	"Swift, Jonathan "	"Travels into several remote nations of the world : in four parts  / By Lemuel Gulliver first a surgeon, and then a captain of several ships."
1751	"Swift, Jonathan"	"Travels into several remote nations of the world : in four parts / By Lemuel Gulliver first a surgeon, and then a captain of several ships."
1751	"Swift, Jonathan"	"Travels into several remote nations of the world : in four parts / By Lemuel Gulliver first a surgeon, and then a captain of several ships."
1751	"Swift, Jonathan"	"Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships."
1751		"Constantia, or, A true picture of human life represented in fifteen evening conversations after the manner of Boccace : in two volumes : to which is prefixed, a short discourse on novel writing."
1751	"Paltock, Robert, "	"Memoirs of the life of Parnese, a Spanish lady of vast fortune : written by herself : shewing the irresistable force of education : with a true account of the hardships she suffered, in man\'s apparel, for eight years in different countries in the prosecution of a virtuous amour with Rockbartez, her escape from slavery with Sarpeta, her master\'s daughter, their flight into Persia, her accidental marriage there to Rockbartez, and return : interspersed with the story of Beaumont and Sarpeta / translated from the Spanish manuscript by R.P., gent."
1751	"La Solle, Henri-FranÃ§ois de, "	"Memoirs of a man of pleasure,  or The adventures of Versorand."
1751	"Cleland, John, "	Memoirs of a Coxcomb.
1751	"La Solle, Henri-FranÃ§ois de, "	"Memoirs of a man of pleasure :  or The adventures of Versorand.  v.1, v. 2."
1751	"CrÃ©billon, Claude-Prosper Jolyot de, "	"The wanderings of the heart and mind, or, the memoirs of Mr. de Meilcour translated from the French of Mr. de Crebillon the son."
1751		"Constantia, or, A true picture of human life represented in fifteen evening conversations after the manner of Boccace : in two volumes : to which is prefixed, a short discourse on novel writing."
1751	"Paltock, Robert, "	"Memoirs of the life of Parnese, a Spanish lady of vast fortune : written by herself : shewing the irresistable force of education : with a true account of the hardships she suffered, in man\'s apparel, for eight years in different countries in the prosecution of a virtuous amour with Rockbartez, her escape from slavery with Sarpeta, her master\'s daughter, their flight into Persia, her accidental marriage there to Rockbartez, and return : interspersed with the story of Beaumont and Sarpeta / translated from the Spanish manuscript by R.P., gent."
1751	"La Solle, Henri-FranÃ§ois de, "	"Memoirs of a man of pleasure,  or The adventures of Versorand."
1751	"Cleland, John, "	Memoirs of a Coxcomb.
1751	"La Solle, Henri-FranÃ§ois de, "	"Memoirs of a man of pleasure :  or The adventures of Versorand.  v.1, v. 2."
1751	"CrÃ©billon, Claude-Prosper Jolyot de, "	"The wanderings of the heart and mind, or, the memoirs of Mr. de Meilcour translated from the French of Mr. de Crebillon the son."
1751	"Curli, de"	"The life and amours of Owen Tideric, Prince of Wales, otherwise Owen Tudor  who married Catharine, Princess of France and widow of our great King Henry V, from which marriage descended Henry VII, Henry VIII, Edward VI, Queen Mary, and Queen Elizabeth, all of whom had from him the surname Tudor : and from him likewise are descended, by the eldest daughter of Henry VII, the present royal family of Great Britain, France and Ireland : first wrote in French and published many years since at Paris, and now translated into English."
1751	"Aunillon, Pierre-Charles-Fabiot"	"The force of education. Illustrated in the memoirs of Mademoiselle de St. Eugene, and the Baron de Cromstad. Translated from the French of Monsieur de V-----."
1751	"Smollett, T."	"The adventures of Peregrine Pickle. : In which are included, Memoirs of a lady of quality. In four volumes."
1751	"Hill, John,"	"The adventures of Mr. George Edwards, a creole."
1751	"Mainvilliers, Genu-Soalhat,"	"The beau-philosopher, or, The history of the Chevalier de Mainvillers : translated from the French original."
1751	"Coventry, Francis,"	"The history of Pompey the Little, or The life and adventures of a lap-dog."
1751	"Coventry, Francis,"	"The history of Pompey the Little, or, The life and adventures of a lap-dog."
1751	"Hill, John,"	"The history of a woman of quality, or, The adventures of Lady Frail / by an impartial hand."
1751	"Coventry, Francis,"	"The history of Pompey the Little, or, The life and adventures of a lap-dog."
1751	"Haywood, Eliza Fowler,"	The history of Miss Betsy Thoughtless : in four volumes.
1752	"Kimber, Edward"	"The juvenile adventures of David Ranger, esq. : from an original manuscript found in the collections of a late noble lord."
1752	"Swift, Jonathan"	"Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships."
1752		"The prater By Nicholas Babble, esq."
1752	"Goodall, William."	"The adventures of Capt. Greenland: written in imitation of all those wise, learned, witty, and humorous authors, who either already have, or hereafter may write in the same stile and manner."
1752		"Clio, or, A secret history of the life and amours of the late celebrated Mrs. S---n---m / written by herself in a letter to Hillarius."
1752	"Fielding, Sarah, "	"Familiar letters between the principal characters in David Simple and some others  being a sequel to his adventures : to which is added, A vision / by the author of David Simple."
1752	"Chaigneau, William, "	The history of Jack Connor.
1752		"Memoirs of the life and actions of Charles Osborn, Esq., natural son of the E--l of A------e containing an account of his polite education, his loss of a vast estate left him by his father, his distress, till relieved by an unknown lady, by whom he had seven children before he ever saw her, his extravagancies, his eight several marriages, his intrigues, his turning priest, with the vast fluctuation of his fortune, till resolving to live soberly, he not only married the unknown lady, but became possessed of the great estate he had lost, and made restitution / written by himself in the decline of life."
1752	"Goodall, William."	"The adventures of Capt. Greenland: written in imitation of all those wise, learned, witty, and humorous authors, who either already have, or hereafter may write in the same stile and manner."
1752		"Clio, or, A secret history of the life and amours of the late celebrated Mrs. S---n---m / written by herself in a letter to Hillarius."
1752	"Fielding, Sarah, "	"Familiar letters between the principal characters in David Simple and some others  being a sequel to his adventures : to which is added, A vision / by the author of David Simple."
1752	"Chaigneau, William, "	The history of Jack Connor.
