id	pub date	author name	title catalog
593247	1787	Florian,	The adventures of Numa Pompilius, second king of Rome / translated from the French of M. de Florian : in two volumes.
593702	1724	Haywood, Eliza Fowler	Love in excess: or, The fatal enquiry : A novel. In three parts. / By Mrs. Eliza Haywood ...
60022	1798	Rowson,	Reuben and Rachel; or, Tales of old times. A novel. By Mrs. Rowson ...
600631	1784	Palafox y Mendoza, Juan de,	The new Odyssey by the Spanish Homer : being the travels of the Christian hero, Ulysses Desiderius Pius, throughout the universe, to the palace of that sovereign princess styled the science of salvation : contained in nineteen chapters, rhapsodies or visions, to be read a chapter every night, between Twelfth-Day and Candlemas-Day, as so many most diverting and instructive Christmas Nights entertainments : the whole making a fine spiritual romance, or, rather a sublime allegorical poem / being the valuable work of the learned and pious Bishop of Osma ... Don John de Palafox & Mendoza ... ; translated into most languages of Europe ...
87232-1	1789	Moore, John,	Zeluco. Various views of human nature taken from life and manners, foreign and domestic ...
87549	1786	Beckford, William,	An Arabian tale, from an unpublished manuscript, with notes critical and explanatory.
88719	1787		The Contrast, or The opposite consequences of good and evil habits : exhibited in the lowest ranks of rural life : for the benefit of intelligent servants and the best proficients in Sunday schools.
88846	1786	Lee, Harriet,	The errors of innocence : in five volumes.
89387	1788	Smith, Charlotte Turner,	Emmeline, the orphan of the castle / by Charlotte Smith : in four volumes.
89525	1788	Mackenzie, Henry	The man of feeling.
101037	1787	Crébillon, Claude-Prosper Jolyot de,	The sopha : a moral tale / translated from the French original of Monsieur Crebillon : two vols. in one.
101097	1785		The Aerostatic spy: or, Excursions with an air balloon. Exhibiting a view of various countries, in different parts of the world; and a variety of characters in real life. By an aerial traveller.
101912	1785	Tomlins, Elizabeth Sophia,	The conquests of the heart : a novel / by a young lady : in three volumes.
103048	1785	Genlis, Stéphanie Félicité,	Tales of the castle, or, Stories of instruction and delight : being Les veillées du chateau / written in French by Madame la comtesse de Genlis ... ; translated into English by Thomas Holcroft.
104728	1786	Holcroft, Thomas,	An amourous tale of the chaste loves of Peter the Long, and of his most honoured dame Blanche Bazu, his feal friend Blaise Bazu, and the history of the lover\'s well / imitated from the original French by Thomas Holcroft.
105886	1785	Trusler, John,	Modern times, or, The adventures of Gabriel Outcast / supposed to be written by himself, in imitation of Gil Blas : in three volumes.
105991	1786	Bennett,	Juvenile indiscretions : a novel, in five volumes / by the author of Anna, or The Welch heiress.
106698	1789	Fuller, Anne,	The son of Ethelwolf : an historical tale, in two volumes / by the author of Alan Fitz-Osborne, &c.
106876	1787	Mackenzie, Henry	The man of feeling.
107487	1786	Johnson,	Francis, the philanthropist : an unfashionable tale.
107488	1786	Lady.	Elfrida, or Paternal ambition : a novel, in two volumes / by a lady.
107502	1788	Collyer, Mary,	Letters from Felicia to Charlotte : containing a series of the most interesting events interspersed with moral reflections, chiefly tending to prove that the seeds of virtue are implanted in the mind of every reasonable being / by Mr. Collyer : in two volumes.
107503	1789	Fuller, Anne,	The son of Ethelwolf : an historical tale / by the author of Alan Fitz-Osborne, &c.
107688	1789	Lady.	Oswald Castle, or Memoirs of Lady Sophia Woodville : a novel / by a lady.
107697	1788		The Life of Miss Catlane, or The ill effects of a hasty marriage, in a series of letters : being a complete narrative of real characters : to which is added, An essay on false friendship, or Satan\'s eye tooth.
107708	1788	Renwick, William,	The solicitudes of absence : a genuine tale.
107720	1786		Albina : a novel, in a series of letters.
1337190	1810		Rosa; or, American genius and education.
1361816	1823	Cooper, James Fenimore,	The pioneers, or, the sources of the Susquehana: a descriptive tale / by the author of the Precaution.
1361817	1823	Cooper, James Fenimore,	The pioneers, or, The sources of the Susquehanna : a descriptive tale / by the author of Precaution.
156255	1781	Johnstone, Charles,	The history of John Juniper, Esq. alias Juniper Jack : containing the birth, parentage, and education, life, adventures, and character of that most wonderful and surprizing gentleman / by the editor of The adventures of a guinea.
161049-1	1784	Fielding, Henry	The works of Henry Fielding, esq.; with the life of the              author.
162471	1786	Lee, Harriet,	The errors of innocence : in two volumes.
162476	1785	Lady.	The liberal American : a novel, in a series of letters / by a Lady : in two volumes.
164275	1785	Lady.	The nabob : a novel, in a series of letters / by a Lady : in two volumes.
164371	1787	Blower, Elizabeth,	Maria : a novel, in two volumes / by the author of George Bateman ; vol. I[-II]
1724557	1820	Cooper, James Fenimore,	Precaution : a novel : In two volumes.
1740351	1822	Irving, Washington	Bracebridge Hall, or, The humorists : a medley / by Geoffrey Crayon, gent. ; in two volumes.
1751561	1780	Croft, Herbert	Love and madness : A story too true : In a series of letters      between parties, whose names would perhaps be mentioned, were they less known,  or less lamented ...
1782313	1782	Stedman, John	Lælius and Hortensia, or, Thoughts on the nature and objects of taste and genius : in a series of letters to two friends.
1783632	1823	M\'Henry, James,	The wilderness, or, Braddock\'s times : A tale of the West.
1786548	1825	Hentz, Nicholas Marcellus,	Tadeuskund, the last king of the Lenape : An historical tale.
1798495	1787		Emily Herbert, or, Perfidy punished : a novel in a series of letters.
1799321	1789	Radcliffe, Ann Ward,	The castles of Athlin and Dunbayne : a Highland story.
1800446-2	1784	Bage, Robert,	Barham Downs : a novel : in two volumes / by the author of Mount Henneth.
1805125	1823	Neal, John,	Errata, or, The works of Will. Adams : a tale / by the author of Logan, Seventy-six and Randolph.
194546	1820	M. A. P.	"The history of Elenor Williams / by the author of the """"Orphan sisters,"""" and the """"Old soldier.""""      """
195147	1786	Smollett, T.	The history and adventures of an atom / by Dr. Smollett : in two volumes.
215577	1788	Haywood, Eliza Fowler	The invisible spy / by Explorabilis : in two volumes.
2427580	1823	Judah, Samuel B. H.	Gotham and the Gothamites : a medley.
3573558	1824		Narrative of Emily Graham.
275729	1724		The new history of Valentine and Orson / abstracted from the French, and the best English originals ; with a new set of figures more expressive of the story, and better adapted to the entertainment of the reader, than any yet extant.
289349	1715	Burnet, Thomas,	A second tale of a tub, or, The history of Robert Powel, the puppet-show-man.
3454989	1822		The templar : To which is added, the Tales of Passaic / By a gentleman of New-York.
3455066	1822		Edmund and Margaret; or Sobriety and faithfulness rewarded.
3455155	1821		History of Constantius and Pulchera, or, Virtue rewarded.
3455357	1825	Child, Lydia Maria Francis,	The rebels, or Boston before the Revolution / By the author of Hobomok. [Four lines of verse from Bryant]
3455848	1822	Clarke, McDonald,	The elixir of moonshine : being a collection of prose and poetry / by the mad poet ; A great proportion of which has never before been published.
3456688	1822	Cooper, James Fenimore,	"The spy : a tale of the neutral ground / By the author of """"Precaution"""" ; In two volumes."""
3457680	1823	Cooper, James Fenimore,	The pilot : a tale of the sea / By the author of The pioneers, &c. &c. ; In two volumes.
3459911	1820	Irving, Washington	Salmagundi, or, the whim-whams and opinions of Launcelot Langstaff, Esq. and others.
3464706	1823	Paulding, James Kirke,	Koningsmarke, the Long Finne : a story of the New World : In two volumes.
3466573	1822	Watterston, George,	The L-- family at Washington, or, A winter in the metropolis.
3468177	1824	Tucker, George,	The valley of Shenandoah, or, Memoirs of the Graysons. In two volumes.
3469522	1824	Child, Lydia Maria Francis,	Hobomok : a tale of early times / By an American.
3469776	1826	Cushing, E. L.	Yorktown : an historical romance : In two volumes.
3469781	1826	Flint, Timothy,	Francis Berrian, or The Mexican patriot : In two volumes.
3469872	1829	Flint, Timothy,	George Mason, the young backwoodsman, or, \'Don\'t give up the ship\' : A story of the Mississippi / By the author of \'Francis Berrian.\'
5911017	1827	Judah, Samuel B. H.	The buccaneers : a romance of our own country, in its ancient day; illustrated with divers marvellous histories, and antique and facetious episodes : gathered from the most authentic chronicles & affirmed records extant from the settlement of the Nieuw Nederlandts, until the times of the famous Richard Kid / Carefully collated from the laborious researches, and minute investigations, of that excellent antiquary and sublime philosopher, yclept Terentius Phlogobombos : [Two lines from Shakespeare] : In five books.
3470604	1822	Lummus, Aaron.	The life and adventures of Dr. Caleb : who migrated from Egypt, and afterwards practised physic in the land of Canaan and elsewhere : an allegory : designed principally to amuse and edify young people / By Aaron Lummus, evangelii praedicator.
3471348	1817	Neal, John,	"Keep cool : a novel / written in hot weather, by somebody, M.D.C. &c. &c. &c. author of sundry works of great merit, never published, or read, from his-story ; reviewed by -- himself -- """"Esquire""""."""
3471418	1822	Neal, John,	Logan : a family history : In two volumes.
3471487	1828	Neal, John,	Rachel Dyer : a North American story / By John Neal.
3478066	1827	Sedgwick, Catharine Maria,	Hope Leslie, or Early times in the Massachusetts / By the author of Redwood ; In two volumes.
3478155	1822	Sedgwick, Catharine Maria,	A New-England tale, or, Sketches of New-England character and manners.
3478219	1824	Sedgwick, Catharine Maria,	Redwood : a tale : In two volumes.
3478569	1820	Seaborn, Adam,	Symzonia : a voyage of discovery / by Captain Adam Seaborn.
3478620	1827	Tucker, George,	A voyage to the moon : with some account of the manners and customs, science and philosophy, of the people of Morosofia, and other Lunarians / By Joseph Atterley.
3480400	1821	Watkins, Tobias,	Tales of the tripod, or A Delphian evening / By Pertinax Particular.
3500094	1800		Lost at sea.
3570636-1	1824	Marks, Richard,	The Thatcher\'s wife, or, An account of Mary Camps.
3570636-2	1824	Marks, Richard,	The Thatcher\'s wife, or, An account of Mary Camps.
3570895	1823		The poacher\'s daughter.
3571089	1822		The Sunday school children.
3571120	1823	Sherwood,	The orphan boy.
3571220-1	1820	Marshall,	Ellen : a tale, in three parts / by an American lady.
3571220-2	1820	Marshall,	Ellen : a tale, in three parts / by an American lady.
3571236	1819	Richmond, Legh,	The dairyman\'s daughter : an authentic and interesting narrative in two parts.
3571294	1818	Sabbath school teacher.	A visit to a Sabbath evening school : a narrative for children / by a Sabbath school teacher.
3573308	1824	Marks, Richard,	The cottage girl, or, An account of Ann Edwards.
3573803	1818		Memoirs of Catharine Mason and Julia Mills.
3573994	1820		The poacher\'s daughter.
3574011	1820		The Sunday school children.
3574040	1820	Sherwood,	The orphan boy.
3574061	1821		Youthful piety, or, Memoirs of Miss Mariam Warner, Miss Eliza McCarty, and Miss Mary Jones : with the Rev. Dr. Dana\'s address to Sabbath school children.
3767898	1824	M\'Call, John C.	The witch of New England : a romance.
421748	1829	Apes, William,	A son of the forest. The experience of William Apes, a native of the forest. Comprising a notice of the Pequod tribe of Indians. Written by himself.
4324031	1788	Eustathius,	Ismene and Ismenias : a novel translated from the French / by L. H. Le Moine.
445507	1730	Ramsay,	The travels of Cyrus.
448220	1827	Royall, Anne Newport,	The Tennessean : a novel, founded on facts / By Mrs. Anne Royall.
4814271	1787		Favourite tales : translated from the French.
5007461	1788		The new sylph, or, Guardian angel : a story.
5021631	1789	Gomersall, A.	Eleonora : a novel, in a series of letters / written by A female inhabitant of Leeds in Yorkshire.
54717-1	1799	Brown, Charles Brockden	Arthur Mervyn; or, Memoirs of the year 1793 ...
54717-2	1799	Brown, Charles Brockden	Arthur Mervyn; or, Memoirs of the year 1793 ...
55077	1798	Murray, Judith Sargent,	The gleaner. A miscellaneous production ... By Constantia [pseud.] ...
555749	1797	Lyttelton, George Lyttelton,	Dialogues of the dead. / By the late Lord (George) Lyttleton.
570674	1789	Daubenton,	Zélie in the desert, or, The female Crusoe / translated from the French.
573051	1801	Brown, Charles Brockden	Edgar Huntly, or, Memoirs of a sleep-walker / by the author of Arthur Mervyn, Wieland,-- Ormond &c.
59069	1795	Rowe, Elizabeth Singer,	Friendship in death, in twenty letters from the dead to the living : to which are added Letters moral and entertaining, in prose and verse : in three parts / by Mrs. Elizabeth Rowe.
603543	1786	Sheridan, Frances Chamberlaine,	Memoirs of Miss Sidney Bidulph. Extracted from her own journal. / By Mrs. Sheridan. In five volumes.
72411	1785		Eleanora: from the Sorrows of Werter. A tale.
73075	1788	Hill, John,	The adventures of Mr. George Edwards, a creole. By Sir John Hill.
74927	1801	Rowson,	The history of Charlotte Temple : founded on fact / by Mrs. Rowson.
83954	1786	Keir, Elizabeth.	Interesting memoirs / by a lady : in two volumes.
86181	1786	Pott, Joseph Holden,	The tour of Valentine.
87503	1786	Walpole, Horace	The castle of Otranto, a Gothic story. Translated by William Marshal, gent. [pseud.] From the original Italian of Onuphrio Muralto [pseud.] ...
88576	1801	American.	Humanity in Algiers, or, The story of Azem / by an American, late a slave in Algiers.
88848	1786	Lemoine, Henry,	The Kentish curate, or The history of Lamuel Lyttleton, a foundling /   written by himself.
89529	1788	Blower, Elizabeth,	Features from life, or A summer visit / by the author of George Bateman, and Maria : in two volumes.
90019	1794	Rowson,	Charlotte, a tale of truth / by Mrs. Rowson ...
957218	1806	Davis, John	The first settlers of Virginia : an historical novel, exhibiting a view of the rise and progress of the colony at Jamestown, a picture of Indian manners, the countenance of the country, and its natural productions.
962416-1	1785	Treyssac de Vergy, Pierre Henri,	Henrietta, Countess Osenvor : a sentimental novel. In a series of letters to Lady Susannah Fitzroy. / By Mr. Treyssac de Vergy ... In two volumes.
962416-2	1785	Treyssac de Vergy, Pierre Henri,	Henrietta, Countess Osenvor : a sentimental novel. In a series of letters to Lady Susannah Fitzroy. / By Mr. Treyssac de Vergy ... In two volumes.
962416-3	1785	Treyssac de Vergy, Pierre Henri,	Henrietta, Countess Osenvor : a sentimental novel. In a series of letters to Lady Susannah Fitzroy. / By Mr. Treyssac de Vergy ... In two volumes.
1116	1798	Young lady of the state of New-York.	The fortunate discovery. Or, The History of Henry Villars. / By a young lady of the state of New-York.
1361026	1712	Wagstaffe, William,	The story of the St. Alb-ns ghost, or, The apparition of Mother Haggy : collected from the best manuscripts.
1720878	1800	Percival, Thomas,	A father\'s instructions : consisting of moral tales, fables, and reflections, designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature / by Thomas Percival ...
1833008	1728	Rowe, Elizabeth Singer,	Friendship in death : in twenty letters from the dead to the living : to which are added, Thoughts on death, translated from the Moral essays of the Messieurs du Port Royal.
199942	1718	Ward, Edward,	Miscellaneous writings, in verse and prose, both serious and comical : containing twenty one excellent poems upon very diverting subjects : also several pleasant letters upon various occasions, both in town and country : with merry observations and predictions upon every month, and every remarkable day throughout the year / by Mr. Edward Ward.
200425	1717	Ward, Edward,	A collection of the writings of Mr. Edward Ward. ... Vol. II.
245120-1	1712	Scarron,	The whole comical works of Mon. Scarron : Containing I. His Comical Romance of a Company of Stage-Players. In three Parts, Compleat : II. All his Novels and Histories : III. His Select Letters, Characters, &c. : a great part of which never before in English / translated by Mr. Tho. Brown, Mr. Savage, and others.
245120-2	1712	Scarron,	The whole comical works of Mon. Scarron : Containing I. His Comical Romance of a Company of Stage-Players. In three Parts, Compleat : II. All his Novels and Histories : III. His Select Letters, Characters, &c. : a great part of which never before in English / translated by Mr. Tho. Brown, Mr. Savage, and others.
248125	1739	Aubin, Penelope,	A collection of entertaining histories and novels : designed to promote the cause of virtue and honour, principally founded on facts and interspersed with a variety of beautiful and instructive incidents / by Mrs. Penelope Aubin ; and now first collected in three volumes.
253712-2	1714	Hamilton, Anthony,	Memoirs of the life of Count de Grammont : containing, in particular, the amorous intrigues of the court of England in the reign of King Charles II / translated from the French by Mr. Boyer.
255966	1726	Haywood, Eliza Fowler	The mercenary lover, or, The unfortunate heiresses : being a true, secret history of a city amour, in a certain island adjacent to the kingdom of Utopia / written by the author of Memoirs of the said island.
269315	1715	Quevedo, Francisco de,	The visions of dom Francisco de Quevedo Villegas, knight of the Order of St. James / made English by Sir Roger L\'Estrange ...
277537	1722		Female falshood: or, The life and adventures of a late French nobleman. Written by himself after his retirement, and digested by Mons. de St. Evremond ...
281901	1713	Arbuthnot, John,	John Bull\'s last will and testament : as it was drawn up by a Welch attorney : with a preface to the Ar--p of C--ry / by an eminent lawyer of the Temple.
37832	1799	Brown, Charles Brockden	Ormond; or, The secret witness. By the Author of Wieland; or, The transformation.
40573	1800		Choice tales; : consisting of an elegant collection of delightful little pieces for the instruction & amusement of young persons.
4757078	1725	Cervantes Saavedra, Miguel de,	The history of the valorous and witty knight-errant Don Quixote of the Mancha / written in Spanish by Michael Cervantes ; translated into English by Thomas Shelton, and now printed verbatim from the 4to edition of 1620 ; with a curious set of cuts from the French of Coypel ; in four volumes.
4757145	1733	Cervantes Saavedra, Miguel de,	The history of the valorous and witty knight-errant Don Quixote of the Mancha / written in Spanish by Michael Cervantes ; translated into English by Thomas Shelton and Mr. Blunt ; and now printed from the quarto edition of 1620 ; with a curious sett of cutts from the French of Coypell ; and several annotations and amendments not in any former edition ; with a preface giving an account of the present edition and explaining the nature of the work.
54439	1798	Foster, Hannah Webster,	The boarding school; or, Lessons of a preceptress to her pupils: : consisting of information, instruction, and advice, calculated to improve the manners, and form the character of young ladies. : To which is added, a collection of letters, written by the pupils, to their instructor, their friends, and each other. / By a lady of Massachusetts; author of The coquette.; Published according to act of Congress.
54482	1798	Brown, Charles Brockden	Wieland; or, The transformation. An American tale ...
550390	1784	Seward, Anna,	Louisa, : a poetical novel, in four epistles. / By Miss Seward.
569010	1730	Marana, Giovanni Paolo,	The eight volumes of letters writ by a Turkish spy, who liv\'d five and forty years undiscover\'d at Paris: giving an impartial account to the Divan at Constantinople of the most remarkable transactions of Europe: and discovering several intrigues and secrets of the Christian courts (especially of that of France) continued from the year 1637, to the year 1682. Written originally in Arabick. Translated into Italian, from thence into English. And now published with a large historical preface and index to illustrate the whole. By the translator of the first volume.
58837	1797	Butler, James,	Fortune\'s foot-ball: or, The adventures of Mercutio. : Founded on matters of fact. : A novel, in two volumes. / By James Butler. ; Vol. I[-II].
58980	1795	Pye, Henry James,	The democrat; or Intrigues and adventures of Jean le Noir, : from his inlistment as a drummer in General Rochembeau\'s army, and arrival in Boston, to his being driven from England in 1795, after having borne a conspicuous part in the French Revolution, and after a great variety of enterprizes, hazards and escapes during his stay in England, where he was sent in quality of democratic missionary. : In two volumes. Vol. I[-II]. : [Four lines of verse]
59418	1795	Rowson,	Trials of the human heart : in four volumes / by Mrs. Rowson ...
5946802	1799	Campbell, Donald,	A narrative of the extraordinary adventures, and sufferings by shipwreck & imprisonment, of Donald Campbell, esq., of Barbreck : with the singular humours of his Tartar guide, Hassan Artaz : comprising the occurrences of four years and five days, in an overland journey to India : In a series of letters to his son. : [Three lines from Young]
600630	1724	Gildon, Charles,	The new metamorphosis, or, pleasant transformation of the Golden ass of Lucius Apuleius of Medaura ; also the Golden spy, or, Magical wonders perform\'d by gold in the courts of Europe, in love and politicks, by its power on the favourite ladies in all ages : in twenty-five novels : altered and improved to the modern times and manners, exposing the secret follies and vices of maids, wives and widows, nuns, fryars and Jesuits, statesmen, and courtiers, &c. / written in Italian by Carlo Monte Socio, Fellow of the Academy of the Humoristi in Rome, and translated from the Vatican manuscripts ; to which is prefix\'d, the life of Lucius Apuleius. ... ; adorn\'d with new cuts.
6996611	1827	Hart,	Letters from the Bahama Islands : written in 1823-4.
73408	1797	Tyler, Royall,	The Algerine captive, or The life and adventures of Doctor Updike Underhill, six years a prisoner among the Algerines.
73842	1794	Rowson,	Mentoria; or The young lady\'s friend. : In two volumes. / By Mrs. Rowson, of the New-Threatre, Philadelphia: author of The inquisitor, Fille de chambre, Victoria, Charlotte, &c. &c.
75030	1794	Rowson,	The inquisitor; or, Invisible rambler. In three volumes. By Mrs. Rowson  ...
75774	1795	Mercier, Louis-Sébastien,	Memoirs of the year two thousand five hundred ... Tr. from the French, by W. Hooper, M. A.
89573	1793		The hapless orphan ; or, Innocent victim of revenge. A novel founded on incidents in real life in a series of letters from Caroline Francis to Maria B.̲̲̲̲ By an American lady.
9492	1799	Marmontel, Jean François	The widow of the village, or, Adventures of innocence. : A moral tale, / by the celebrated Marmontel. ; Translated from the original French, by Mr. Heron. ; To which is added, The error of a good father.
973317	1795	Linn, John Blair,	Miscellaneous works, prose and poetical. / By a young gentleman of New-York. ; [One line in Latin from Horace]
976233	1792	Brackenridge, H. H.	Modern chivalry: : containing the adventures of Captain John Farrago, and Teague Oregan, his servant. : Volume I[-IV]. / By H.H. Brackenridge. ; [One line in Latin from Juvenal] Entered according to act of Congress.
100704	1787		The Disinterested nabob : a novel : interspersed with genuine descriptions of India, its manners and customs.
101326	1787	Bage, Robert,	The fair Syrian : a novel / by the author of Mount Henneth,   and Barham Downs ; in two volumes.
101332	1787	Cartwright, H.,	Retaliation, or The history of Sir Edward Oswald and Lady Frances Seymour : a novel, in a series of letters : in four volumes / by Mrs. Cartwright.
101337	1787	Smith, Charlotte Turner,	The romance of real life / by Charlotte Smith : in three volumes.
101382	1786	Clarke, Richard,	Arpasia; or, the wanderer a novel / by the author of the Nabob : in three volumes.
101576	1786	Pye, Jael Henrietta,	Theodosius and Arabella : a novel, in a series of letters / by the late Mrs. Hampden Pye : in two volumes.
102731	1788		The Widow of Kent, or, The history of Mrs. Rowley : a novel.
102798-1	1789	Hayley, William,	The young widow; or, the history of Cornelia Sedley, in a series of letters.
102798-2	1789	Hayley, William,	The young widow; or, the history of Cornelia Sedley, in a series of letters.
104121	1789	Smythies	The stage-coach. Containing the character of Mr. Manly, and the history of his fellow-travellers ...
105725-1	1788	Reeve, Clara,	The exiles; or, Memoirs of the Count de Cronstadt. By Clara Reeve ...
105725-2	1788	Reeve, Clara,	The exiles; or, Memoirs of the Count de Cronstadt. By Clara Reeve ...
105725-3	1788	Reeve, Clara,	The exiles; or, Memoirs of the Count de Cronstadt. By Clara Reeve ...
105744	1787		The History of Captain and Miss Rivers ... [a novel]
105746	1787	Keir, Elizabeth.	The history of Miss Greville ... By the author of Interesting memoirs ...
105788	1789		Memoirs of Charles Townly / (written by himself) : in three volumes.
105802	1789		The Man of benevolence.
105881	1785	Palmer, Charlotte,	Female stability, or, The history of Miss Belville : in a series of letters / by the late Miss Palmer.
105979	1789	Norman, Elizabeth.	The child of woe : a novel / by Mrs. Elizabeth Norman : in three volumes.
105986	1789	Smith, Charlotte Turner,	Ethelinde, or The recluse of the lake / by Charlotte Smith : in five volumes.
105995	1788		Camilla, or The correspondence of a deceased friend : in three volumes.
106006	1788	Gibbes, Phoebe.	The niece, or The history of Sukey Thornby : a novel, in three volumes / by Mrs. P. Gibbes, author of the History of Lady Louisa Stroud.
106010	1786	Johnson,	Juliana : a novel / by the author of Francis, the philanthropist : in three volumes.
106014-1	1787	Lee, Sophia,	The recess, or A tale of other times / by the author of the Chapter of accidents.
106014-2	1787	Lee, Sophia,	The recess, or A tale of other times / by the author of the Chapter of accidents.
106016	1788	Mackenzie, Anna Maria.	Retribution : a novel / by the author of the Gamesters, &c. : in three volumes.
106033	1784	Burney, Fanny,	Cecilia; or, Memoirs of an heiress. By the author of Evelina.
106298	1788	Brooke, Frances,	The history of Lady Julia Mandeville : in two volumes / by the translator of Lady Catesby letters.
106552	1789	C----,	Belinda, or, The fair fugitive : a novel / by Mrs. C---- : in two volumes.
106616	1787	Heriot, John,	The sorrows of the heart : a novel, in two volumes.
106688	1788	Todd, Elizabeth,	The history of Lady Caroline Rivers : in a series of letters, in two volumes / by Miss Elizabeth Todd.
106711	1787	Nicholson,	The village of Martindale : a novel, in two volumes.
106811-2	1789	Cumberland, Richard,	Arundel / by the author of the Observer.
106819	1788		Illusions of sentiment : a descriptive and historic novel.
106820	1788		The School for fathers, or The victim of a curse : a novel containing authentic memoirs and anecdotes, with historical facts : in two volumes.
106972	1789	White, James,	Earl Strongbow, or, The history of Richard de Clare and the beautiful Geralda : in two volumes.
107393-1	1783	Thomson, William,	The Man in the moon; or, Travels into the lunar regions by the Man of the people.
107393-2	1783	Thomson, William,	The Man in the moon; or, Travels into the lunar regions by the Man of the people.
107624	1789		The Triumphs of fortitude : a novel, in a series of letters : in two volumes.
107701	1787	Nicholson,	Orlando and Seraphina : a Turkish story.
107711	1788		Saint Julian\'s Abbey : a novel, in a series of letters : in two volumes.
107724	1788	Author of the Bastard.	Death\'s a friend : a novel / by the author of the Bastard, &c., &c.
107726	1789	Author of Eliza Cleland.	The predestined wife, or Force of prejudice : a novel, in a series of letters / by the author of Edward and Sophia, Powis Castle, and Eliza Cleland : in two volumes.
107728	1789	Bennett,	Agnes De-Courci : a domestic tale, in two volumes / by Mrs. Bennett ...
1341181	1822	Paulding, James Kirke,	A sketch of Old England / by a New-England man. In two volumes.
161049-2	1784	Fielding, Henry	The works of Henry Fielding, esq.; with the life of the author.
161798	1786	Montolieu, Isabelle de,	Caroline of Lichtfield : a novel ; translated from the French by Thomas Holcroft.
161806	1786	Montolieu, Isabelle de,	Caroline of Lichtfield : a novel ; translated from the French by Thomas Holcroft.
162466	1786	Mackenzie, Anna Maria.	The gamesters : a novel, in two volumes / by the authoress of Burton-Wood and Joseph.
162702	1786	Arnaud, François-Thomas-Marie de Baculard d\',	Warbeck : a pathetic tale, in two volumes.
163856	1786	James, William,	The letters of Charlotte, during her connexion with Werter.
163997	1787	Fielding, Sarah	The history of Ophelia / published by the author of David Simple.
164001	1786	Trusler, John,	Modern times, or, The adventures of Gabriel Outcast / supposed to be written by himself, in imitation of Gil Blas.
164282	1786	Bennett,	Anna, or, Memoirs of a Welch heiress : interspersed with anecdotes of a nabob : in four volumes.
1746796	1782	Le Sage, Alain René,	The adventures of Gil Blas of Santillane : a new translation by the author of Roderick Random : adorned with 33 cuts, neatly engraved : in four volumes.
1798428	1788		The minor, or History of George O\'Nial, Esq..
1798766	1786	Johnstone, Charles,	The adventures of Anthony Varnish, or, A peep at the manners of society / by an adept.
1799034	1788	Hawke, Cassandra,	Julia de Gramont / by the right honorable Lady H**** in two volumes.
1799123	1788	Hervey, Elizabeth,	Melissa and Marcia, or, The sisters : a novel.
1800288	1788		The amicable Quixote, or, The enthusiasm of friendship.
1800399	1789		The life and adventures of Anthony Leger, Esq., or, The man of shifts.
190185	1787	Lennox, Charlotte	Henrietta / by Mrs. Lennox : in two volumes.
208314	1787	Pigott, Harriet,	Excessive sensibility, or The history of Lady St. Laurence : a novel.
3136144	1787	Swift, Jonathan	The travels of Lemuel Gulliver into several remote nations of the world : Who was first a surgeon, and then a captain of several ships : In four parts.
3441301	1788		Gulliver revived : containing singular travels, campaigns, voyages, and adventures in Russia, the Caspian Sea, Iceland, Turkey, Egypt, Gibralter, up the Mediterranean, on the Atlantic Ocean, and through the centre of Mount Etna into the South Sea : also, an Account of a voyage into the moon and Dog-star : with many extraordinary particulars relative to the cooking animal in those planets, which are here called the human species / by Baron Munchausen.
3445990	1782	Sterne, Laurence,	The life and opinions of Tristram Shandy, gentleman.
3450187	1788	Lady.	The Platonic guardian, or, History of an orphan / By a lady.
35225-1	1788	Smith, Charlotte Turner,	Emmeline, the orphan of the castle.
35225-2	1788	Smith, Charlotte Turner,	Emmeline, the orphan of the castle.
3768971	1789	Heliodorus,	The adventures of Theagenes and Chariclea : a romance / translated from the Greek of Heliodorus.
3769976	1800	Darton, William,	Little truths better than great fables : containing information on divers subjects, for the instruction of children : Illustrated with copper-plates.
4785227	1788	Berkeley, George Monck,	Heloise, or, The siege of Rhodes : a legendary tale / by the author of Maria, or, The generous rustic.
57961	1787	Hughes,	Caroline, or The diversities of fortune : a novel, in three volumes.
595131	1787	Helme, Elizabeth	Louisa; or, The cottage on the moor.
596561	1786	Gueullette, Thomas-Simon,	Peruvian tales : related in one thousand and one hours, by one of the select virgins of Cusco, to the Ynca of Peru, to dissuade him from a resolution he had taken to destroy himself by poison. / translated from the French by Samuel Humphreys ...
87232-2	1789	Moore, John,	Zeluco. Various views of human nature taken from life and manners, foreign and domestic ...
87246	1789	Mathews, Charles,	Argus; the house-dog at Eadlip. Memoirs in a family correspondence, by the author of Constance and The pharos ...
88720	1788	Wollstonecraft, Mary,	Original stories from real life : with conversations, calculated to regulate the affections and form the mind to truth and goodness.
5942278	1785	Lyttelton, George Lyttelton,	Letters from a Persian in England, to his friend at Ispahan / by George Lord Lyttelton.
1752858	1792	Equiano, Olaudah,	The interesting narrative of the life of Olaudah Equiano, or Gustavus Vassa, the African / written by himself.
102829	1788	Trenck, Friedrich,	The life of Frederick, Baron Trenck / written by himself, and translated from the German ...
ocm78091842 	1804		Adelaide de Grammont : a romance of the fifteenth century.
