id	pub date	author name	title catalog
261046	1816	Tyler, Royall,	The Algerine captive, or, The life and adventures of Doctor Updike Underhill, six years a prisoner among the Algerines.
261047	1816	Woodworth, Samuel,	The champions of freedom, or, The mysterious chief : a romance of the nineteenth century, founded on the events of the war, between the United States and Great Britain, which terminated in March, 1815 / By Samuel Woodworth.
261048	1814	Hutton, Catherine,	The miser married : a novel : in two volumes / by Catherine Hutton.
261049	1819	Hutton, Catherine,	Oakwood Hall : a novel : including a description of the lakes of Cumberland and Westmoreland, and a part of South Wales / By Catherine Hutton.
261050	1819	Lockhart, J. G.	Peter\'s letters to his kinsfolk.
261051	1815	Johnstone, C. I.	Clan-Albin : a national tale : four volumes in three.
261052	1819	Morgan,	Florence Macarthy : an Irish tale / by Lady Morgan.
261053	1817	Edgeworth, Maria	Comic dramas : in three acts / by Maria Edgeworth.
261054	1814	Walker, George,	The vagabond, or, Practical infidelity : a novel / by George Walker.
261055	1819	Author of The Greeks	Life high & low / by the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.
261056	1818	Hofland,	The son of a genius : a tale for the use of youth / by the author of The history of an officer\'s widow and family, Clergyman\'s widow and family, Daughter-in-law, etc. etc.
261057	1741	Swift, Jonathan	The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes : Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier\'s letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c.
261058	1741	Swift, Jonathan	The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes : Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier\'s letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c.
261059	1744	Swift, Jonathan	The works of Jonathan Swift, D. D., D. S. P. D. in eight volumes : Containing I. His miscellanies in prose. II. His poetical writings. III. The travels of Captain Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier\'s letters. V. The conduct of the allies, and The examiners. VI. The publick spirit of the Whigs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c.
261060	1814	Chateaubriand, François-René,	Atala : or, The love and constancy of two savages in the desert / translated from the French of F.A. Chateaubriand by Caleb Bingham.
261061	1745	Drummond, John,	The remarkable affecting case and dying works of Mr. Archibald Oswald : an ensign in the young Pretender\'s service, who received three musquet-shot in his left thigh, in the engagement of Preston-pans, and expired six days of his wounds / published at his dying request by the Rev. Mr. John Drummond of Bellzie-Hills, who attended the unfortunate gentleman in his last hours.
261062	1746		Memoirs of the lives and families of the Lords Kilmarnock, Cromartie, and Balmerino : To which are added a faithful narrative of the proceedings against them : the genuine speeches of the Lords Kilmarnock and Cromertie : and an exact account of the behaviour of the Lords Kilmarnock and Balmerino, at the time of their execution.
261063	1819	Richmond, Legh,	The dairyman\'s daughter : an authentic and interesting narrative in two parts.
261064	1818	Sabbath school teacher.	A visit to a Sabbath evening school : a narrative for children / by a Sabbath school teacher.
261065	1818		Memoirs of Catharine Mason and Julia Mills.
261066	1817	Cunningham, J. W.	Sancho, or, The proverbialist / by J.W. Cunningham.
261067	1744	Busbecq, Ogier Ghislain de,	Travels into Turkey : containing the most accurate account of the Turks, and neighbouring nations, their manners, customs, religion, superstition, policy, riches, coins, &c. : The whole being a series of remarkable observations and events, interspers\'d with great variety of entertaining incidents, never before printed / Translated from the original Latin of the learned A. G. Busbequius ; With memoirs of the life of the illustrious author.
261068	1743	Gueullette, Thomas-Simon,	Mogul tales, or, The dreams of men awake : being stories told to divert the grief of the sultana\'s of Guzarat, for the supposed death of the Sultan / Written in French by the celebrated Mr. Guelletee ... now first translated into English.
261071	1742	Lambert de Saumery, Pierre,	The devil turn\'d hermit : or the adventures of Astaroth banish\'d from Hell : A satirical romance. ... Translated from the original French. Vol.II.
261072	1813	Staël,	Zulma, and other tales : to which is prefixed an essay on fictions / By the Baroness de Stael Holstein ; Translated from the French.
261073	1813	Genlis, Stéphanie Félicité,	Sainclair, or The victim to the arts and sciences, and Hortense, or The victim to novels and travel : A novel, in two volumes / Translated from the French of Madame de Genlis by Archibald Haralson ; To which is prefixed, a tale of the celebrated M. Florian, entitled Claudine, or The Savoyarde.
261074	1815	Cottin,	Elizabeth, or, The exiles of Siberia : A tale founded upon facts / From the French of Madame Cottin.
261075	1818		The old bachelor.
261076	1814		Comic tales in prose and verse : comprising a selection from the most celebrated authors.
261077	1815	Brydges, Egerton,	Archaica : Containing a reprint of scarce old English prose tracts / With prefaces, critical and biographical, by Sir E. Brydges, bart., M.P.
261078	1812	Montolieu, Isabelle de,	Sentimental anecdotes / by Madame de Montolieu ; translated from the French by Mrs. Plunkett, formerly Miss Gunning.
261079	1810	Dorset, Catherine Ann Turner,	Think before you speak, or, The three wishes : a tale / by the author of the Peacock at home.
261080	1812		The Blackbird\'s nest : a tale.
261081	1819	Campbell, John,	Worlds displayed, for the benefit of young people, by a familiar history of some of their inhabitants.
261082	1815	Swift, Jonathan	Gulliver\'s travels into several remote nations of the world / By Jonathan Swift ... With a sketch of his life.
261083	1817	Peacock, Thomas Love,	Melincourt / By the author of Headlong Hall.
261084	1816	Author of The citizen\'s daughter.	My bird and my dog : a tale for youth / by the author of the Citizen\'s daughter, Idiot heiress, &c.
261085	1818	Taylor, Jefferys,	Harry\'s holiday, or, The doings of one who had nothing to do / by Jefferys Taylor ; with a preface by Miss Jane Taylor, author of Nursery rhymes, Hymns for infants, &c
261086	1815		"Varieties of life, or, Conduct and consequences : A novel / By the author of """"Sketches of character."""
261087	1744	Gomez,	The memoirs of the Baron Du Tan : To which is added The Calabrian, or, The history of Charles Brachy, and The hermit / Translated from the French of Madame de Gomez ... By a gentleman ...
261088	1810		The Affecting narrative of Peggy and Patty Summers, or, The sisters of Ashdale : their unfortunate meeting with Capt. Jackall at Carlisle, who personated their brother : His introducing them to Lord Racket, (who he was employed by) as an acquaintance of his : the abominable art used to ruin them : and an account of their father\'s journey to London, His finding them in keeping, and not being able to get access to them was the cause of his death.
261089	1812	Edgeworth, Maria	The Absentee : a tale / by Miss Edgeworth.
261090	1816	Juvenis,	Mary and Fanny : A narrative / By Juvenis [pseud.] ...
261091	1816	Beckford, William,	Vathek : translated from the original French.
261092	1812	Richardson, Samuel,	The history of Sir Charles Grandison / abridged from the works of Samuel Richardson.
261093	1746	Tom Thumb.	The travels of Tom Thumb over England and Wales : containing descriptions of whatever is most remarkable in the several counties : interspersed with many pleasant adventures that happened to him personally during the course of his journey / written by himself, and adorned with a suitable map.
261094	1816		Memoirs of Oliver Cromwell and his children / supposed to be written by himself.
261095	1819	Budden, Maria Elizabeth	"True stories, from ancient history : chronologically arranged : from the creation of the world to the death of Charlemagne / by the author of """"Always happy,"""" &c."""
261096	1810	Edgeworth, Maria	Belinda / Maria Edgeworth.
261097	1817	Erskine, Thomas Erskine,	Armata : a fragment.
261098	1817	Erskine, Thomas Erskine,	The second part of Armata.
261099	1818	Weems, M. L.	"The drunkard\'s looking glass : reflecting a faithful likeness of the drunkard, in sundry very interesting attitudes, with lively representations of the many strange capers which he cuts at different stages of his disease : as first, when he has only """"a drop in his eye,"""" second, when he is """"half shaved,"""" third, when he is getting """"a little on the staggers or so,"""" and fourth, and fifth, and so on, till he is """"quite capsized,"""" or """"snug under the table with the dogs,"""" and can """"stick to the floor without holding on."""" / By M.L. Weems ..."""
261100	1818	Weems, M. L.	God\'s revenge against adultery : awfully exemplified in the following cases of American crim. con. I. The accomplished Dr. Theodore Wilson, (Deleware,) who for seducing Mrs. Nancy Wiley, had his brains blown out by her husband. II. The elegant James O\'Neale, Esq. (North Carolina,) who for seducing the beautiful Miss Matilda L\'Estrange, was killed by her brother / By Mason L. Weems, author of The life of Washington.
261102	1815	Hughs,	The ornaments discovered : a story, in two parts / by the author of Aunt Mary\'s tales.
261103	1819	Galt, John	The history of Gog and Magog, the champions of London : containing an account of the origin of many things relative to the city : a tale / by Robin Goodfellow, author of The rocking horse.
261104	1814	Cunningham, J. W.	The velvet cushion.
261105	1813	Knight, Ellis Cornelia,	Dinarbas : a tale.
261156	1742	Mouhy, Charles de Fieux,	The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]
261157	1742	Mouhy, Charles de Fieux,	The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]
261486	1742	Quevedo, Francisco de,	The comical works of Don Francisco de Quevedo / author of the Visions of hell ... ; translated from the Spanish.
276043	1814	Corp, Harriet.	A sequel to the Antidote to the miseries of human life, containing a further account of Mrs. Placid and her daughter Rachel.
276044	1750	A. F.	A trip to the Jubilee / by a Gentleman that was at the late grand one at Rome ; containing a diverting account of the most remarkable occurrences in his travels thro\' France, Milan, Venice, Florence, &c. till his arrival at Rome ; also, a description of the religious processions and ceremonies us\'d in their churches, streets, and woods ... ; likewise, the debauch\'d lives and intrigues of the lustful priests and nuns ... ; with an account of the fallacy made use of in the opening the holy gate of St. Peter\'s Church, and a pleasant description of the whole ceremony of the Grand Jubilee at Rome.
276045	1818	Brooke, Frances,	A year and a day : a novel / by Madame Panache.
276046	1814	West,	"Alicia de Lacy : an historical romance / by the author of """"The loyalists,"""" &c."""
276047	1677	Scudéry, Madeleine de,	Almahide, or, The captive queen : an excellent new romance, never before in English : the whole work / written in French by the accurate pen of Monsieur de Scudery, governour of Nostre Dame ; done into English by J. Phillips gent. ; licensed, March 8. 1675/6, H. Oldenburgh.
276049	1750		A Complete history of James Maclean : the gentleman highwayman, who was executed at Tyburn, on Wednesday, October 3, 1750 for robbery on the highway : containing the particulars of his life, from his birth to his death : in which is included an account of the robberies he commited with his companion Plunket : and a series of letters, that pass\'d between him and Plunket, as well during the time he was in Holland, as in England, in which are open some extraordinary scenes : also, the particulars of their fortune-hunting schemes, in which Maclean generally pass\'d for a gentleman of worth, and Plunket personated his footman : likewise a number of original letters sent to Maclean by different ladies, some of which contain narratives of facts so exceeding tender, as must raise pity and compassion in the breast of every reader / the whole adorn\'d with a very neat picture of Maclean, taken from the life, while under sentence, drawn and engrav\'d by Mr. Boitard.
276050	1778	Scott, Sarah,	A description of Millenium Hall and the country adjacent : together with the characters of the inhabitants, and such historical anecdotes  and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue / by a gentleman on his travels.
276051	1720		A select collection of novels : in four volumes / written by the most celebrated authors in several languages, many of which never appear\'d in English before; and all new translated from the originals, by several eminent hands.
276061	1823	Scott, Walter,	"Peveril of the Peak / By the author of """"Waverley, Kenilworth,"""" &c. In three volumes."""
276063	1814	Edgeworth, Maria	Patronage / by Maria Edgeworth.
276064	1676	Orrery, Roger Boyle,	Parthenissa : that most fam\'d romance : the six volumes compleat / composed by the right honourable the Earl of Orrery.
276066	1741	Kelly, John	Pamela\'s conduct in high life : publish\'d from her own original papers : to which are perfix\'d several curious letters written to the editor on the subject.
276068	1741	Richardson, Samuel,	Pamela, or Virtue rewarded : in a series of familiar letters from a beautiful young damsel to her parents : now first published in order to cultivate the principles of virtue and religion in the youth of both sexes : a narrative which has its foundation in truth and nature, and at the same time that it agreeably entertains by a variety of curious and affecting incidents, is intirely divested of all those images which, in too many pieces calculated for amusement only, tend to inflame the minds they should instruct.
276069	1825		National tales.
276070	1778	Walker, Mary,	Munster village : a novel : in two volumes.
276072	1819	Brackenridge, H. H.	Modern chivalry : containing the adventures of a captain and     Teague O\'Regan, his servant / By H. H. Brackenridge, ... With the last corrections and additions of the author. ...
276073	1720	Swift, Jonathan	Miscellaneous works, comical & diverting / by T.R.D.J.S.D.O.P.I.I. ; in two parts. I. The tale of a tub, with the Fragment, & the Battel of the books, with considerable additions, & explanatory notes, never before printed.  II. Miscellanies in prose & verse, by the supposed author of the author of the first part.
276075	1814	Meeke, Mary,	Midnight weddings : a novel / by Mrs. Meeke.
276078	1750		Memoirs of the Bashaw Count Bonneval, from his birth to his death : shewing the motives which induced him to quit the service and dominions of France, his entrance into and sudden rise in the imperial armies, his exploits in Italy, Hungary, &c., his quarrel with the Marquis de Prie and its consequences, the true cause of his disgrace at the court of Vienna, and the reasons which occasioned him to seek an azylum amongst the Turks, with his various fortunes while in the service of the Porte : interspersed throughout with an entertaining diversity of secret intrigues, amorous adventures, military and political achievements : being in effect the secret history of Europe for the best part of the current century / written by himself and collected from his papers.
276080	1720	Defoe, Daniel,	Memoirs of a cavalier, or, A military journal of the wars in Germany, and the wars in England : from the year 1632, to the year 1648 / written threescore years ago by an English gentleman, who served first in the army of Gustavus Adolphus, the glorious king of Sweden, till his death; and after that, in the royal army of King Charles the First, from the beginning of the rebellion, to the end of that war.
276081	1724		Love upon tick, or, Implicit gallantry : exemplified, in some merry memoirs of the rise and progress of an extraordinary and occasional amour : In which the whole mechanism of that passion is expos\'d, and made obvious to the meanest capacity / by the author of -----.
276082	1767	Jenner, Charles,	Letters from Altamont in the capital to his friends in the country.
276083	1778		Learning at a loss, or, The amours of Mr. Pedant and Miss Hartley : a novel, in two volumes.
276085	1750	Fagnan, Marie-Antoinette,	Kanor : a tale translated from the savage.
276086	1687	La Calprenède, Gaultier de Coste,	Hymen\'s praeludia, or, Love\'s master-piece : being that so-much-admired romance, intituled Cleopatra : in twelve parts / written originally in the French [by Seigneur de Gaultier de Costa La Calprenède] ; and now elegantly rendred into English, by Robert Loveday.
276087	1796	Grosse, Carl,	Horrid mysteries : a story / from the German of the Marquis of Grosse by P. Will : in four volumes.
276088	1750	Rowe, Elizabeth Singer,	Friendship in death : in twenty letters from the dead to the    living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe.
276089	1755		Fanny, or, The amours of a West-country young lady : contained in a series of genuine letters : interspersed with some entertaining particulars during her travels abroad : in two volumes.
276092	1814	Roberts,	Duty : a novel / by the late Mrs. Roberts ... interspersed with poetry and preceded by a character of the author by Mrs. Opie.
276093	1814	Murray, Hugh,	Corasmin, or, The minister : a romance / by the author of the Swiss emigrants.
276094	1678	Scudéry, Madeleine de,	Clelia, an excellent new romance: the whole work in five parts, dedicated to Mademoiselle de Longueville ... Written in French by the exquisite pen of Monsieur de Scudery, governour of Nostredame de la Garde [pseud.]
276097	1814	Hanway, Mary Ann.	Christabelle, the maid of Rouen : a novel founded on facts / by Mrs. Hanway.
276099	1741	Argens, Jean-Baptiste de Boyer,	Chinese letters. Being a philosophical, historical, and critical correspondence between a Chinese traveller at Paris, and his countrymen in China, Muscovy, Persia and Japan. Translated from the originals into French, by the Marquis d\'Argens, author of the Lettres juives, or Jewish spy; and now done into English.
276100	1676	La Calprenède, Gaultier de Coste,	Cassandra : the fam\'d romance : the whole work : in five parts / written originally in French ; and now elegantly rendred into English by Sir Charles Cotterell.
276101	1660	Ingelo, Nathaniel,	Bentivolio and Urania, in four bookes / by N. I....
276102	1682	Ingelo, Nathaniel,	Bentivolio and Urania : in six books. / By Nathanael Ingelo.
276103	1822		Bannockburn : a novel : being a sequel to The Scottish Chiefs by Miss Jane Porter.
276105	1790	Cambon,	Young Grandison : a series of letters from young persons to their friends / translated from the Dutch of Madame de Cambon, with additions and improvements : in two volumes.
276107	1736	Petronius Arbiter.	The works of Petronius Arbiter, in prose and verse / translated from the original Latin by Mr. Addison ; to which are prefix\'d The Life of Petronius, done from the Latin, and a character of his writings by Monsieur St. Evremont.
276109	1814	Burney, Fanny,	The wanderer, or, Female difficulties / by the author of Evelina, Cecilia, and Camilla.
276110	1814	Burney, Fanny,	The wanderer, or, Female difficulties / by Madame d\'Arblay, author of Evelina, Cecilia, and Camilla.
276113	1783	Graves, Richard,	The spiritual Quixote, or, The summer\'s ramble of Mr. Geoffry Wildgoose : a comic romance.
276114	1814	Porter, Anna Maria	The recluse of Norway / by Miss Anna Maria Porter.
276115	1720	Manley,	The power of love: in seven novels. Viz. I. The fair hypocrite. II. The physician\'s stratagem. III. The wife\'s resentment. IV. V. The husband\'s resentment, in two examples. VI. The happy fugitives. VII. The perjur\'d beauty ... By Mrs. Manley.
276116	1750		The nominal husband, or, Distress\'d innocence : a true secret history, taken from an old Saxon manuscript, found among the papers of a late noble antiquarian, modernized for the service of the youth of both sexes.
276117	1778	Thistlethwaite, James,	The man of experience, or, The adventures of Honorious : in two volumes / by Mr. Thistlethwaite.
276118	1732	Terrasson, Jean,	The life of Sethos : taken from private memoirs of the ancient Egyptians / translated from a Greek manuscript into French, and now faithfully done into English from the Paris edition by Mr. Lediard ; in two volumes.
276120	1750	Green, George Smith,	The life of Mr. John Van, a clergyman\'s son, of Woody, in Hampshire : being a series of many extraordinary events, and surprizing vicissitudes : in which are shewn, among a great number of singular and merry occurences, his entrance into the army as a trooper : his bravery against the rebels : his marriage with an heiress of eight hundred pounds a year, at St. Ive\'s in Huntingdonshire : his conduct in high life : his favours from fortune and reduction to poverty / written by G.S. Green.
276121	1741		The Life and adventures of Mrs. Christian Davies, the British Amazon, commonly call\'d Mother Ross; who served as a foot-soldier and dragoon, in several campaigns, under King William and the late Duke of Marlborough ... : The whole taken from her own mouth, and known to be true by many noblemen, generals, and other officers, &c. mentioned in her life, and still living, who served in those wars at the same time, and were witnesses of her uncommon martial bravery.
276122	1750	Kimber, Edward	The life and adventures of Joe Thompson : a narrative founded on fact / written by Himself : in two volumes.
276123	1750		The History of Tom Jones the foundling, in his married state.
276124	1720	Bond, William,	The history of the life and adventures of Mr. Duncan Campbell : a gentleman, who, tho\' deaf and dumb, writes down any stranger\'s name at first sight, with their future contingencies of fortune : now living in Exeter Court over-against the Savoy in the Strand.
276126	1720	Bond, William,	The history of the life and adventures of Mr. Duncan Campbell : a gentleman, who tho\' deaf and dumb, writes down any stranger\'s name at first sight: with their future contingencies of fortune. Now living in Exeter-Court over-against the Savoy in the Strand.
276127	1772		The History of Sir William Harrington / written some years since, and revised and corrected by the late Mr. Richardson ... : in four volumes.
276128	1778		The History of Eliza Warwick : in two volumes.
276130	1750	Scott, Sarah,	The history of Cornelia.
276131	1750		The History of Charlotte Summers, the fortunate parish girl ... : in two volumes.
276133	1741		The History and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane / translated from the Spanish original.
276134	1685	La Vayer de Boutigny,	The famous romance of Tarsis and Zelie : digested into ten books / written originally in French by the acute pen of a person of honour : done into English by Charles Williams, Gent.
276135	1778	Young lady.	The example, or The history of Lucy Cleveland / by a young lady.
276136	1741	Lyttelton, George Lyttelton,	The court-secret : a melancholy truth : now first translated from the original Arabic / by an adept in the oriental tongues.
276139	1750		The Adventures of Mr. Loveill : interspers\'d with many real amours of the modern polite world.
276140	1750		The Adventures of Mr. Loveill : interspers\'d with many real amours of the modern polite world.
276142	1816	Burney, Sarah Harriet,	Tales of fancy / by S. H. Burney. ...
276148	1814	Hawkins, Laetitia Matilda,	Rosanne, or, A father\'s labour lost / by Laetitia-Matilda Hawkins.
276150	1814	Weston, Anna Maria.	Pleasure and pain, or The fate of Ellen : a novel / by Anna Maria Weston.
276155	1814	Battersby, John	Tell-tale sophas : an eclectic fable in three volumes : Founded on anecdotes, foreign and domestic / By John Battersby.
276156	1720	Defoe, Daniel,	Serious reflections during the life and surprising adventures of Robinson Crusoe : with his Vision of the angelick world / written by himself.
276157	1741	Lambert de Saumery, Pierre,	The devil turn\'d hermit, or, The adventures of Astaroth banish\'d from hell : A satirical romance ... / Translated from the original French of Mr. de M * * *.
276158	1750	Le Noble, Eustache,	Pure love : a novel : being the history of the Princess Zulima, the beautiful daughter of the Sultan of Egypt ... / translated from the French of Monsieur le Noble.
276159	1750	Rabelais, François	The works of Francis Rabelais, M.D. / Formerly translated by Sir Thomas Urquart, M.D. and explained by Mr. Motteux ; since carefully revised, and compared throughout with M. le Du Chat\'s edition, by Mr. Ozell, who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le Du Chat, and others ; in which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author.
279595	1837	Bird, Robert Montgomery,	Nick of the woods, or the jibbenainosay / A tale of Kentucky ; in two volumes.
299668	1677	Scudéry, Madeleine de,	Almahide, or, The captive queen : an excellent new romance, never before in English : the whole work / written in French by the accurate pen of Monsieur de Scudery, governour of Nostre Dame ; done into English by J. Phillips gent. ; licensed, March 8. 1675/6, H. Oldenburgh.
340844	1772		The Advantages of deliberation, or The folly of indiscretion : in two volumes.
340846	1770	Bridges, Thomas,	The adventures of a bank-note : in two volumes.
340848	1771	Mackenzie, Henry	The man of feeling.
340850	1781		The adventures of a hackney coach.
340854	1782	Scott, Helenus,	The adventures of a rupee : wherein are interspersed various anecdotes Asiatic and European.
340856	1782	Scott, Helenus,	The adventures of a rupee : wherein are interspersed various anecdotes Asiatic and European.
340910	1783	Scott, Helenus,	The adventures of an East-India rupee. Wherein are interspersed, various anecdotes Asiatic and European ...
340911	1775		The Adventures of a cork-screw : in which, under the pleasing method of a romance, the vices, follies and manners of the present age are exhibited and satirically delineated : interspersed with striking anecdotes,  characters and actions of persons in real life : all drawn to promote virtue, expose vice, and laugh folly out of countenance.
341318	1770	Smollett, Tobias George,	The adventures of Roderick Random : in two volumes.
341331	1770	Fénelon, François de Salignac de La Mothe-,	The adventures of Telemachus, the son of Ulysses, King of Ithaca, &c. in Greece, and one of the princes who conducted the Seige of Troy : complete in twenty-four books : originally written in French, not only for the use and instruction of the Dauphin of France, to guard him, in an allegorical way, against forming his conduct after the bad example of his grandfather Lous XIV, but also to promote the happiness of mankind in general / by Francis Salignac de La Motte Fenelon ... ; now newly translated from the best Paris and other editions, by William Henry Melmoth, Esq. ... ; to which are added, the life of the original author, the heads and arguments of each book at large, and a great variety of notes ... calculated to gratify every class of readers.
341332	1771		The Affected indifference : a novel.
341334	1783		The American wanderer, through various parts of Europe, in a series of letters to a lady (interspersed with a variety of interesting anecdotes) By a Virginian.
341336	1771		Anecdotes of a convent / by the author of Memoirs of Mrs. Williams : in three volumes.
341339	1782		Anna : a sentimental novel, in a series of letters : in two volumes.
341340	1772		Arabian nights entertainments : consisting of one thousand and one stories told by the Sultaness of the Indies to divert the Sultan from the execution of a bloody vow he had made to marry a lady every day and have her cut off next morning, to avenge himself for the disloyalty of his first sultaness, &c. : containing a better account of the customs, manners and religion of the eastern nations, viz. Tartars, Persians, and Indians, than is to be met with in any author hitherto published / translated into French from the Arabian MSS. by M. Galland ... and now done into English from the last Paris edition.
341342	1771	Potter, John,	The history of the adventures of Arthur O\'Bradley, &c. : a novel / by John Potter.
341344	1772		The Birmingham counterfeit, or Invisible spectator : a sentimental romance : in two volumes.
341345	1782		Blandford races : a novel, in two volumes.
341346	1783	Mackenzie, Anna Maria.	Burton-Wood : in a series of letters / by a lady.
341348	1770	Mouhy, Charles de Fieux,	The busy body, or Successful spy : being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprizing, even to rashness, which unhappy faculties nevertheless, instead of ruining, raised him from the lowest obscurity to a most splendid fortune : interspers\'d with several humorous stories : the whole containing a great variety of adventures equally instructive and diverting.
341350	1773	Young Gentleman of Oxford.	The cautious lover, or The history of Lord Woburn / by a young gentleman of Oxford : in two volumes.
341351	1777	Pratt,	Charles and Charlotte : in two volumes.
341353	1782	Burney, Fanny,	Cecilia, or, Memoirs of an heiress. By the author of Evelina.
341354	1783	Burney, Fanny,	Cecilia, or, Memoirs of an heiress / by the author of Evelina.
341355	1779		Charles, or, The history of a young baronet and a lady of quality : a novel, in two volumes.
341358	1777	Thistlethwaite, James,	The child of misfortune, or, The history of Mrs. Gilbert / by Mr. Thistlethwaite : in two volumes.
341360	1781	Gueullette, Thomas-Simon,	Chinese tales, or, The wonderful adventures of the Mandarin Fum-Hoam / related by himself, to divert the sultana upon the celebration of her nuptials ; written in French by M. Gueulette ; translated by the Rev. Mr. Stackhouse.
341364	1775	Johnstone, Charles,	Chrysal, or, The adventures of a guinea : wherein are exhibited views of several striking scenes, with curious and interesting anecdotes of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany and Portugal / by an adept.
341366	1777		A Collection of novels / selected and revised by Mrs. Griffith.
341367	1781		Colonel Ormsby, or, The genuine history of an Irish nobleman, in the French service.
341368	1779	Graves, Richard,	Columella; or, The distressed anchoret. A colloquial tale. By the editor of the Spiritual Quixote.
341370	1775	Scarron,	The comic romance of Monsieur Scarron / translated by Oliver Goldsmith.
341371	1771	Lawrence, Herbert.	The life and adventures of common sense : an historical allegory.
341373	1771	Lawrence, Herbert.	The contemplative man; or, The history of Christopher Crab, esq., of North Wales ...
341374	1783	Gunning,	Coombe Wood : a novel in a series of letters / by the author of Barford-Abbey and The Cottage.
341376	1783	Gunning,	Coombe Wood : a novel : in a series of letters / by the author of Barford-Abbey and The cottage.
341377	1775		The Correspondents : an original novel : in a series of letters.
341378	1776		The Correspondents : an original novel : in a series of letters.
341379	1779		The Count de Rethel : an historical novel, taken from the French : in three volumes.
341380	1771	Potter, John,	The curate of Coventry : a tale / by John Potter ... : in two volumes.
341381	1771	Renwick, William,	The genuine distresses of Damon and Celia in a series of letters between the late General Craufurd, Sir John Hussey Delaval, bart., Sir Francis Blake Delaval, K.B., and two unfortunate lovers / by William Renwick.
341383	1775	Cooper, Maria Susanna.	The daughter, or, The history of Miss Emilia Royston, and Miss Harriet Ayres : in a series of letters / by the authoress of The exemplary mother.
341384	1780	Prévost,	The Dean of Coleraine : a moral history : founded on the memoirs of an illustrious family in Ireland : in three volumes.
341385	1780	Gessner, Salomon	The death of Abel : in five books / attempted from the German of Gessner.
341386	1784	Laclos, Choderlos de,	Dangerous connections: or, Letters collected in a society, and published for the instruction of other societies. By m. C**** de L*** ...
341387	1785		Cynthia : with the tragical account of the unfortunate loves of Almerin and Desdemona : being, a novel : illustrated with variety of the chances of fortune, moralized with many useful observations, drawn from thence, whereby the reader may reap both pleasure and profit.
341388	1775	Griffith,	The delicate distress : a novel, in letters : in two volumes.
341392	1781		Les Délices du sentiment, or, The passionate lovers : in a series of letters which have recently passed between two celebrated characters, well known in polite life for their virtues, talents, and accomplishments / with a translation from the originals ; Written in cypher...
341393	1781	Lady.	The dénouement, or, History of Lady Louisa Wingrove / by a Lady.
341396	1779	Parsons, Philip,	Dialogues of the dead with the living.
341398	1776		Disinterested love, or, The history of Sir Charles Royston, and Emily Lesley : in a series of letters.
341399	1774		The Disinterested marriage, or, The history of Mr. Frankland.
341400	1770	Haywood, Eliza Fowler	The distressed orphan, or, Love in a mad house : ...  interspersed with a great many entertaining letters / written by herself,    after her happy union with the colonel.
341401	1781		Distrest virtue, or The history of Miss Harriet Nelson : in which is included the unhappy story of Miss Caroline Lenox : in a series of letters : in three volumes.
341403	1774		The Double disappointment, or The history of Charles Marlow : in a series of letters : in two volumes.
341404	1773	Hutchinson, William,	Dumont, or, The hermitage : a British story.
341405	1774		Edward : a novel : in two volumes.
341406	1770		The History of Eliza Musgrove : in two volumes.
341410	1784	Berkeley, George Monck,	Maria, or, The generous rustic.
341411	1780	Pratt,	Emma Corbett, or, The miseries of civil war : founded on some recent circumstances which happened in America / by the author of Liberal opinions, Pupil of pleasure, Shenstone Green, &c.
341412	1781	Pratt,	Emma Corbett, or, The miseries of civil war.
341413	1776		Emma, or, The child of sorrow : a novel, in two volumes.
341415	1776	Haywood, Eliza Fowler	Epistles for ladies / by the authors of the Female spectator.
341416	1779	Burney, Fanny,	Evelina, or, A young lady\'s entrance into the world : in a series of letters.
