id	author name	title catalog	pub date
379944	Averill, Charles E	The Mexican ranchero: or, The maid of the chapparal. : A romance of the Mexican War. / By Charles E. Averill, author of the \\\'Secret Service ships,\\\' ;Corsair King,\\\' &c., &c.	1847
379988	Arthur, T. S	Tales from real life / by T.S. Arthur ; containing Bell Martin, Family pride, Mary Ellis, Alice Melville, Pride and principle	1851
380015	Ballou, Maturin Murray	The gipsey: or, The robbers of Naples. : A story of love and pride. / By Lieutenant Murray, author of \\\'Fanny Campbell,\\\' \\\'The Spanish musketeer,\\\' \\\'Roderick the rover,\\\' etc. etc.	1847
380133	Arthur, T. S	Sketches of life and character. / By T.S. Arthur. Illustrated with sixteen engravings and a portrait of the author.	1853
380167	Olivia, Briggs, Emily Edson	Ellen Parry; or, Trials of the heart. / By Olivia [pseud.].	1850
380188	Arthur, T. S	Tales of married life / by T.S. Arthur. Containing ...	1850
380228	Arthur, T. S	The young artist : or, The dream of Italy / by T.S. Arthur.	1850
380231	Arthur, T. S	The debtor\\\'s daughter, or, Life and its changes / by T.S. Arthur.	1850
380237	Bradbury, Osgood	The belle of the bowery.	1849
380249	Arthur, T. S	Riches have wings; or, a tale for the rich and poor. / By T.S. Arthur. Author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.."	1849
380526	Barnes, Charlotte Mary Sanford	Plays, prose and poetry / by Charlotte M.S. Barnes.	1848
380622	Peppergrass, Paul	Shandy M\\\'Guire, or, Tricks upon travellers / being a story of the north of Ireland / by Paul Peppergrass [i.e. J. Boyce].	1848
380625	J. A. B.	Mary Bean: : the factory girl. A domestic story, illustrative of the trials and temptations of factory life. Founded on recent events. / By Miss J.A.B., of Manchester..	1850
380629	Franco, Harry	The adventures of Harry Franco, a tale of the great panic. : In two volumes. Vol. II.	1839
380652		Amelia; or, The faithless Briton. An original American novel, founded upon recent facts. To which is added, Amelia, or Malevolence defeated; and, Miss Seward\\\'s Monody on Major Andre.	1798
380672	Barker, B	Zoraida: or The witch of Naumkeag! : A tale of the olden time. / By Egbert Augustus Cowslip, Esq.	1845
380676	Arthur, T. S	The stolen wife : an American romance / by the author of ""The Tailor\\\'s apprentice"" and ""The little pilgrims."	1843
380729	Arthur, T. S	The wife: a story for my young countrywomen. / By T.S. Arthur.	1845
380752	Allen, Elizabeth	Sketches of Green Mountain life : with an autobiography of the author / By Miss Elizabeth Allen.	1846
380846	Batchelder, Eugene	A romance of the sea-serpent, or, The ichthyosaurus. : Also, a collection of the ancient and modern authorities, with letters from distinguished merchants and men of science. / By Eugene Batchelder.	1850
427580	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1814
427644	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1814
427785	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1814
427894	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1814
428009	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1815
428027	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1815
428064	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1815
428066	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1815
428071	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1816
428076	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1816
428108	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1816
428124	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1816
428147	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.	1816
428185	Swift, Jonathan	A tale of a tub : written for the universal improvement of mankind : To which is added an account of a battle between the ancient and modern books in St. James Library : with the author\\\'s apology, and explanatory notes / by W. Wotton, B.D. and others.	1811
440209	Opie, Amelia	Illustrations of lying, in all its branches.	1825
440230	Mackenzie, Henry	The man of feeling by Henry Mackenzie	1800
440246	Bigelow, Jacob	The wars of the gulls : an historical romance : In three chapters ..	1812
440270	Lawrence, James	The empire of the Nairs,  or, The rights of women : An Utopian romance, in twelve books / by James Lawrence. In four volumes.	1813
440290	Wright, Frances,	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright.	1822
440293	Johnson, Samuel	The prince of Abissinia: A tale	1791
440294		Adsonville, or, Marrying out: a narrative tale	1824
440295	Hervey, Elizabeth	Amabel, or, Memoirs of a woman of fashion in four volumes. Vol. I-IV / By Mrs. Hervey, author of The Mourtray family, &c.	1814
440296	Corp, Harriet	An antidote to the miseries of human life : in the history of the widow Placid and her daughter Rachael.	1808
440297	Chetwood, W.R. (William Rufus),	The voyages and adventures of Captain Robert Boyle : in several parts of the world. Intermixed with the story of Miss Villars, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	1799
440305	Cottin, Madame (Sophie),	Elizabeth, or, the exiles of Siberia	1814
440308	Lamb, Caroline,	Glenarvon.	1816
440315	Opie, Amelia	Illustrations of lying, in all its branches /  by Amelia Opie. From the second London ed.	1827
440316	Opie, Amelia	Illustrations of lying in all its branches by Amelia Opie.	1829
440320	Author of The Greeks	Life High and Low  by the author of The greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.	1819
440321		The surprising adventures of Bampfylde Moore Carew, king of the beggars  containing his life, a dictionary of the cant language and many entertaining particulars of that extraordinary man.	1812
440332	Brackenridge, H. H	Modern chivalry: containing the adventures of a captain, and Teague O\\\'Regan, his servant. By H. H. Brackenridge.	1825
440333	Opie, Amelia	Simple tales	1806
440334	Opie, Amelia	New tales by Mrs. Opie	1818
440336	Wollstonecraft, Mary	Original stories from real life: with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	1796
440354	Wright, Frances,	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright.	1822
440356	Johnson, Samuel	The prince of Abissinia: A tale	1791
440357		Adsonville, or, Marrying out: a narrative tale	1824
440358	Hervey, Elizabeth	Amabel, or, Memoirs of a woman of fashion in four volumes. Vol. I-IV / By Mrs. Hervey, author of The Mourtray family, &c.	1814
440360	Corp, Harriet	An antidote to the miseries of human life : in the history of the widow Placid and her daughter Rachael.	1808
440361	Chetwood, W.R. (William Rufus),	The voyages and adventures of Captain Robert Boyle : in several parts of the world. Intermixed with the story of Miss Villars, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	1799
440369	Cottin, Madame (Sophie),	Elizabeth, or, the exiles of Siberia	1814
440372	Lamb, Caroline,	Glenarvon.	1816
440378	Opie, Amelia	Illustrations of lying, in all its branches /  by Amelia Opie. From the second London ed.	1827
440379	Opie, Amelia	Illustrations of lying in all its branches by Amelia Opie.	1829
440385	Author of The Greeks	Life High and Low  by the author of The greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.	1819
440386		The surprising adventures of Bampfylde Moore Carew, king of the beggars  containing his life, a dictionary of the cant language and many entertaining particulars of that extraordinary man.	1812
440382	Brackenridge, H. H	Modern chivalry: containing the adventures of a captain, and Teague O\\\'Regan, his servant. By H. H. Brackenridge.	1825
440394	Opie, Amelia	Simple tales	1806
440395	Opie, Amelia	New tales by Mrs. Opie	1818
440397	Wollstonecraft, Mary	Original stories from real life: with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	1796
440400	Bunyan, John	The pilgrim\\\'s progress.	1805
440404	Johnson, Samuel	Rasselas.	1831
440406	Lockhart, J.G. (John Gibson),	Reginald Dalton.  v.1, v.2, v.3	1823
440409	Opie, Amelia	Temper or, Domestic scenes, a tale, in three volumes. by Mrs. Opie.	1812
440410	Le Sage, Alain-RenÈ	The Adventures of Gil Blas of Santillana v.1, v.2	1809
440411	Walpole, Horace	The castle of Otranto: a Gothic story / tr. by William Marshal [!] gent. [pseud.] from the original Italian of Onuphrio Muralto [pseud.]	1791
440412	Davis, John	The farmer of New Jersey: or, A picture of domestic life. A tale /  |c By the translator of Buonaparte\\\'s campaign, author of Ferdinand and Elizabeth, &c. &c.	1800
440416	Belknap, Jeremy	The foresters, and American tale being a sequel to the history of John Bull, the clothier. In a series of letters to a friend.	1796
440417	Bigland, John	The philosophical wanderers or, The history of the Roman tribune, and the priestess of Minerva : exhibiting the vicissitudes that diversify the fortunes of nations and individuals / by John Bigland.	1811
440419	Lester, Elizabeth B	The Quakers: A tale /  by Elizabeth B. Lester	1818
440420	Lester, Elizabeth B	The Quakers a tale / By Elizabeth B. Lester.	1817
440421	Lester, Elizabeth B	The Quakers : a tale /  By Elizabeth B. Lester.	1818
440423	Fielding, Henry	The history of Tom Jones.	1818
440424	More, Hannah	The two wealthy farmers :  or, The history of Mr. Bragwell / [Hannah More]	1800
6393920	Ducray-Duminil	Ambrose and Eleanor; or, the adventures of two children deserted on an uninhabited island. Translated from the French. With alterations, adapting it to the perusal of youth, for whose amusement and instruction it is designed. By the author of The Adventures of the six princesses of Babylon, Juvenile magazine, Visit for a week, &c.	1797
1295841	Hassal, Mary	Secret history, or, The horrors of St. Domingo / in a series of letters written by a lady at Cape Francois, to Colonel Burr ...	1808
60022	Rowson	Reuben and Rachel; or, Tales of old times. A novel. By Mrs. Rowson ...	1798
1337190		Rosa; or, American genius and education.	1810
1361816	Cooper, James Fenimore	The pioneers, or, the sources of the Susquehana: a descriptive tale / by the author of the Precaution.	1823
1361817	Cooper, James Fenimore	The pioneers, or, The sources of the Susquehanna : a descriptive tale / by the author of Precaution.	1823
1724557	Cooper, James Fenimore	Precaution : a novel : In two volumes.	1820
1740351	Irving, Washington	Bracebridge Hall, or, The humorists : a medley / by Geoffrey Crayon, gent. ; in two volumes.	1822
1783632	M\'Henry, James	The wilderness, or, Braddock\\\'s times : A tale of the West.	1823
1786548	Hentz, Nicholas Marcellus	Tadeuskund, the last king of the Lenape : An historical tale.	1825
1805125	Neal, John	Errata, or, The works of Will. Adams : a tale / by the author of Logan, Seventy-six and Randolph.	1823
194546	M. A. P	The history of Elenor Williams / by the author of the ""Orphan sisters,"" and the ""Old soldier.""      "	1820
2427580	Judah, Samuel B. H	Gotham and the Gothamites : a medley.	1823
3573558		Narrative of Emily Graham.	1824
3454989		The templar : To which is added, the Tales of Passaic / By a gentleman of New-York.	1822
3455066		Edmund and Margaret; or Sobriety and faithfulness rewarded.	1822
3455155		History of Constantius and Pulchera, or, Virtue rewarded.	1821
3455357	Child, Lydia Maria Francis	The rebels, or Boston before the Revolution / By the author of Hobomok. [Four lines of verse from Bryant]	1825
3455848	Clarke, McDonald	The elixir of moonshine : being a collection of prose and poetry / by the mad poet ; A great proportion of which has never before been published.	1822
3456688	Cooper, James Fenimore	The spy : a tale of the neutral ground / By the author of ""Precaution"" ; In two volumes."	1822
3457680	Cooper, James Fenimore	The pilot : a tale of the sea / By the author of The pioneers, &c. &c. ; In two volumes.	1823
3459911	Irving, Washington	Salmagundi, or, the whim-whams and opinions of Launcelot Langstaff, Esq. and others.	1820
3464706	Paulding, James Kirke	Koningsmarke, the Long Finne : a story of the New World : In two volumes.	1823
3466573	Watterston, George	The L-- family at Washington, or, A winter in the metropolis.	1822
3468177	Tucker, George	The valley of Shenandoah, or, Memoirs of the Graysons. In two volumes.	1824
3469522	Child, Lydia Maria Francis	Hobomok : a tale of early times / By an American.	1824
3469776	Cushing, E. L	Yorktown : an historical romance : In two volumes.	1826
3469781	Flint, Timothy	Francis Berrian, or The Mexican patriot : In two volumes.	1826
3469872	Flint, Timothy	George Mason, the young backwoodsman, or, \\\'Don\\\'t give up the ship\\\' : A story of the Mississippi / By the author of \\\'Francis Berrian.\\\'	1829
5911017	Judah, Samuel B. H	The buccaneers : a romance of our own country, in its ancient day; illustrated with divers marvellous histories, and antique and facetious episodes : gathered from the most authentic chronicles & affirmed records extant from the settlement of the Nieuw Nederlandts, until the times of the famous Richard Kid / Carefully collated from the laborious researches, and minute investigations, of that excellent antiquary and sublime philosopher, yclept Terentius Phlogobombos : [Two lines from Shakespeare] : In five books.	1827
3470604	Lummus, Aaron	The life and adventures of Dr. Caleb : who migrated from Egypt, and afterwards practised physic in the land of Canaan and elsewhere : an allegory : designed principally to amuse and edify young people / By Aaron Lummus, evangelii praedicator.	1822
3471348	Neal, John	Keep cool : a novel / written in hot weather, by somebody, M.D.C. &c. &c. &c. author of sundry works of great merit, never published, or read, from his-story ; reviewed by -- himself -- ""Esquire""."	1817
3471418	Neal, John	Logan : a family history : In two volumes.	1822
3471487	Neal, John	Rachel Dyer : a North American story / By John Neal.	1828
3478066	Sedgwick, Catharine Maria	Hope Leslie, or Early times in the Massachusetts / By the author of Redwood ; In two volumes.	1827
3478155	Sedgwick, Catharine Maria	A New-England tale, or, Sketches of New-England character and manners.	1822
3478219	Sedgwick, Catharine Maria	Redwood : a tale : In two volumes.	1824
3478569	Seaborn, Adam	Symzonia : a voyage of discovery / by Captain Adam Seaborn.	1820
3478620	Tucker, George	A voyage to the moon : with some account of the manners and customs, science and philosophy, of the people of Morosofia, and other Lunarians / By Joseph Atterley.	1827
3480400	Watkins, Tobias	Tales of the tripod, or A Delphian evening / By Pertinax Particular.	1821
3500094		Lost at sea.	1800
3570636-1	Marks, Richard	The Thatcher\\\'s wife, or, An account of Mary Camps.	1824
3570636-2	Marks, Richard	The Thatcher\\\'s wife, or, An account of Mary Camps.	1824
3570895		The poacher\\\'s daughter.	1823
3571089		The Sunday school children.	1822
3571120	Sherwood	The orphan boy.	1823
3571220-1	Marshall	Ellen : a tale, in three parts / by an American lady.	1820
3571220-2	Marshall	Ellen : a tale, in three parts / by an American lady.	1820
3571236	Richmond, Legh	The dairyman\\\'s daughter : an authentic and interesting narrative in two parts.	1819
3571294	Sabbath school teacher	A visit to a Sabbath evening school : a narrative for children / by a Sabbath school teacher.	1818
3573308	Marks, Richard	The cottage girl, or, An account of Ann Edwards.	1824
3573803		Memoirs of Catharine Mason and Julia Mills.	1818
3573994		The poacher\\\'s daughter.	1820
3574011		The Sunday school children.	1820
3574040	Sherwood	The orphan boy.	1820
3574061		Youthful piety, or, Memoirs of Miss Mariam Warner, Miss Eliza McCarty, and Miss Mary Jones : with the Rev. Dr. Dana\\\'s address to Sabbath school children.	1821
3767898	M\'Call, John C	The witch of New England : a romance.	1824
421748	Apes, William	A son of the forest. The experience of William Apes, a native of the forest. Comprising a notice of the Pequod tribe of Indians. Written by himself.	1829
448220	Royall, Anne Newport	The Tennessean : a novel, founded on facts / By Mrs. Anne Royall.	1827
54717-1	Brown, Charles Brockden	Arthur Mervyn; or, Memoirs of the year 1793 ...	1799
54717-2	Brown, Charles Brockden	Arthur Mervyn; or, Memoirs of the year 1793 ...	1799
55077	Murray, Judith Sargent	The gleaner. A miscellaneous production ... By Constantia [pseud.] ...	1798
555749	Lyttelton, George Lyttelton	Dialogues of the dead. / By the late Lord (George) Lyttleton.	1797
573051	Brown, Charles Brockden	Edgar Huntly, or, Memoirs of a sleep-walker / by the author of Arthur Mervyn, Wieland,-- Ormond &c.	1801
59069	Rowe, Elizabeth Singer	Friendship in death, in twenty letters from the dead to the living : to which are added Letters moral and entertaining, in prose and verse : in three parts / by Mrs. Elizabeth Rowe.	1795
74927	Rowson	The history of Charlotte Temple : founded on fact / by Mrs. Rowson.	1801
88576	American	Humanity in Algiers, or, The story of Azem / by an American, late a slave in Algiers.	1801
90019	Rowson	Charlotte, a tale of truth / by Mrs. Rowson ...	1794
957218	Davis, John	The first settlers of Virginia : an historical novel, exhibiting a view of the rise and progress of the colony at Jamestown, a picture of Indian manners, the countenance of the country, and its natural productions.	1806
1116	Young lady of the state of New-York	The fortunate discovery. Or, The History of Henry Villars. / By a young lady of the state of New-York.	1798
1720878	Percival, Thomas	A father\\\'s instructions : consisting of moral tales, fables, and reflections, designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature / by Thomas Percival ...	1800
37832	Brown, Charles Brockden	Ormond; or, The secret witness. By the Author of Wieland; or, The transformation.	1799
40573		Choice tales; : consisting of an elegant collection of delightful little pieces for the instruction & amusement of young persons.	1800
54439	Foster, Hannah Webster	The boarding school; or, Lessons of a preceptress to her pupils: : consisting of information, instruction, and advice, calculated to improve the manners, and form the character of young ladies. : To which is added, a collection of letters, written by the pupils, to their instructor, their friends, and each other. / By a lady of Massachusetts; author of The coquette.; Published according to act of Congress.	1798
54482	Brown, Charles Brockden	Wieland; or, The transformation. An American tale ...	1798
58837	Butler, James	Fortune\\\'s foot-ball: or, The adventures of Mercutio. : Founded on matters of fact. : A novel, in two volumes. / By James Butler. ; Vol. I[-II].	1797
58980	Pye, Henry James	The democrat; or Intrigues and adventures of Jean le Noir, : from his inlistment as a drummer in General Rochembeau\\\'s army, and arrival in Boston, to his being driven from England in 1795, after having borne a conspicuous part in the French Revolution, and after a great variety of enterprizes, hazards and escapes during his stay in England, where he was sent in quality of democratic missionary. : In two volumes. Vol. I[-II]. : [Four lines of verse]	1795
59418	Rowson	Trials of the human heart : in four volumes / by Mrs. Rowson ...	1795
5946802	Campbell, Donald	A narrative of the extraordinary adventures, and sufferings by shipwreck & imprisonment, of Donald Campbell, esq., of Barbreck : with the singular humours of his Tartar guide, Hassan Artaz : comprising the occurrences of four years and five days, in an overland journey to India : In a series of letters to his son. : [Three lines from Young]	1799
6996611	Hart	Letters from the Bahama Islands : written in 1823-4.	1827
73408	Tyler, Royall	The Algerine captive, or The life and adventures of Doctor Updike Underhill, six years a prisoner among the Algerines.	1797
73842	Rowson	Mentoria; or The young lady\\\'s friend. : In two volumes. / By Mrs. Rowson, of the New-Threatre, Philadelphia: author of The inquisitor, Fille de chambre, Victoria, Charlotte, &c. &c.	1794
75030	Rowson	The inquisitor; or, Invisible rambler. In three volumes. By Mrs. Rowson  ...	1794
75774	Mercier, Louis-SeÃÅbastien	Memoirs of the year two thousand five hundred ... Tr. from the French, by W. Hooper, M. A.	1795
89573		The hapless orphan ; or, Innocent victim of revenge. A novel founded on incidents in real life in a series of letters from Caroline Francis to Maria B.̲̲̲̲ By an American lady.	1793
9492	Marmontel, Jean FranÁois	The widow of the village, or, Adventures of innocence. : A moral tale, / by the celebrated Marmontel. ; Translated from the original French, by Mr. Heron. ; To which is added, The error of a good father.	1799
973317	Linn, John Blair	Miscellaneous works, prose and poetical. / By a young gentleman of New-York. ; [One line in Latin from Horace]	1795
976233	Brackenridge, H. H	Modern chivalry: : containing the adventures of Captain John Farrago, and Teague Oregan, his servant. : Volume I[-IV]. / By H.H. Brackenridge. ; [One line in Latin from Juvenal] Entered according to act of Congress.	1792
1341181	Paulding, James Kirke	A sketch of Old England / by a New-England man. In two volumes.	1822
3769976	Darton, William	Little truths better than great fables : containing information on divers subjects, for the instruction of children : Illustrated with copper-plates.	1800
1752858	Equiano, Olaudah	The interesting narrative of the life of Olaudah Equiano, or Gustavus Vassa, the African / written by himself.	1792
ocm78091842 		Adelaide de Grammont : a romance of the fifteenth century.	1804
ocn476765648		The Adventures of a pin : supposed to be related by himself, herself, or itself.	1796
ocm40688589 		Agnes : or, The triumph of principle.	1822
ocm06756321 		Brambleton hall : a novel, being a sequel to the celebrated expedition of Humphrey Clinker, by Tobias Smollet.	1818
ocm13313695 	Bray	Fitz of Fitz-Ford; a legend of Devon.	1830
ocm02861722 	Brunton, Mary	Discipline; a novel by the author of ""Self-control."	1814
ocm06536542 	Brunton, Mary	Self-control: a novel.	1811
ocn486073979	Burney, Sarah Harriet	Traits of nature / by Miss Burney, author of Clarentine, &c.	1812
ocm52981134 	Burney, Sarah Harriet	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes.	1813
ocn270121854	Chetwode	Blue-stocking hall.	1827
ocn480433456	Collyer, Mary	The death of Cain : in five books ; according to the manner of The death of Abel by Mr. Gessner.	1813
ocn123448855	Maintenon	The express : a novel.	1819
ocn482649224	Dibdin, Charles	Hannah Hewit ; or, the female Crusoe : being the history of a woman [...] who [...] was cast away in the Grosvenor East-Indiaman and became for three years the sole inhabitant of an island in the South Seas / supposed to be written by herself [...]	1792
ocm02892878 	Eaton, Charlotte A	Continental adventures : a novel.	1826
ocm21212908 	Ferrier, Susan	Marriage, a novel. : In three volumes.	1818
ocm00621029 	Ferrier, Susan	The inheritance, by the author of Marriage. In three volumes.	1824
ocn607607606	Galt, John	Lawrie Todd, or, The settlers in the woods / by John Galt.	1830
ocn940098594	Galt, John	Rothelan : a romance of the English histories / by the author of Annals of the parish; Ringan Gilhaize; The spaewife; &c.	1824
ocm52859548 	Gunning	Delves, a Welch Tale. By Mrs. Gunning.	1796
ocm43297821 	Gunning	The gipsy countess: : a novel. / By Miss Gunning. ; In two volumes.	1799
ocm12862142 	Kelty, Mary Ann	Osmond; a tale by the author of ""The favourite of nature."	1822
ocm06853360 	Kelty, Mary Ann	Trials; a tale. By the author of ""The favourite of nature"" ..."	1824
ocm04294241 		Caroline Ormsby ; or, The real Lucilla: a tale for the female sex. Interspersed with sketches moral and religious.	1810
ocn931590936	Kennedy, Grace	Dunallan ; or, Know what you judge : a story / by the author of ""The decision."	1825
ocn228695081	Kennedy, Grace	Philip Colville, or, A covenanter\\\'s story : unfinished / by the Author of ""The decision,"" ""Father Clement,"" &c. &c."	1825
ocm14975239 	Author of Silvanella	Lady Jane\\\'s pocket : a novel / by the author of Silvanella, or, The gipsey.	1815
ocm13226312 	Lester, Elizabeth B	The Quakers; a tale.	1817
ocn841534744	Lewis, M. G	The monk: a romance.	1796
ocm04739245 	Lewis, M. G	Romantic tales, by M.G. Lewis ...	1808
ocm37033335 	Lewis, M. G	Tales of wonder. Containing: The castle of enchantment; or, The mysterious deception. The robber\\\'s daughter; or, The magic legacy; and the enchanted knight.	1801
ocm16348484 		Love and satire: containing the sarcastic correspondence of Julius and Eliza. To which is prefixed, a few brief memoirs of an unfortunate lover [...]	1805
ocm10847141 	Mant, Alicia Catherine	Caroline Lismore, or, The errors of fashion : a tale / by Alicia Catherine Mant ...	1815
ocm29104507 	Mant, Alicia Catherine	Ellen, or, The young godmother : a tale for youth / by a young lady.	1812
ocm06925160 	Maturin, Charles Robert	The Albigenses, a romance. By the author of ""Bertram,"" a tragedy: ""Woman; or, Pour et contre, "" &c. ..."	1824
ocm06929107 	Maturin, Charles Robert	Fatal revenge ; or, The family of Montorio. : a romance. / by Dennis Jasper Murphy. ; In three volumes.	1807
ocm20682925 	Maturin, Charles Robert	The wild Irish boy; a novel, by the author of Fatal Revenge ... etc.	1824
ocn810531182		Women : or, Pour et contre: a tale, by the author of \\\'Bertram\\\' &c. ... In three volumes ...	1818
ocn271241011	Meltzer, Adolph Heinrich	Laura, or, The influence of a kiss / bij A.H. Geszner ; translated from the German.	1796
ocm02060360 	Jackson, Daniel	The asylum; or, Alonzo and Melissa. An American tale, founded on fact. By I. Mitchell.	1811
ocm09838110 	Lamb, Charles	Mrs. Leicester\\\'s school, or, The history of several young ladies : related by themselves.	1810
ocm06959518 	O\'Keeffe, Adelaide	Zenobia, queen of Palmyra; a narrative, founded on history ... By the author of Patriarchal times ...	1824
ocm04300840 	Peacock, Thomas Love	The misfortunes of Elphin, by the author of Headlong Hall.	1829
ocm08438237 	Peacock, Thomas Love	Headlong hall.	1816
ocm02494528 	Peacock, Thomas Love	Maid Marian / by the author of Headlong Hall [i.e. Thomas Love Peacock].	1822
ocm06968795 	Peacock, Thomas Love	Nightmare Abbey: / by the author of Headlong Hall.	1818
ocm10503613 	Picard, L.-B	The Gil Blas of the Revolution / by L.-B. Picard.	1825
ocm17381477 	Pigott, Harriet	Robert and Adela, or, The rights of women best maintained by the sentiments of nature.	1795
ocm14032243 	Porter, Anna Maria	Don Sebastian; or, The House of Braganza an historical romance ... by Miss Anna Maria Porter.	1809
ocm03596752 	Porter, Anna Maria	The fast of St. Magdalen : a romance / by Anna Maria Porter.	1818
ocm06989179 	Porter, Anna Maria	Honor O\\\'Hara. A novel ... By Miss A.M. Porter ...	1826
ocm06977684 	Porter, Anna Maria	The Hungarian brothers ... By Miss Anna Maria Porter ...	1807
ocm01336923 	Porter, Anna Maria	The knight of St. John, a romance, by Miss Anna Maria Porter ...	1817
ocm06977863 	Porter, Anna Maria	The lake of Killarney: a novel ... By Anna Maria Porter ...	1804
ocm49835584 	Porter, Anna Maria	Octavia / by Anna Maria Porter.	1798
ocm06972377 	Porter, Anna Maria	The recluse of Norway. By Miss Anna Maria Porter ...	1814
ocm06976739 	Porter, Anna Maria	Roche-blanche; or, The hunters of the Pyrenees. A romance. By Miss Anna Maria Porter ...	1822
ocm06972448 	Porter, Anna Maria	The village of Mariendorpt. A tale. By Miss Anna Maria Porter ...	1821
ocm63548219 	Porter, Anna Maria	The village of Mariendorpt : a tale / by Miss Anna Maria Porter.	1821
ocm47896198 	Radcliffe, Ann Ward	Manfroné; or, The one-handed monk. A romance.	1819
ocm05062980 	Radcliffe, Ann Ward	A Sicilian romance / by the authoress of The castles of Athlin and Dunbayne [i.e. A.W. Radcliffe].	1790
ocm27442362 	Reeve, Clara	Destination, or, Memoirs of a private family / by Clara Reeve ...	1799
ocm48799180 	Robinson, Mary	Angelina : a novel / by Mary Robinson.	1813
ocm07021553 	Robinson, Mary	Hubert de Sevrac, a romance of the eighteenth century; by Mary Robinson ...	1796
ocm50543021 	Robinson, Mary	The natural daughter : with portraits of the Leadenhead family : a novel / by Mrs. Robinson.	1799
ocm07020267 	Robinson, Mary	Walsingham; or, The pupil of nature. A domestic story. By Mary Robinson ...	1797
ocm07026767 	Roche, Regina Maria	The children of the abbey : a tale.	1807
ocm07026880 	Roche, Regina Maria	Contrast / by Regina Maria Roche.	1828
ocm07032000 	Roche, Regina Maria	The Munster cottage boy. A tale ... By Regina Maria Roche ...	1820
ocn482476225	Roche, Regina Maria	Nocturnal visit : a tale / By Maria Regina Roche.	1800
ocm10448517 	Roche, Regina Maria	Trecothick bower; or, The lady of the west country. A tale ... By Regina Maria Roche ...	1816
ocn482470676	Roche, Regina Maria	The vicar of Lansdowne, or, Country quarters / by Regina Maria Roche.	1802
ocm18056772	Ross	The balance of comfort, or, The old maid and married woman : a novel / by Mrs. Ross.	1817
ocm07027666 	Ross	The Marchioness!!! or, ""The matured enchantress"" By Lady."	1813
ocm13310562 	Sargant, J. A	Ringstead Abbey, or, The stranger\\\'s grave : with other tales / by J.A. Sargant.	1830
ocn892596217	Sarrazin, Adrien de	Bardouc, or, The goat-herd of Mount Taurus : an Eastern tale / translated from the French of Adrien de Sarrazin.	1815
ocm50917140 	Satchel, John	Thornton Abbey : a series of letters on religious subjects.	1806
ocm13312753 	Scargill, William Pitt	Truckleborough hall; a novel.	1827
ocm07032578 	Scott, Maria	Winter tales: or, European nights\\\' entertainments. Edited by Maria Scott ...	1825
ocm38981912 	Scott, Walter	The fortunes of Nigel / by the author of ""Waverley, Kenilworth,"" &c."	1822
ocn191257087	Scott, Walter	The fortunes of Nigel. / By the author of ""Waverley, Kenilworth,"" &c. ; [One line from Poetry of the Anti-Jacobin] ; Complete in one volume."	1822
ocm25074779 	Scott, Walter	The fortunes of Nigel. / by the author of ""Waverley,"" ""Kenilworth,"" etc. ; in three volumes.."	1822
ocm04635045 	Scott, Walter	The fortunes of Nigel, a romance / by the author of Waverley, Ivanhoe, &c.	1822
