637	341527	 2 v. ;					
638	341528	 4 v. ;					
639	341529	 vii, [5], 221, [1] p. ;	520: 0/4	591: 0/1	594: 0/2		656: 0/1
640	341530	 2 v. ;					
641	341531	 [6], 234 p. ;	520: 0/1	591: 0/1			656: 0/1
642	341532	 vi, 95, [1] p. ;	520: 0/1				
643	341533	 vi, [2], 296 p. ;	520: 0/3	591: 0/2		595: 0/1	
644	341534	 [4], 35, [I] p. (the last page blank) ;					
645	341535	 [2], 10, [2], 262, [2] p. ;	520: 0/3	591: 0/1			656: 0/1
646	341536	 [2], iv, [4], 139, [1] p., 6 leaves of plates :	520: 0/3	591: 0/1			
647	341537	 2 v. ;					
648	341538	 3 v. ;					
649	341541	 2 v. ;		591: 0/1			
650	341542	 2 v. ;					
651	341545	 3 v. ;					656: 0/1
652	341547	 4 v. ;		591: 0/1			
653	341548	 2 v. ;					
654	341549	 4 v. ;					
655	341550	 2 v. ;					
656	341551	 iv, [1], 6-180 p. ;	520: 0/2				
657	341552	 2 v. ;					
658	341553	 [2], 224 p. ;					
659	341554	 2 v. ;					
660	341555	 2 v. ;					
661	341556	 2 v. ;					
662	341557	 [4], 152 p., [1] leaf plate ;					
663	341558	 2 v. ;					
664	341560	 [20], 338, [2] p. (the last leaf blank) ;	520: 0/4				
665	341561	 5 v. ;			594: 0/1		
666	341562	 2 v. ;		591: 0/1			
667	341563	 [10], 261, [1] p. (the last page blank) ;		591: 0/1			
668	341564	 iv, 125, [7] p. ;		591: 0/1		595: 0/1	656: 0/1
669	341565	 2 v. ;					
670	341566	 2 v. ;					
671	341567	 2 v. ;					
672	341568	 2 v. ;					
673	341570	 2 v. ;		591: 0/1			
674	341572	 2 v. ;					
675	341573	 [2], 211, [3] p. ;					656: 0/1
676	341574	 [6], 129 p., [9] leaves ofplates :	520: 0/2				
677	341575	 167, [1] p., [1] leaf of plates ;	520: 0/1				
678	341576	 2 v. ;		591: 0/1			
679	341580	 2 v. ;			594: 0/1		
680	341581	 3 v. ;					
681	341585	 3 v. ;		591: 0/1			
682	341597	 viii, 287, [1] p. (the last page blank) ;					
683	341598	 2 v. ;					
684	341601	 viii, 239, [1] p., [1] leaf of plates ;	520: 0/1	591: 0/1			
685	341602	 4 v. ;					
686	341603	 2 v. ;					
687	341604	 4 v. ;					
688	341606	 xii, 276 p., [1] leaf of plates ;	520: 0/2	591: 0/1			
689	341607	 2 v. ;					
690	341608	 2 v. ;		591: 0/1	594: 0/1		
691	341610	 2 v. ;		591: 0/1			
692	341613	 2 v. ;					
693	341614	 2 v. ;					
694	341615	 [4], 212 p. ;	520: 0/1				
695	341616	 4 v. ;					
696	341618	 3 v. ;		591: 0/1			
697	341622	 2 v. ;					
698	341624	 2 v. ;		591: 0/1			
699	341625	 3 v. ;		591: 0/1			
700	341626	 3 v. ;					
701	341628	 vii, [1], xi, [1], 202, [2] p. (the last leaf blank) ;	520: 0/2	591: 0/1	594: 0/1		
702	341629	 [2], 124, 109-250, [2] p. ;					
703	341636	 58 p. :					
704	341639	 3 v. :					
705	341640	 3 v. :		591: 0/1			
706	341646	 169, [1] p. (last page blank), 4 leaves of plates :					
707	341647	 2 v. ;			594: 0/2		
708	341649	 2 v. ;					
709	341650	 iv, [1], 6-35, [1] p. (the last page blank), [2] leaves of plates :	520: 0/1	591: 0/1			
710	341652	 2 v. :					
711	341654	 2 v. ;					
712	341657	 xii, 245, [3] p. (the last 3 pages blank) ;	520: 0/1				
713	341658	 2 v. ;					
714	341659	 3 v. ;					
715	341662	 iv, 267, [1] p. ;	520: 0/1				
716	341663	 iv, 258 p. ;	520: 0/1	591: 0/1	594: 0/2	595: 0/1	
717	341666	 2 v. ;					
718	341667	 [2], 315, [1] p. ;	520: 0/9	591: 0/2		595: 0/1	
719	341668	 2 v. ;					
720	341670	 [2], 293, [1] p. ;	520: 0/2		594: 0/3		
721	341672	 [2], viii, 110 p. ;	520: 0/3	591: 0/1			
722	341673	 2 v. ;					
723	341675	 2 v. ;		591: 0/3			656: 0/1
724	341677	 2 v. ;					
725	341679	 2 v. ;					
726	341680	 2 v. ;					
727	341681	 [8], 135, [1] p. (the last page blank) ;	520: 0/3				
728	341684	 [4], 271, [1] p. ;					656: 0/1
729	341686	 290 p., 8 leaves of plates;		591: 0/1			
730	341687	 2 v. ;			594: 0/2		
731	341690	 2 v. :	520: 0/1	591: 0/1			656: 0/1
732	341691	 2 v. ;		591: 0/1			
733	341692	 2 v. ;					
734	341694	 2 v. ;					
735	341695	 2 v. ;					
736	341697	 [2], 83, [1] p. (the last page blank) ;	520: 0/2	591: 0/1			
737	341699	 2 v. ;					
738	341702	 [2], 320 p. ;					
739	341703	 2 v. ;					
740	341704	 2 v. ;					
741	341706	 2 v. ;		591: 0/2			
742	341708	 2 v. ;					
743	341709	 3 v. ;					
744	341711	 2 v. ;		591: 0/1			656: 1/2
745	341712	 13 v. ;		591: 2/3			
746	341714	 18 v. ;					
747	341715	 18 v. ;					
748	341717	 18 v. ;					
749	341720	 20 v. :	520: 41/42				
750	341722	 2 v. ;		591: 0/1			
751	360997	 60 p. :		591: 0/1	594: 0/1		
752	361053	 2 v. ;		591: 0/1			
753	374838	 174 p. ;	520: 0/4				
754	374841	 104 p. ;	520: 0/4	591: 0/1		595: 0/1	656: 0/3
755	374924	 201 p.	520: 0/1		594: 0/1		
756	374930	 xi, 262 p. ;	520: 0/4		594: 0/1		
757	374933	 40 p. ;	520: 0/1		594: 0/1		
758	374934	 2 p.l., 108 p. ;	520: 0/1				
759	374935	 [2], [5]-64 p. ;	520: 0/3				
760	374936	 [8], [13]-159, [1] p., [6] leaves of plates :	520: 0/4				
761	374937	 84 p. ;	520: 0/2		594: 0/3		
762	374938	 47 p.	520: 0/3				
763	374939	 100 p. ;	520: 0/2				
764	374940	 100 p. :	520: 0/2				
765	374941	 56 p.	520: 0/2				
766	374942	 [4], [7]-58 p. :	520: 0/2				
767	374943	 46 p.	520: 0/2				
768	374945	 100 p.	520: 0/2				
769	374947	 48 p. ;					
770	374948	 50 p.	520: 0/2				
771	374949	 100 p.	520: 0/3				656: 0/2
772	374950	 100 p. :	520: 0/2				
773	374952	 100 p. ;	520: 0/3				
774	374953	 2 v. ;					
775	374956	 2 v. ;		591: 0/1			656: 0/1
776	374957	 [1] ℓ., [7]-100 p.	520: 0/1				
777	374958	 [3] l., [11]-100 p. ;	520: 0/3				
778	374959	 1 p. l., [7]-135 p. ;	520: 0/1	591: 0/2			
779	374961	 100 p. :	520: 0/2				
780	374962	 [9]-100 p. :	520: 0/3				
781	374963	 100 p. :	520: 0/3				
782	375219	 [2] ℓ., 172 p. ;	520: 0/6	591: 0/2			
783	375220	 1 p. l., [9]-186 p.	520: 0/10	591: 0/1	594: 0/1		656: 0/6
784	375221	 100 p. :	520: 0/3				656: 0/1
785	375224	 300 p. ;	520: 0/2	591: 0/1			
786	375225	 2 v. ;		591: 0/1			
787	375230	 191 p. ;	520: 0/5	591: 0/1			656: 0/1
788	375233		520: 0/5	591: 0/5			
789	375235	 100 p. :	520: 0/2				
790	375432	 4 v. ;		591: 0/1			
791	375490	 [4], 298 p. ;	520: 0/2	591: 0/1			
792	375693	 [12], xviii, [1], 20-375, [1] p., [1] leaf of plates:	520: 0/4				
793	375707	 2 v. ;					
794	375791	 2 v. ;					
795	375854	 249, [1] p. ;					
796	375855	 252 p. ;		591: 0/1	594: 0/2	595: 0/1	
797	375858	 iv, [1], 6-338, [2] p. ;	520: 0/2				656: 0/1
798	375929	 146 p. ;	520: 0/3		594: 0/1	595: 0/2	
799	376220	 193,[1],48,[2]p. ;					
800	376226	 346 p., [2] leaves of plates ;	520: 0/1			595: 0/1	
801	376344	 2 v. ;					
802	376394	 253 p., 2 leaves ;	520: 0/1				
803	376395	 2 v. ;					
804	376396	 2 vols. ;					
805	376408	 346 p., [2] leaves of plates ;	520: 0/1				
806	376409	 2 v. ;					
807	376580	 2 v. ;					
808	376602	 2 v. ;					
809	376702	 2 v. ;	520: 5/6				
810	376788	 2 v. ;		591: 0/1			
811	377334	 71 p. ;			594: 0/1		
812	377351	 48 p. ;			594: 0/3		
813	377362	 [2], vi, 210 p. ;		591: 0/1			
814	377373	 44 p. ;	520: 0/3			595: 0/1	
815	377404	 2 vols. ;					
816	377553	 vii, iv, [13]-244 p. ;	520: 0/4	591: 0/1			
817	377661	 32 p. ;			594: 0/3		
818	377728	 viii, 285, [1] p. (last blank) ;	520: 0/3	591: 0/1	594: 0/2		
819	377751	 167, [1], 6, 9-16 p., [1] leaf of plates :	520: 0/2				656: 0/2
820	377769	 118 p. :					656: 0/1
821	377773	 155, [8] p. ;	520: 0/2				656: 0/1
822	377782	 32 p. ;	520: 0/1		594: 0/1		
823	377783	 162 p. ;	520: 0/3		594: 0/1		
824	377794	 156, 26 p., [1] leaf of plates ;	520: 0/1		594: 0/2		
825	377800	 141 p. ;	520: 0/1		594: 0/1		
826	377806	 x, [1], 12-240 p. ;	520: 0/4		594: 0/1		
827	377812	 231, [1] p. (last blank), [1] leaf of plates :	520: 0/1				
828	377845	 244 p. :	520: 0/3	591: 0/1			
829	377849	 [4], 298 p. ;	520: 0/2	591: 0/1	594: 0/1	595: 0/1	
830	377872	 vi [i.e., iv], 224 p. ;	520: 0/2				
831	377906	 3 v. ;					
832	377909	 3 v. ;					
833	378217	 268 p. ;	520: 0/2		594: 0/1		
834	378273	 216 p., [1] leaf of plates ;	520: 0/4				
835	378280	 216 p., [1] leaf of plates ;	520: 0/4		594: 0/1	595: 0/1	
836	378310	 194 p. ;	520: 0/2		594: 0/2		656: 0/1
837	378334	 iv, [1], 6-192, [24] p. ;	520: 0/1		594: 0/1		656: 0/1
838	378344	 iv, [1], 6-180 p. ;	520: 0/2				
839	378355	 170 p. ;	520: 0/2	591: 0/1			656: 0/1
840	378359	 166, [18] p. ;	520: 0/2				656: 0/1
841	378367	 157 p. ;	520: 0/2		594: 0/1		
842	378745	 2 v. ;	520: 4/5				
843	378748	 190 p. ;		591: 0/1	594: 0/2		
844	378758	 228 p. ;	520: 0/3	591: 0/1			
845	378774		520: 0/5	591: 0/3			
846	378819	 264 p. ;	520: 0/1		594: 0/2		
847	378851	 [5], 14-272 p.	520: 0/3				
848	378880	 155 p. ;	520: 0/2	591: 0/1	594: 0/2		656: 0/1
849	378959	 4 pts. in 1 v. ;	520: 0/8	591: 0/2	594: 0/1		
850	378973	 2 v. ;		591: 0/1			
851	379016	 2 v. ;					
852	379041	 3 v. ;	520: 0/4	591: 0/1			656: 0/1
853	379054	 2 v. ;					
854	379061	 xi, 212 p. incl. front. ;	520: 0/4	591: 0/1	594: 0/2		
855	379082	 3 v. ;	520: 0/3				656: 0/1
856	379084	 iii, [9]-240 p. ;	520: 0/2				
857	379124	 2 v. ;					
858	379125	 2 v. ;					
859	379150	 2 v. ;					
860	379157	 2 v. ;		591: 0/1			
861	379183	 2 v. ;					
862	379185	 2 v. ;					
863	379195	 2 v. ;					
864	379297	 2 v. ;			594: 5/6		
865	379615	 [4], iv, 268 p. ;	520: 1/2				
866	379626	 2v. ;					
867	379651	 75, [1] p., [1] leaf of plates :	520: 0/2				
868	379654	 2 v. ;					
869	379658	 2 v. ;					
870	379664	 284 p. ;					
871	379665	 3 v. ;					
872	379700	 [4], 5-154 p., :	520: 0/2	591: 0/1			
873	379764	 [7], 12-100 p. :	520: 0/3				656: 0/3
874	379820	 198, [28] p. (last blank) ;	520: 0/2				656: 0/1
875	379836	 [2], vi, 210 p. ;	520: 0/11	591: 0/1		595: 0/1	
876	379838	 104, [8] p. ;	520: 0/1	591: 0/1			656: 0/12
877	379858	 [3], 8-100 p. ;			594: 0/1		656: 0/2
878	379884	 32 p. :	520: 0/1				
879	379944	 [3], 8-100 p. ;	520: 0/1			595: 0/1	656: 0/2
880	379988	 [2], 162, 71 p., 1 leaf, 72 p., 1 leaf, 90, 71 p. ;	520: 0/5				
881	380015	 [5], 10-100 p. :	520: 0/2				656: 0/2
882	380133	 vi, 7-416 p., [17] leaves of plates :	520: 0/3				
883	380155	 78 p. ;		591: 0/1			
884	380167	 [3], 10-186 p. ;	520: 0/1	591: 0/1			
885	380188	 [2], [5]-157, 163, [2], iv, [5]-155 p., [1] leaf of plates (frontis.) :	520: 0/7			595: 0/1	
886	380195	 xx, 314, [21] p.	520: 0/4				
887	380228	 108 p. ;	520: 0/1				
888	380231	 100 p. ;	520: 0/1				
889	380237	 95, [1] p. :			594: 0/1		
890	380249	 iv, [5]-192 p. ;	520: 0/2		594: 0/1		
891	380526	 viii, 489 p. ;	520: 0/16	591: 0/2	594: 0/1		
892	380529	 [2], 50 p. ;	520: 0/1	591: 0/1			
893	380552	 294 p. ;	520: 0/1		594: 0/1		656: 0/1
894	380622	 354 p. ;	520: 0/2				
895	380625	 [5], 8-42 p. ;	520: 0/1	591: 0/1			
896	380629	 [4], 254, 6 p. ;					656: 0/1
897	380652	 [2], 61, [1], 22 p., [1] leaf of plates;	520: 0/2				
898	380672	 48 p. ;	520: 0/3				
899	380676	 32 p. ;	520: 0/1				
900	380729	 161 p. ;	520: 0/2				
901	380752	 160 p. ;	520: 0/4	591: 0/1			
902	380846	 [4], 172 p. :	520: 0/5	591: 0/2			
903	380847	 2 v. ;					
904	380966	 2 v. ;					
905	381001	 2 v. ;		591: 0/1			
906	381052	 2 v. ;					
907	381054	 2 v. ;					
908	381689	 2 v. ;					
909	427580	 14 v. ;	520: 18/20				
910	427644	 14 v. ;					
911	427785	 14 v. ;					
912	427894	 14 v. ;					
913	428009	 14 v. ;					
914	428027	 14 v. ;					
915	428064	 p.302;					
916	428066	 p.302;					
917	428071	 p.296;	520: 1/2				
918	428076	 p.312;	520: 1/2				
919	428108	 p.336;	520: 1/3				
920	428124	 p.297;	520: 4/5				
921	428147	 p.247;	520: 5/7				
922	428185	 [4], 322, [2] p., [7] leaves of plates :					
923	440184	 [i] - v; [7] - 219; 	520: 0/2				
924	440185	 [i] - v; [7] - 219	520: 0/2				
925	440186	 i-vii, [1]-267.	520: 0/2			595: 0/1	656: 0/1
926	440187	 i-vii, [1]-267.	520: 0/2			595: 0/1	656: 0/1
927	440188	 [1]-259	520: 0/1				656: 0/1
928	440189	 [i]-v, 7-238	520: 0/2	591: 0/1		595: 0/1	
929	440190	 [i]-v, 7-238	520: 0/2	591: 0/1			656: 0/1
930	440191	 [i]-v, 7-238	520: 0/2	591: 0/1		595: 0/1	
931	440192	 1 - 293; v.1 [1] - 284; v.2					
932	440193	 [1] - 292; v.1  [1] - 288; v.2 					
933	440194	 [i]-xxiv, [1]-190	520: 0/4	591: 0/1	594: 0/2	595: 0/1	656: 0/1
934	440195	 [i]-xix, [1]-328	520: 0/2		594: 0/1		
935	440196	 21 cm. 	520: 0/8	591: 0/1			656: 0/1
936	440197	 [i]-xxxii, 33-240,[i]-xxvii,[1]-14	520: 0/8	591: 0/1		595: 0/2	656: 0/1
937	440198	 [1]-243; v.1 [1]-230; v.2					
938	440199	 [i]-viii, [1]-300	520: 0/1		594: 0/1		656: 0/2
939	440200	 [i] - iv, [1] - 244; v.1 [1] - 284; v.2					
940	440201	 [1]-267	520: 0/2	591: 0/1			
941	440202	 [i]-xvi, [1]-240	520: 0/3	591: 0/1			656: 0/2
942	440203	 [1]-296	520: 0/1		594: 0/2		
943	440204	 [i] - viii; [1] - 296; 	520: 0/1		594: 0/1		
944	440205	 [i] - viii; [1] - 296; 	520: 0/1		594: 0/1		
945	440206	 [i] - viii; [1] - 296; 	520: 0/1		594: 0/1		
946	440207	 [i] - xii, [1] - 264; v.1 [i] - xi, [1] - 283; v.2					
947	440208	 [i]-v, [1]-257.	520: 0/3	591: 0/1	594: 0/1		
948	440209	 [i]-x, [1]-296, [1]-288					
949	440210	 [1]-224, [1]-232	520: 3/4				
950	440211	 [i]-viii, [1]-364	520: 0/2	591: 0/2			
951	440212	 [i]-xxii, 1-198	520: 0/3	591: 0/1	594: 0/1		656: 0/1
952	440213	 [i]-xxii, 1-198	520: 0/3	591: 0/1		595: 0/2	656: 0/1
953	440214	 [i]-xxii, 1-198	520: 0/3	591: 0/1			656: 0/1
954	440215	 [i]-iv, [1]-288; v.1 [i]-iv, [1]-269; v.2 [i]-iv, [1]-311; v.3					
955	440216	 [i]-iv, [1]-288; v.1 [i]-iv, [1]-269; v.2 [i]-iv, [1]-311; v.3					
956	440217	 [i]-viii, 1-256; [i]-viii, [1]-252; [i]-vii, [1]-263					
957	440218	 [i]-ix,1-511	520: 0/6	591: 0/1		595: 0/2	656: 0/1
958	440219	 [1] - 304; v.1 [1] - 255; v.2					
959	440220	 [i]-vi, [1]-263	520: 0/3				656: 0/1
960	440221	 [1]-225		591: 0/1			656: 0/2
961	440222	 [i]-xxiv, [1]-224 [i]-xxiv, [1]-220					
962	440223	 [i]-xii, [1]-297; v.1 [1]-334; v.2 [1]-342; v.3					
963	440224	 [i]-xii, [1]-297; v.1 [1]-334; v.2 [1]-342; v.3					
964	440225	 1-376	520: 0/1				656: 0/2
965	440226	 1-256; v.1 1-316; v.2					
966	440227	 [1] - 274; v.1 [1] - 284; v.2 [1] - 283; v.3 [i] - xvi, [1] - 260; v.4	520: 6/7		594: 0/1		
967	440228	 [1]-274; v.1 [1]-284; v.2 [1]-283; v.3 [i]-xvi, [1]-260; v.4					
968	440230	 [i]-viii, [9]-240	520: 0/2		594: 0/1		
969	440231	 [1]-308.					
970	440232	 [i]-xiv, [1]-312; v.1 [1]-328; v.2					
971	440233	 [1] - 301; v.1 [1] - 286; v.2					
972	440234	 [1]-288	520: 0/1	591: 0/1			656: 0/2
973	440235	 [i]-lii, [1]-200; v.1 [1]-272; v.2					
974	440236	 [i]-vi, [13]-264	520: 0/2	591: 0/1	594: 0/3		656: 0/1
975	440237	 [viii]-xii, [1]-243	520: 0/2	591: 0/1	594: 0/1	595: 0/1	
976	440238	 [i] - ix; [1] - 289		591: 0/1	594: 0/1	595: 0/2	656: 0/1
977	440239	 [i]-xii, [1]- 322	520: 0/3			595: 0/1	
978	440240	 [i]-99	520: 0/2	591: 0/2		595: 0/1	
979	440241	 [3] - 29	520: 0/1		594: 0/1		
980	440242	 [i]-xi, [1]-264 [i]-viii, [1]-256					
981	440243	 [1]-208	520: 0/2			595: 0/1	
982	440244	 [i]-xii, [13]-248.	520: 0/2	591: 0/14	594: 0/1	595: 0/1	656: 0/1
983	440245	 [i]-vii,[1]-304; [i]-vii, [1]-301					
984	440246	 [1]-36	520: 0/2	591: 0/1		595: 0/1	
985	440247	 [1]-164	520: 0/2		594: 0/1	595: 0/1	
986	440250	 1-208	520: 0/2				
987	440251	 [i]-vii,1-208	520: 0/2		594: 0/1		
988	440252	 [1] - 269, iii - viii; v.1  [i] - vii, [1] - 246; v.2					
989	440253	 [i]-xxvii, [1]-367	520: 0/5	591: 0/1	594: 0/3		656: 0/1
990	440254	 [i] - xxxv, [1] - 273; v.1 [1] - 328; v.2  [1] - 286; v.3					
991	440255	 [i]-xii, 1-316	520: 0/2		594: 0/2		
992	440256	 1-259	520: 0/2			595: 0/3	656: 0/1
993	440257	 [1]-251		591: 0/1			
994	440258	 [1]-203	520: 0/3			595: 0/1	
995	440259	 [1]- 212	520: 0/3			595: 0/2	
996	440260	 [1]-295; v.1 [1]-299; v.2					
997	440261	 [i]-xii, [1]-226; v.1 [1]-260; v.2					
998	440263	 i - xvi; [1] - 264; v.1 [1] - 306; v.2					
999	440265	 i-xvi, [1]-264; [1]-306					
1000	440266	 [i]-x,[11]-277	520: 0/2	591: 0/1	594: 0/1	595: 0/1	
1001	440267	 [i] - x, [11] - 277; 	520: 0/2	591: 0/1	594: 0/1	595: 0/1	656: 0/1
1002	440268	 [i]-vi, 1-188; v.1 1-192; v.2					
1003	440269	 1-224; v.1 1-232; v.2					
1004	440270	 [i]-viii, [i]-xliii, [1]-216, v.1; [1]-242, v.2;�[1]-254, v.3; v.iii; [1]-262, [i]-v, v.4					
1005	440271	 [i]-viii, [1]-4, [1]-286	520: 0/4			595: 0/4	
1006	440272	 [i]-viii, [1]-4, [1]-286	520: 0/4			595: 0/4	
1007	440273	 [1]-296	520: 0/1		594: 0/2		
1008	440275	 407-430					
1009	440276	 456-464					
1010	440277	 [1]-18	520: 0/1				
1011	440278	 [63]-97	520: 0/7				
1012	440279	 141-198					
1013	440280	 53-140					
1014	440281	 247-336	520: 0/1				
1015	440282	 357-406					
1016	440283	 431-455					
1017	440284	 [19]-61	520: 0/1				
1018	440285	 [34]-87	520: 0/1				
1019	440286	 [1]-33	520: 0/2				
1020	440287	 i-ix, 1-98, 1-20	520: 0/4				
1021	440288	 199-246					
1022	440289	 337-356					
1023	440290	 [i]-vii, [1]-166	520: 0/2	591: 0/1		595: 0/2	
1024	440291	 [i]-vii, 1-220. 	520: 0/3				
1025	440293	 [i]-vii, [9]-[191]			594: 0/2		
1026	440294	 [i]-viii, [1]-285	520: 0/3	591: 0/1			
1027	440295	 [i]-[ii], [1]-324; v.1					
1028	440296	 [i]-viii, [1]-167	520: 0/3	591: 0/1	594: 0/1		
1029	440297	 [i]-iv; [5]-244	520: 0/2			595: 0/2	
1030	440298	 [i]-x, [1]-298					
1031	440299	 [i] - viii, 1 - 207	520: 0/5				
1032	440300	 [i] - xxiv, 1 - 250; v.1 [i] - iv, 1 - 404; v.2					
1033	440301	 [i]-vii, [1]-262, v.1; 1-315, v.2					
1034	440302	 [i] - viii. 1 - 262; v.1 1 - 315; v.2					
1035	440303	 [i]-xiv, 25-203; v.3 1-258; v.4					
1036	440304	 [i]-viii, [1]-240	520: 0/3				656: 0/1
1037	440305	 [i]-iv, [5]-198	520: 0/1			595: 0/2	
1038	440306	 [i] - vi, [1] - 301	520: 0/1	591: 0/2	594: 0/1	595: 0/2	656: 0/2
1039	440307	 [1]-472	520: 0/4			595: 0/4	
1040	440308	 [i]-x,[1]-285; v. 1 [1]-390; v. 2 [1]-322; v.3		591: 0/1			
1041	440309	 [i]-viii, 1-464, v.1; i-ix, 1-98, 1-20, 1-146, [1]-61, [1]-97, [1]-87, v.2	520: 14/85		594: 1/4		
1042	440310	 [i] - vii, 1-327	520: 0/1	591: 0/1		595: 0/1	656: 0/1
1043	440311	 [i]-v, 1-540	520: 0/2	591: 0/1	594: 0/1		656: 0/1
1044	440312	 [1]-295, v.1; [1]-299, v.2					
1045	440313	 [i]-iv, [1]-288, v.1; [i]-iv, [1]-269, v.2; [i]-iv, [1]-311, v.3					
1046	440315	 [1]-vi, [7]-283	520: 0/5				
1047	440316	 [i]-viii, [1]-224	520: 0/5		594: 0/1		
1048	440317	 [i]-vii, [1]- 280; v.1 [1]- 247; v.2					
1049	440319	 [i]-xii, 1-216	520: 0/1				656: 0/1
1050	440320	 [i]-vii, [13]-218	520: 0/3	591: 0/1		595: 0/1	656: 0/1
1051	440321	 [i]-ii, [3]-286	520: 0/3		594: 0/1	595: 0/1	
1052	440325	 [i] - iv, [1] - 284	520: 0/3		594: 0/1		
1053	440326	 [1] - 329, 430-435; v.1 [1] - 315; v.2					
1054	440327	 1-386	520: 0/1		594: 0/1	595: 0/1	
1055	440328	 [1]-316, v.1 ; [1]-315, v. 2					
1056	440329	 i-xii, 1-321	520: 0/2			595: 0/1	
1057	440330	 [i]-viii, [1]-300	520: 0/1				656: 0/1
1058	440331	 1-267	520: 0/2			595: 0/3	
1059	440332	 11-186, [cxxxvii]-cxl, 141-252	520: 0/3	591: 0/2	594: 0/2		
1060	440333	 [1]-352, v.1; [1]-301, v.2; [1]-321, v.3; [1]-282, v.4					
1061	440334	 [1]-356, v.1; [1]-408, v.2; [1]-312, v.3; [1]-363, v.4					
1062	440335	 [i]-xiii, [1]-199	520: 0/3				656: 0/1
1063	440336	 [i]-viii, [1]-155	520: 0/3				656: 0/1
1064	440337	 407-430					
1065	440338	 456-464					
1066	440339	 [1]-18	520: 0/1				
1067	440340	 [63]-97	520: 0/10				
1068	440341	 141-198					
1069	440342	 53-140					
1070	440343	 247-336	520: 0/1				
1071	440344	 357-406					
1072	440345	 431-455					
1073	440346	 [19]-61	520: 0/1				
1074	440347	 [34]-87	520: 0/1				
1075	440350	 [1]-33	520: 0/2				
1076	440351	 i-ix, 1-98, 1-20	520: 0/4				
1077	440352	 199-246					
1078	440353	 337-356					
1079	440354	 [i]-vii, [1]-166	520: 0/2	591: 0/1		595: 0/2	
1080	440355	 [i]-vii, 1-220. 	520: 0/3				
1081	440356	 [i]-vii, [9]-[191]			594: 0/2		
1082	440357	 [i]-viii, [1]-285	520: 0/3	591: 0/1			
1083	440358	 [i]-[ii], [1]-324; v.1					
1084	440360	 [i]-viii, [1]-167	520: 0/3	591: 0/1	594: 0/1		
1085	440361	 [i]-iv; [5]-244	520: 0/2			595: 0/2	
1086	440362	 [i]-x, [1]-298					
1087	440363	 [i] - viii, 1 - 207	520: 0/5				
1088	440364	 [i] - xxiv, 1 - 250; v.1 [i] - iv, 1 - 404; v.2					
1089	440365	 [i]-vii, [1]-262, v.1; 1-315, v.2					
1090	440366	 [i] - viii. 1 - 262; v.1 1 - 315; v.2					
1091	440367	 [i]-xiv, 25-203; v.3 1-258; v.4					
1092	440368	 [i]-viii, [1]-240	520: 0/3				656: 0/1
1093	440369	 [i]-iv, [5]-198	520: 0/1			595: 0/2	
1094	440370	 [i] - vi, [1] - 301	520: 0/1	591: 0/2	594: 0/1	595: 0/2	656: 0/2
1095	440371	 [1]-472	520: 0/4			595: 0/4	
1096	440372	 [i]-x,[1]-285; v. 1 [1]-390; v. 2 [1]-322; v.3		591: 0/1			
1097	440373	 [i]-viii, 1-464, v.1; i-ix, 1-98, 1-20, 1-146, [1]-61, [1]-97, [1]-87, v.2	520: 14/85		594: 1/4		
1098	440374	 [i] - vii, 1-327	520: 0/1	591: 0/1		595: 0/1	656: 0/1
1099	440375	 [i]-v, 1-540	520: 0/2	591: 0/1	594: 0/1		656: 0/1
1100	440376	 [1]-295, v.1; [1]-299, v.2					
1101	440377	 [i]-iv, [1]-288, v.1; [i]-iv, [1]-269, v.2; [i]-iv, [1]-311, v.3					
1102	440378	 [1]-vi, [7]-283	520: 0/5				
1103	440379	 [i]-viii, [1]-224	520: 0/5		594: 0/1		
1104	440380	 [i]-vii, [1]- 280; v.1 [1]- 247; v.2					
1105	440381	 [i]-xii, 1-216	520: 0/1				656: 0/1
1106	440385	 [i]-vii, [13]-218	520: 0/3	591: 0/1		595: 0/1	656: 0/1
1107	440386	 [i]-ii, [3]-286	520: 0/3		594: 0/1	595: 0/1	
1108	440387	 [i] - iv, [1] - 284	520: 0/3		594: 0/1		
1109	440388	 [1] - 329, 430-435; v.1 [1] - 315; v.2					
1110	440389	 1-386	520: 0/1		594: 0/1	595: 0/1	
1111	440390	 [1]-316, v.1 ; [1]-315, v. 2					
1112	440391	 i-xii, 1-321	520: 0/2			595: 0/1	
1113	440392	 [i]-viii, [1]-300	520: 0/1				656: 0/1
1114	440393	 1-267	520: 0/2			595: 0/3	
1115	440382	 11-186, [cxxxvii]-cxl, 141-252	520: 0/3	591: 0/2	594: 0/2		
1116	440394	 [1]-352, v.1; [1]-301, v.2; [1]-321, v.3; [1]-282, v.4					
1117	440395	 [1]-356, v.1; [1]-408, v.2; [1]-312, v.3; [1]-363, v.4					
1118	440396	 [i]-xiii, [1]-199	520: 0/3				656: 0/1
1119	440397	 [i]-viii, [1]-155	520: 0/3				656: 0/1
1120	440399	 [i]-xv, [1]-149	520: 0/1				656: 0/1
1121	440400	 [1]-271	520: 0/3	591: 0/1	594: 0/2	595: 0/1	
1122	440401	 [i]-xix,[1]-291	520: 0/2	591: 0/2			
1123	440402	 [i]-viii, [1]-302	520: 0/1			595: 0/1	656: 0/1
1124	440404	 [1]-124	520: 0/1				
