id	title	author	date	a	b	c	d
374956	Pauline Seward. A tale of real life, by John D. Bryant. [Epigraph.] In two volumes. Vol. I. Third Edition.	Bryant, John D	1847	['Third-person']		['Poem']	
374957	Dark Sybil: or, the fortumes of the Catherwoods. By Aria Ashland.	Ashland, Aria	1848	['Third-person']			
374958	Red Rupert, the American Buccaneer. A tale of the Spanish Indies. By Lieutenant Murray, author of Fanny Campbell, the Female Pirate Captain; Roderick the rover; The naval officer; The Spanish Musketeer; The adventurer, etc. etc.	Ballou, Maturin Murray	1848	['Third-person']		['Song(s)']	
374959	Kate Clarendon: or, necromancy in the wilderness. A tale of the little Miami. By Emerson Bennett, author of ""The bandits of the Osage,"" ""Renegade,"" ""Mike Fink,"" ""Unknown Countess,"" &c., &c.	Bennett, Emerson	1848	['Third-person']		['Poem']	
374961	Albert Simmons: or, the midshipman's revenge. A tale of land & sea. By Lieutenant Murray.	Ballou, Maturin Murray	1849	['Third-person']	['First-person']		
374962	Roderic the rover; or, the spirit of the wave. By Lieutenant Murray.	Ballou, Maturin Murray	1849	['Third-person']			
374963	The Spanish musketeer. A tale of military life. By Lieutenant Murray.	Ballou, Maturin Murray	1849	['Third-person']	['Letters']		
375219	A romance of the sea-serpent, or the icthyosaurus. Also, a collection of the ancient and modern authories, with letters from distinguished merchants and men of science. [Epigraph.]	Batchelder, Eugene	1849	['Third-person']	['Epistolary']	['Song(s)']	
375220	Ellen Parry; or, trials of the heart. By Olivia.	Briggs, Emily Edson	1850	['Third-person']		['Poems']	
375221	The naval officer: or, the pirate's cave.  A thrilling story of the last war.  By Lieutenant Murray.	Ballou, Maturin Murray	1852	['Third-person']	['Letters']		
375224	Tales of the puritans. The regicides.--The fair pilgrim.--Castine.	Bacon, Delia Salter	1831	['Third-person']			
375225	The Atlantic club-book: being sketches in prose and verse, by various authors.  In two volumes.  Vol. II.		1834			['Poems', 'Essays']	
375230	The Fire-Screen, or domestic sketches. By Mrs. Anna Bache	Bache, Anna	1841	['First-person']	['Epistolary']	['Poem(s)']	
375233	Julia of Baiae; or the days of Nero. A story of the martyrs. By the author of ""The merchant's daughter,"" ""Virginia,"" ""Christmas bells,"" etc., etc.	Brown, John Walker	1843	['Third-person']		['Verse']	
375235	Fanny Campbell: the female pirate captain. A tale of the revolution. By Lieutenant Murray.	Ballou, Maturin Murray	1849	['Third-person']		['Song(s)']	
375432	Modern chivalry: containing the adventures of Captain John Farrago, and Teague Oregan, his servant. Volume I. By H. H. Brackenridge.	Brackenridge, H. H	1792	['Third-person']	['First-person', 'Letters']		
375490	Wieland; or the transformation. An American tale. [Epigraph] Copy-right secured.	Brown, Charles Brockden	1798	['First-person']			['Advertisement claims that this is in epistolary form, yet the narrative apears in chapters rather than letters and there is not an addressee.']
375693	The posthumous works of Ann Eliza Bleecker, in prose and verse. To which is added, a collection of essays, prose and poetical, by Margaretta V. Faugeres.	Bleecker, Ann Eliza	1793	['Third-person']	['Letters']	['Verse']	
375707	Sheppard Lee. Written by himself. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1836	['Third-person']			
375791	Arthur Mervyn ; or memoirs of the year 1793. By Charles Brockden Brown. Vol I.	Brown, Charles Brockden	1827	['First-person']			
375854	The American bee; a collection of entertaining histories, selected from different authors, and calculated for amusement and instruction. The first edition.		1797	['First-person']	['Letters']	['Poems']	['Second person [i.e., ""we""]']
375855	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H. Brackenridge.	Brackenridge, H. H	1825	['Third-person']	['First-person', 'Epistolary']		
375858		Brown, Charles Brockden	1799	['Third-person']			
375929	The reign of reform, or, Yankee Doodle court. By a lady.	Botsford	1830	['Dramatic dialogue']		['Poems']	
376220	Edgar Huntly; or, memoirs of a sleep-walker. To which is annexed, The death of Cicero, a fragment. By the author of Arthur Mervyn, Wieland, Ormond, &c. Vol. III.		1799	['First-person']	['Letters']		
376226	Jane Talbot, a novel. By the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.	Brown, Charles Brockden	1801	['Epistolary']			
376344	Arthur Mervyn ; or memoirs of the year 1793. By Charles Brockden Brown. Vol. II.	Brown, Charles Brockden	1827	['First-person']			
376394	Edgar Huntly; or memoirs of a sleep walker. By Charles Brockden Brown.	Brown, Charles Brockden	1827	['Epistolary']			
376395	Calavar; or, the knight of the conquest: a romance of Mexico. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1834	['Third-person']		['Poems']	
376396	The hawks of hawk-hollow. A tradition of Pennsylvania. By the author of ""calavar,"" and ""the infidel."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Third-person']			
376408	Jane Talbot, a novel. By the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.	Brown, Charles Brockden	1801	['Epistolary']			
376409	The infidel; or the fall of Mexico. A romance. By the author of ""calavar."" [Epigraph.] Second edition. In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Third-person']			
376580	The infidel; or the fall of Mexico. A romance. By the author of ""Calavar."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Third-person']			
376602	Blackbeard. A page from the colonial history of Philadelphia. [Epigraph.] In two volumes. Vol. I.		1835	['Third-person']		['Verse']	
376702	Peter Pilgrim: or a rambler's recollections. By the author of ""Calavar,"" ""Nick of the Woods,"" &c. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1838	['First-person']			
376788	The adventures of Robin Day. By the author of ""Calavar,"" ""Nick of the Woods,"" &c. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1839	['First-person']			
377334	Adventures in a Castle. An original story, written by a citizen of Philadelphia.		1806	['Third-person']			
377351		Bradbury, Osgood	1844	['Third-person']			
377373	A sketch of the olden time; or, General Lee's farewell dinner, at New-York. Founded on fact. Being the first of a series of revolutionary tales. By an antiquary.	Bloodgood, S. DeWitt	1829	['Third-person']		['Verse']	
377404	The hawks of Hawk-Hollow. A tradition of Pennsylvania. By the author of ""Calavar,"" and ""The Infidel."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Third-person']			
377553	The missionary convention at Jerusalem; or an exhibition of the claims of the world to the Gospel. [Epigraph.] By Rev. David Abeel, missionary to China.	Abeel, David	1838	['First-person']	['Third-person']	['Hymns, biblical verse']	['Much of the text is made up of speeches delivered in the first person, from various characters. Such speeches appear to be framed in very close third-person narration. This too, however, appears to be framed in an account of the entire convention told from the first-person plural. In style of Platonic dialectic.']
377661	The spiritual voyage, performed in the ship Convert, under the command of Captain Godly-Fear, to the Haven of Felicity, on the continent of Glory. An allegory. By Edmund Botsford, A. M. Pastor of the Baptist Church in Georgetown, S.C.	Botsford, Edmund	1819	['First-person']			
377728	Adsonville: or marrying out. A narrative tale	Hull, Edward	1824	['Third-person']	['Letters']		
377751	Tired of housekeeping. By T. S. Arthur, author of ""Insubordination,"" ""Six nights with the Washingtonians,"" etc. etc.	Arthur, T. S	1842	['Third-person']			
377769	Mary the maniac. Or the mother her own victim. In eight letters to a young lady at the South. By M. Ro. Bar (Lev.).	Bar, M. Ro	1844	['Epistolary']		['Verse']	['All letters signed ""M. Ro. Bar.--(Lev.),"" apparently the pseudonymous author.', 'One might alternatively argue primary narrative form to be first-person, as all letters are in the voice of only one person, M. Ro. Bar."']
377773	Lovers and husbands: a story of married life. By T. S. Arthur, author of ""Sweethearts and Wives,"" ""Insubordination,"" ""Six Nights with the Washingtonians,"" &c., &c.	Arthur, T. S	1845	['Third-person']		['Verse']	
377782	The two merchants; or, solvent and insolvent. By T. S. Arthur, author of ""Six  Nights with the Washingtonians,"" ""Insubordination,"" ""Tired of Housekeeping,"" ""Temperance Tales,"" &c. &c.	Arthur, T. S	1843	['Third-person']	['Epistolary']	['Verse']	
377783	The maiden: a story for my young countrywomen. By T. S. Arthur, author of ""Sweethearts and Wives,"" ""Lovers and Husbands,"" ""Married and SIngle,"" &c.	Arthur, T. S	1845	['Third-person']	['First-person']		['First-person plural omniscient narration; infrequent reveal as such']
377794	The foresters, an American tale: being a sequal to the History of John Bull the Clotheir. In a series of letters to friend	Belknap, Jeremy	1831	['Third-person']	['First-person']	['Verse']	['Narrator somes refers to ""we""', 'Extended passages of quoted dialogue']
377800		Arthur, T. S	1845	['Third-person']			
377806	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend. Published according to act of Congress. The second edition, revised and considerably enlarged.	Belknap, Jeremy	1796	['Epistolary']			
377812	Annette Warington; or sequel to the Black velvet bracelet. By the author of 'Early impressions,' 'Temptation,' &c.		1832	['Third-person']			
377845	Lorette. The history of Louise, daughter of a Canadian nun: exhibiting the interior of female convents.	Bourne, George	1833	['Third-person']			
377849	Wieland; or the transformation. An American tale. [Epigraph] Copy-right secured.	Brown, Charles Brockden	1798	['First-person']			['Advertisement claims that this is in epistolary form, yet the narrative apears in chapters rather than letters and there is not an addressee.']
377872	Arthur Mervyn ; or, memoirs of the year 1793. By the author of Wieland; and Ormond, or the Secret Witness. Copy-right secured.	Brown, Charles Brockden	1799	['First-person']			
377906	Edgar huntly ; or, memoirs of a sleep-walker. By the author of Arthur Mervyn, Weiland,--Ormond, &c. Vol. I.	Brown, Charles Brockden	1799	['Epistolary']			
377909	The aristocrat: an American tale. By the author of 'Zoe,' &c. In two volumes. Vol. I.	Bickley, Lloyd Wharton	1833	['Third-person']			
378217	Clara Howard ; in a series of letters. By the author of Wieland, Ormond, Arthur Mervyn, Edgar Huntly, &c.	Brown, Charles Brockden	1801	['Epistolary']			
378273	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend.	Belknap, Jeremy	1792	['Epistolary']			
378280	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend.	Belknap, Jeremy	1792	['Epistolary']			
378310	Keeping up appearances ; or, a tale for the rich and poor. By T. S. Arthur, author of ""Sweethearts and wives,"" ""Lovers and husbands,"" and ""Married and single."" Second edition.	Arthur, T. S	1847	['Third-person']			
378334	Riches have wings; or, a tale for the rich and poor. By T. S. Arthur. Author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.	Arthur, T. S	1847	['Third-person', 'First-person']			
378344	Debtor and creditor; a tale of the times. By T. S. Arthur, author of ""Riches have wings,"" ""Rising in the world,"" ""Keeping up appearances,"" ""Making haste to be rich."" etc.	Arthur, T. S	1848	['Third-person']			
378355	Making hast to be rich ; or, the temptation and fall. By T. S. Arthur, author of ""Keeping Up Appearances,"" ""Riches Have Wings,"" ""Rising in the World,"" etc., etc.	Arthur, T. S	1848	['Third-person']			
378359	Retiring from business: or, the rich man's error. By T. S. Arthur, author of ""Keeping up appearances,"" 'The young music teacher,"" ""Lady at home,"" etc.	Arthur, T. S	1848	['Third-person']			
378367	Married and single ; or, marriage and celibacy contrasted, in a series of domestic pictures. By T. S. Arthur, author of ""sweethearts and wives,"" ""lovers and husbands,"" &c., &c.	Arthur, T. S	1848	['Third-person']			
378745	A history of New York, from the beginning of the world to the end of the Dutch dynasty. Containing among many surprising and curious matters, the unutterable ponderings of Walter the doubter, the disastrous projects of William the testy, and the chivalric achievements of Peter the headstrong, the three Dutch governors of New Amsterdam; being the only authentic history of the times that ever hath been, or ever will be published. By Diedrich Knickerbocker. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1809	['First-person']		['Verse']	
378748	Charlotte Temple. A tale of truth. [Epigraph] By Mrs. Rowson.	Rowson, Susanna Haswell	1816	['Third-person']			
378758	A journal, of a young man of Massachusetts, late a surgeon on board an American privateer, who was captured at sea by the British, in May, eighteen hundred and thirteen, and was confined first, at Melville Island, Halifax, then at Chatham, in England, and last, at Dartmoor Prison. Interspersed with observations, anecdotes and remarks, tending to illustrate the moral and political characters of three nations. To which is added, a correct engraving of Dartmoor Prison, representing the massacre of American prisoners. Written by himself.	Waterhouse, Benjamin	1816	['First-person']	['Epistolary']	['Poem(s)']	
378774	The hermit in America on a visit to Philadelphia. Containing some account of the beaux and belles, dandies and coquettes, cotillion paties, supper parties, tea parties, &c. &c. of that famous city. [Epigraph] Edited by Peter Atall, Esq.	Waln, Robert	1819	['First-person']			
378819		Foster, Hannah Webster	1828	['Epistolary']		['Verse']	
378851	The soldier's bride and other tales. By James Hall, author of ""Legends of the west.""	Hall, James	1833	['Third-person']	['First-person']		
378880	Recollections of a housekeeper. By Mrs. Clarissa Packard.	Gilman, Caroline Howard	1834	['First-person']			
378959	The sketch book of Geoffrey Crayon, gent. No. I. [epigraph]	Irving, Washington	1819	['First-person']	['Third-person']	['Poem(s)']	
378973	Bracebridge Hall, or the humourists. A medley, by Geoffrey Crayon, gent. In two volumes. Vol. II.	Irving, Washington	1822	['First-person']			
379041	Pencil sketches; or outlines of character and manners. By Miss Leslie.	Leslie, Eliza	1833	['First-person']	['Third-person', 'Letter(s)']	['Poem(s)']	
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['Third-person']		['Poems']	
379061	The select letters of Major Jack Downing, of the Downingville militia, away down east, in the state of Maine. Written by himself.	Smith, Seba	1834	['Epistolary']			['Letters written in American vernacular', 'First letter is actually a clipping from the New York Daily Advertiser']
379082	The Crayon miscellany. By the author of The sketch book. No. 1. containing A tour on the prairies.	Irving, Washington,  d 1783-1859	1835	['First-person']			
379084		Sargent, Charles Lenox	1819	['First-person']			
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['First-person']	['Third-person']	['Poem(s)']	
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	Dunlap, William	1836	['Third-person']		['Poem(s)']	
379150	The spy ; a tale of the neutral ground. [Epigraph.] By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1824	['Third-person']		['Verse']	
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Third-person']	['First-person', 'Letters']		
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['Third-person']			
379185	The Alhambra: a series of tales and sketches of the  Moors and Spaniards. By the author of The sketch book. In two volumes. Vol. I.	Irving, Washington	1832	['First-person']			
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['First-person']		['Poems']	
379297	Pioneers, or the sources of the Susquehanna: a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1825	['Third-person']			
379700		Bennett, Emerson	1848	['First-person']		['Verse']	
379764	150 dollar prize tale! Rosalette: the flower girl of Paris. [Engraving] By Lieutenant Murray, author of Fanny Campbell, the female pirate captain; Roderick the rover; The naval officer; The spanish musketeer, The adventurer, etc. etc.	Ballou, Maturin Murray	1848	['Third-person']	['Epistolary']		
379820		Arthur, T. S	1848	['Third-person']			
379836	Modern chivalry: containing the adventures of a captain, and Teague O'regan, his servant. By H.H. Brackenridge. [Epigraph.] Volume I.	Brackenridge, H. H	1804	['First-person']	['Third-person']	['Verse']	
379838	Original novel, by T. S. Arthur. Price 25 Cents. Love in a cottage. By T. S. Arthur, author of ""insubordination, or the shoemaker's daughters,"" ""Arthur's temperance tales,"" ""the maiden,"" ""the wife,"" ""the mother,"" etc.	Arthur, T. S	1848	['Third-person']		['Verse']	
379858	The pirates of Cape Ann; or the freebooter's foe. A tale of land and water. [illus. w/ caption]. By Charles E. Averill, Author of The secret service ship, The wreckers, etc.,etc.,etc.	Averill, Charles E	1848	['Third-person']	['Letters']	['Song']	
379884	Temptations: a story for the reformed, by T.S. Arthur. As originally published in the New-York Organ. Illustrated by seven original engravings by R. Major. With other tales.	Arthur, T. S	1848	['Third-person']			
379944	The Mexican ranchero, or, the maid of the chapparal. [Illustration.] By Charles E. Averill, Author of the ' Secret Service Ship,' ' Corsair King,' &c.	Averill, Charles E	1847	['Third-person']	['First-person']		
379988	Tales from real life. By T. S. Arthur. Containing Bell Martin, Family pride, Mary Ellis, Alice Melville, Pride and principle.	Arthur, T. S	1851	['Third-person']			
380015	$100 prize tale! The gipsey: or, the robbers of Naples. [Illustration and caption.] By Lieutenant Murray, Author of 'Fanny Campbell,' 'The Spanish Musketeer,' 'Roderick the Rover,' etc. etc.	Ballou, Maturin Murray	1847	['Third-person']	['Letters']	['Verse']	
380133	Sketches of life and character. By T. S. Arthur. Illustrated with sixteen engravings and a portrait of the author.	Arthur, T. S	1853	['Third-person']		['Verse']	
380167	Ellen Parry; or, trials of the heart. By Olivia.	Olivia, Briggs, Emily Edson	1850	['Third-person']		['Verse']	
380188	Tales of married life. By T. S. Arthur. Containing Married and single. Sweethearts and wives. Lovers and husbands.	Arthur, T. S	1850	['Third-person']		['Verse']	
380228	The young artist; or, the dream of Italy. By T. S. Arthur.	Arthur, T. S	1850	['Third-person']			
380231		Arthur, T. S	1850	['Third-person']			
380237	The belle of the bowery.	Bradbury, Osgood	1849	['Third-person']			
380249	Riches have wings; or, a tale for the rich and poor. By T. S. Arthur. Author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.	Arthur, T. S	1849	['Third-person', 'First-person']			
380526	Plays prose and poetry. By Charlotte M. S. Barnes.	Barnes, Charlotte Mary Sanford	1848	['Third-person']	['Epistolary']	['Verse']	
380622	Shandy M'Guire ; or, tricks upon travellers: being a story of the north of Ireland. By Paul Peppergrass, esq.	Peppergrass, Paul	1848	['Third-person']	['First-person']	['Verse']	
380625	4th. Edition----Immense Success! Mary Bean: or, the mysterious murder. With the sequel.	J. A. B.	1850	['Third-person']	['First-person']	['Verse']	
380629	The adventures of Harry Franco, a tale of the great panic. In two volumes. Vol. II.	Franco, Harry	1839	['First-person']	['Epistolary']	['Verse']	
380652	Amelia; or, the faithless Briton. An original American novel, founded upon recent facts. To which is added, Amelia, of malevolance defeated. And, Miss Seward's monody on Major Andre.		1798			['Verse']	
380672	Zoraida, or the witch of Naumkeag. [Illustration]. By Egbert Augustus Cowslip, esq.	Barker, B	1845	['Third-person']	['Epistolary']		
380676	The stolen wife: an American romance. By the author of ""The tailor's apprentice,"" and ""The little pilgrims.""	Arthur, T. S	1843	['Third-person']	['Letter(s)']		
380729	The wife: a story for my young countrywomen. By T. S. Arthur, author of ""The maiden.""	Arthur, T. S	1845	['Third-person']			
380752	Sketches of green mountain life; with an autobiography of the author. By Miss Elizabeth Allen.	Allen, Elizabeth	1846	['Third-person']		['Verse']	
380846	Fourth edition. Price 25 cents. A romance of the sea-serpent, or the icthyosaurus. Also, a collection of the ancient and modern authories, with letters from distinguished merchants and men of science. [epigraph].	Batchelder, Eugene	1850	['Third-person']	['Letters']	['Songs', 'Verse']	
427580	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume III.	Fielding, Henry	1814	['Dramatic dialogue']	['Third-person']		
427644	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume II.	Fielding, Henry	1814	['Dramatic dialogue']	['Third-person']		
427785	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume IV.	Fielding, Henry	1814	['Dramatic dialogue']	['Verse']		
427894	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume V.	Fielding, Henry	1814	['Dramatic dialogue']	['Verse']		
428009	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume VI.	Fielding, Henry	1815	['First-person']			
428027	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume VII.	Fielding, Henry	1815	['Third-person']			
428064	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume VIII.	Fielding, Henry	1815	['Third-person']			
428066	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume IX.	Fielding, Henry	1815	['Third-person']			
428071	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume X.	Fielding, Henry	1816	['Third-person']	['First-person']		
428076	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume XI.	Fielding, Henry	1816	['Third-person']	['First-person']		
428108	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume XII.	Fielding, Henry	1816	['First-person']	['First-person-plural']		
428124	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume XIII.	Fielding, Henry	1816	['First-person-plural']	['First-person']		
428147	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume XIV.	Fielding, Henry	1816	['First-person']	['Third-person']	['Dramatic Dialogue']	
440209	Illustrations of lying, in all its branches.  By Amelia Opie.  In two volumes.  Vol I	Opie, Amelia	1825	['Third-person']	['First-person', 'Letters']	['Poems']	
440230	The man of feeling.  A new edition.	Mackenzie, Henry	1800	['Third-person']	['Letters']	['Poems']	
440246	The wars of the gulls; an historical romance. In three chapters. Chap I. Shewing how, and with whom the gulls went to war. Chap. II. Shewing how the gulls make the deep to boil like a pot. Chap. III. Shewing how a certain doughty general of the gulls goes forth to play the game of hull-gull in upper Canada. 	Bigelow, Jacob	1812	['Third-person']		['Poems']	
440270	The empire of the Nairs; or, the rights of women. An utopian romance, in twelve books. By James Lawrence, author of The bosom friend, Love, an allegory, etc. In four volumes. Vol. I. Second edition.	Lawrence, James	1813	['Third-person']	['Dramatic dialogue']	['Poems']	
440290	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America.""	Wright, Frances,	1822	['Third-person']			
440293	The prince of Abissinia. A tale. By Samuel Johnson, LL.D. The two volumes complete in one. Volume the first.	Johnson, Samuel	1791	['Third-person']			
440294	Adsonville: or marrying out. A narrative tale.		1824	['Third-person']	['First-person', 'Letters', 'Dramatic dialogue']	['Poems']	
440295	Amabel; or, memoirs of a woman of fashion. By Mrs. Hervey, author of The Mourtray family, &c. In four volumes. Vol. I.	Hervey, Elizabeth	1814	['First-person']	['Letters']	['Poems']	['Letter vol. 2, 99-106; 141-5']
440296	An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. 	Corp, Harriet	1808	['First-person']	['Third-person']		['First-person, albeit not from perspective of title characters']
440297	The voyages and adventures of Captain Robert Boyle. In several parts of the world intermixed with the story of Miss Villar, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	Chetwood, W.R. (William Rufus),	1799	['First-person']	['Letters']	['Poems']	
440305	Elizabeth, or, the exiles of Siberia, translated by Mrs. Meeke.  	Cottin, Madame (Sophie),	1814	['Third-person']		['Poetry']	['The author occasionally uses first-person pronouns (""Here I shall conclude"")"']
440308	Glenarvon. In three volumes. Vol. I. Third Edition.	Lamb, Caroline,	1816	['Third-person']		['Lyrics', 'Sheet music']	
440315	Illustrations of lying, in all its branches. By Amelia Opie. From the second London edition. 	Opie, Amelia	1827	['First-person']	['Third-person', 'Letters']		
440320	Third edition. Life high & low. By the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. Embellished with humorous colored plates. 	Author of The Greeks	1819	['Third-person']		['Poems']	
440321	The surprising adventures of Bampfylde Moore Carew, king of the beggars containing his life a dictionary of the Cant Language and many entertaining particulars of that extraordinary man. A new edition corrected & much improved.		1812	['Third-person']	['Letters']	['Poems']	
440332	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Brackenridge, H. H	1825	['Third-person']	['First-person', 'Letters']	['Poems']	['Contains an ""Oration"" and ""Sermon,"" both within fictional universe but appear in text with bolded headings"']
440333	Simple Tales: by Mrs. Opie. In four volumes. Vol. I. 	Opie, Amelia	1806	['Third-person']			
440334	New tales.  By Mrs. Opie.  In four volumes.  Vol. I.	Opie, Amelia	1818	['Third-person']	['Letters']	['Poems']	
440336	Original stories from real life; with conversations, calculated to regulate the affections, and form the mind to truth and goodness. By Mary Wollstonecraft. A new edition. 	Wollstonecraft, Mary	1796	['Third-person']	['First-person']		
440354	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America.""	Wright, Frances,	1822	['Third-person']			
440356	The prince of Abissinia. A tale. By Samuel Johnson, LL.D. The two volumes complete in one. Volume the first.	Johnson, Samuel	1791	['Third-person']			
440357	Adsonville: or marrying out. A narrative tale.		1824	['Third-person']	['First-person', 'Letters', 'Dramatic dialogue']	['Poems']	
440358	Amabel; or, memoirs of a woman of fashion. By Mrs. Hervey, author of The Mourtray family, &c. In four volumes. Vol. I.	Hervey, Elizabeth	1814	['First-person']	['Letters']	['Poems']	['Letter vol. 2, 99-106; 141-5']
440360	An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. 	Corp, Harriet	1808	['First-person']	['Third-person']		['First-person, albeit not from perspective of title characters']
440361	The voyages and adventures of Captain Robert Boyle. In several parts of the world intermixed with the story of Miss Villar, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	Chetwood, W.R. (William Rufus),	1799	['First-person']	['Letters']	['Poems']	
440369	Elizabeth, or, the exiles of Siberia, translated by Mrs. Meeke.  	Cottin, Madame (Sophie),	1814	['Third-person']		['Poetry']	['The author occasionally uses first-person pronouns (""Here I shall conclude"")"']
440372	Glenarvon. In three volumes. Vol. I. Third Edition.	Lamb, Caroline,	1816	['Third-person']		['Lyrics', 'Sheet music']	
440378	Illustrations of lying, in all its branches. By Amelia Opie. From the second London edition. 	Opie, Amelia	1827	['First-person']	['Third-person', 'Letters']		
440385	Third edition. Life high & low. By the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. Embellished with humorous colored plates. 	Author of The Greeks	1819	['Third-person']		['Poems']	
440386	The surprising adventures of Bampfylde Moore Carew, king of the beggars containing his life a dictionary of the Cant Language and many entertaining particulars of that extraordinary man. A new edition corrected & much improved.		1812	['Third-person']	['Letters']	['Poems']	
440382	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Brackenridge, H. H	1825	['Third-person']	['First-person', 'Letters']	['Poems']	['Contains an ""Oration"" and ""Sermon,"" both within fictional universe but appear in text with bolded headings"']
440394	Simple Tales: by Mrs. Opie. In four volumes. Vol. I. 	Opie, Amelia	1806	['Third-person']			
440395	New tales.  By Mrs. Opie.  In four volumes.  Vol. I.	Opie, Amelia	1818	['Third-person']	['Letters']	['Poems']	
440397	Original stories from real life; with conversations, calculated to regulate the affections, and form the mind to truth and goodness. By Mary Wollstonecraft. A new edition. 	Wollstonecraft, Mary	1796	['Third-person']	['First-person']		
