id	title	author	date	a	b	c	d
440400	The pilgrim's progress from this world to that which is to come: delivered under the similitude of a dream. By John Bunyan. Johnson's edition.	Bunyan, John	1805	['Third-person']	['Dramatic dialogue']	['Poems']	['Other forms employed in the narrative include a riddle, an epitaph, and Biblical passages.']
440404	Rasselas, Prince of Abyssinia. A tale. By Dr. Johnson.	Johnson, Samuel	1831	['Third-person']	['First-person']		
440409	Temper, or domestic scenes: a tale, in three volumes, by Mrs. Opie. Vol. I.	Opie, Amelia	1812	['Third-person']		['Poems']	
440410	The adventures of Gil Blas. Translated from the French of Le Sage by Tobias Smollet, MD. Vol. I.	Le Sage, Alain-RenÈ	1809	['First-person']	['Third-person']		
440411	The castle of otranto. a gothic story. Translated by William Marshal, gent. From the original italian of Onuphrio Muralto, canon of the church of St. Nicholas at otranto. The sixth edition.	Walpole, Horace	1791	['Dramatic dialogue']	['Third-person']		
440412	Farmer of New-Jersey; or, a picture of domestic life. A tale. By the translator of Buonaparte's campaign, author of Ferdinand and Elizabeth, &c. &c.	Davis, John	1800	['First-person']		['Poems']	
440416	The foresters, an American tale: being a sequel to the history of John Bull the clothier. In a series of letters to a friend. Published according to act of Congress. The second edition, revised and considerably enlarged.	Belknap, Jeremy	1796	['Epistolary']		['Poems']	
440417	The philosophical wanders: or, the history of the Roman tribune, and the Priestess of Minerva: exhibiting the vicissitudes that diversify the fortunes of nations and individuals. By John Bigland, author of ""the historical and geographical view of the world;"" ""letters on ancient and modern history,"" &c. &c.  	Bigland, John	1811	['Third-person']			
440419	The Quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1818	['Third-person']	['Letters']	['Poems']	
440420	The quakers; a tale.  By Elizabeth B. Lester.	Lester, Elizabeth B	1817	['Third-person']	['Letters']	['Poems']	
440421	The quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1818	['Third-person']	['Letters']	['Poems']	
440423	The history of Tom Jones, a foundling. By Henry Fielding, Esq. In four volumes. Vol. I.	Fielding, Henry	1818	['Third-person']	['First-person']	['Poems', 'Letters']	
440424	The two wealthy farmers; or the history of Mr. Bragwell. Part II. [Price 4 cents or 2s. 4d. per. doz.]	More, Hannah	1800	['Dramatic dialogue']			
6393920		Ducray-Duminil	1797	['Third-person']	['First-person']		
1295841	Secret history; or, the horrors of St. Domingo, in a series of letters, written by a lady at Cape Francois, to Colonel Burr, late Vice-President of the United States, principally during the command of General Rochambeau.	Hassal, Mary	1808	['Epistolary']			
60022	Reuben and Rachel; or, tales of old times. A novel. By Mrs. Rowson, author of Charlotte, Trials of the heart, Fille de chambre, &c. &c. Published according to act of Congress.	Rowson	1798	['Third-person']	['Letters']		
1337190	Rosa; or, American genius and education.		1810	['Third-person']	['Letters']	['Poems']	
1361816	The pioneers, or the sources of the Susquehanna; a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1823	['Third-person']			
1361817	The pioneers, or the sources of the Susquehanna; a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1823	['Third-person']			
1724557	Precaution, a novel. In two volumes. Vol. I.	Cooper, James Fenimore	1820	['Third-person']	['Letters']		
1740351	Bracebridge hall, or the humourists. A medley, by Geoffrey Crayon, Gent. In two volumes. Vol. I.	Irving, Washington	1822	['First-person']		['Poems']	
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	M\'Henry, James	1823	['Third-person']	['Letters']	['Poems']	
1786548	Tadeuskund, the last king of the Lenape. An historical tale.	Hentz, Nicholas Marcellus	1825	['Third-person']			
1805125	Errata; or, the works of Will. Adams. A tale by the author of Logan, Seventy-six, and Randolph. In two volumes.--Vol. II.	Neal, John	1823	['First-person']			
194546	The history of Elenor Williams. By the author of the ""Orphan Sisters,"" and the ""Old Soldier."" First published by the Christian Tract Society. No. X.	M. A. P	1820	['Third-person']	['First-person']		
2427580	Gotham and the Gothamites, a medley.	Judah, Samuel B. H	1823	['First-person']	['Third-person']	['Poems']	
3573558	Narrative of Emily Graham. Second edition.		1824	['First-person']			
3454989	The templar. To which is added, the tales of Passaic. By a gentleman of New-York.		1822	['Third-person']			
3455066	Edmund and Margaret; or sobriety and faithfulness rewarded.		1822	['Third-person']			
3455155	History of Constantius and Pulchera; or, virtue rewarded.		1821	['Third-person']			
3455357	The rebels, or Boston before the revolution. By the author of Hobomok.	Child, Lydia Maria Francis	1825	['Third-person']			
3455848	The elixir of moonshine; being a collection of prose and poetry, by the mad poet. A great proportion of which has never before been published.	Clarke, McDonald	1822			['Poems']	
3456688	The spy; a tale of the neutral ground. By the author of              ""Precaution."" In two volumes. Vol. I. Second edition.	Cooper, James Fenimore	1822	['Third-person']		['Poems']	
3457680	The pilot; a tale of the sea. By the author of The pioneers, &c. &c. In two volumes....Vol.I.	Cooper, James Fenimore	1823	['Third-person']			
3459911	Salmagundi; or, the whim-whams and opinions of Launcelot Langstaff, esq. and others. Third edition. Volume I.	Irving, Washington	1820	['First-person']	['Third-person', 'Letters']	['Poems']	
3464706	Koningsmarke, the long finne, a story of the new world. In two volumes. Vol. I.	Paulding, James Kirke	1823	['Third-person']		['Poems']	
3466573	L.... family at Washington; or a winter in the metropolis.	Watterston, George	1822	['Epistolary']		['Poems']	
3468177	The valley of Shenandoah: or, memoirs of the Graysons. In two volumes.--Vol. I.	Tucker, George	1824	['Third-person']			
3469522	Hobomok, a tale of early times. By an American.	Child, Lydia Maria Francis	1824	['First-person']	['Letters']		
3469776	Yorktown: an historical romance. In two volumes. Volume I.	Cushing, E. L	1826	['Third-person']			
3469781	Francis Berrian, or the Mexican Patriot. In two volumes. Vol. I.	Flint, Timothy	1826	['First-person']	['Letters']	['Poems']	
3469872	George Mason, the young backwoodsman; or 'Don't give up  the ship.' A story of the Mississippi. By the author of 'Francis Berrian.'	Flint, Timothy	1829	['First-person']	['Dramatic dialogue']		
5911017	The buccaneers; a romance of our own country, in its ancient day; illustrated with divers marvellous histories, and antique and facetious episodes; gathered from the most authentic chronicles & affirmed records extant from the settlement of the Niew Nederlandts until the times of the famous Richard Kid: carefully collated from the laborious researches, and minute investigations, of that excellent antiquary and sublime philosopher, Yclept Terentius Phlogobombos. In five books.	Judah, Samuel B. H	1827	['Third-person']		['Poems']	
3470604	The life and adventures of Dr. Caleb; who migrated from Egypt, and afterwards practised physic in the land of Canaan and elsewhere: an allegory; designed principally to amuse and edify young people. By Aaron Lummus, Evangelii Praedicator.	Lummus, Aaron	1822	['First-person']		['Poems']	['Contains excerpts from hymns and Bible verses throughout']
3471348	Keep cool, a novel. Written in hot weather. By somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit---never published, or read, from his-story. Reviewed by -- himself -- ""Esquire."" In two volumes. Vol. I.	Neal, John	1817	['Third-person']			
3471418	Logan, a family history. In two volumes.--Vol. I.	Neal, John	1822	['First-person']	['Third-person']	['Poems']	
3471487	Rachel Dyer: a North American story. By John Neal.	Neal, John	1828	['Third-person']			['Though the book is written in the third-person, there are extended sections in which there is only extended dialogue, without a narrator.']
3478066	Hope Leslie; or early times in the Massachusetts. By the author of Redwood. In two volumes. Vol. I.	Sedgwick, Catharine Maria	1827	['Third-person']			
3478155	A New-England tale; or, sketches of New-England character and manners.	Sedgwick, Catharine Maria	1822	['Third-person']	['Letters']		
3478219	Redwood; a tale. In two volumes. Vol. I.	Sedgwick, Catharine Maria	1824	['Third-person']	['Letters']	['Poems']	
3478569	Symzonia; a voyage of discovery. By Captain Adam Seaborn.	Seaborn, Adam	1820	['First-person']			
3478620	A voyage to the moon: with some account of the manners and customs, science and philosophy, of the people of Morosofia, and other Lunarians. By Joseph Atterley.	Tucker, George	1827	['First-person']			
3480400	Tales of the tripod; or a Delphian evening. By Pertinax Particular.	Watkins, Tobias	1821	['Third-person']	['Letters', 'First-person']		
3500094	Lost at sea.		1800	['Third-person']			
3570636-1	The thatcher's wife; or an account of Mary Camps.	Marks, Richard	1824	['Third-person']			
3570636-2	The thatcher's wife; or an account of Mary Camps.	Marks, Richard	1824	['Third-person']			
3570895	The poacher's daughter. Third edition.		1823	['Third-person']			
3571089			1822	['First-person']			
3571120	The orphan boy. Third edition.	Sherwood	1823	['Third-person']			
3571220-1	Ellen: A tale--In three parts. By an American lady. Second edition.	Marshall	1820	['Third-person']			
3571220-2	Ellen: A tale--In three parts. By an American lady. Second edition.	Marshall	1820	['Third-person']			
3571236	The dairyman's daughter, an authentic and interesting narrative, in two parts--Part I.	Richmond, Legh	1819	['First-person']	['Letters']		
3571294	A visit to a sabbath evening school, a narrative for children. By a sabbath school teacher.	Sabbath school teacher	1818	['Third-person']		['Hymns']	
3573308	The cottage girl; or, an account of Ann Edwards.	Marks, Richard	1824	['First-person']	['Letters']		
3573803	Memoirs of Catharine Mason and Julia Mills.		1818	['Third-person']	['First-person']	['Hymns']	
3573994	The poacher's daughter. Second edition.		1820	['Third-person']			
3574011	The Sunday school children.		1820	['First-person']			
3574040	The orphan boy.	Sherwood	1820	['Third-person']			
3574061			1821	['Third-person']	['Second-person']	['Hymns']	
3767898	The witch of New England; a romance.	M\'Call, John C	1824	['Third-person']		['Dramatic dialogue', 'Poems']	
421748	A son of the forest. The experience of William Apes, a native of the forest. Comprising a notice of the Pequod tribe of Indians. Written by himself.	Apes, William	1829	['First-person']	['Third-person']		
448220	The Tennessean; a novel, founded on facts. By Mrs. Anne Royall, author of Sketches of history, life, and manners, in the United States.	Royall, Anne Newport	1827	['First-person']	['Letters']		['Chart on p. 346']
54717-1	Arthur Mervyn; or, memoirs of the year 1793. By the author of Wieland; and Ormond, or the secret witness.	Brown, Charles Brockden	1799	['First-person']	['Letters']		
54717-2	Arthur Mervyn; or, memoirs of the year 1793. Second part. By the author of Wieland, Ormond, Huntley, &c.	Brown, Charles Brockden	1799	['First-person']			
55077	The gleaner. A miscellaneous production. In three volumes. By Constantia. Vol. I.	Murray, Judith Sargent	1798	['First-person']	['Letters', 'Third-person', 'Dramatic dialogue']		
555749	Dialogues of the dead, by the late Lord (George) Lyttleton. First American edition, from the fifth London edition, corrected.	Lyttelton, George Lyttelton	1797	['Dramatic dialogue']			
573051	Edgar Huntly; or, memoirs of a sleep-walker. By the author of Arthur Mervyn, Wieland,--Ormond, &c. Vol. I. Second edition.	Brown, Charles Brockden	1801	['First-person']	['Third-person']		
59069	Friendship in death: in twenty letters from the dead to the living. To which are added, Letters moral and entertaining, in prose and verse. In three parts. By Mrs. Elizabeth Rowe.	Rowe, Elizabeth Singer	1795	['Epistolary']		['Poems']	
74927	The history of Charlotte Temple. Founded on fact. By Mrs. Rowson, author of Victoria, the Inquistor, Fille de Chambre, &c. In two volumes. Vol. I.	Rowson	1801	['Third-person']	['Letters']		
88576	Humanity in Algiers: or, the story of Azem. By an American, late a slave in Algiers.	American	1801	['Third-person']		['Poems']	
90019	Charlotte. A tale of truth. By Mrs. Rowson, of the New Theatre Philadelphia; author of Victoria, The inquisitor, Fille de chambre, &c. In two volumes. Vol. I. Second Philadelphia edition	Rowson	1794	['Third-person']	['Letters']	['Poems']	
957218	The first settlers of Virginia, an historical novel, exhibiting a view of the rise and progress of the colony at James Town, a picture of Indian manners, the countenance of the country, and its natural productions. The second edition considerably enlarged.	Davis, John	1806	['Third-person']	['First-person', 'Letters']	['Poems']	
1116	The fortunate discovery: or, the history of Henry Villars. By a young lady of the state of New-York.	Young lady of the state of New-York	1798	['Third-person']	['Letters']		
1720878	A father's instructions; consisting of moral tales, fables, and reflections; designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature: by Thomas Percival, M.D. F.R.S. and A.S. Lond. F.R.S. and R.M.S. Edinb. President of the Literary and Philosophical Society of Manchester, and member of various foreign societies. The ninth edition.	Percival, Thomas	1800	['Third-person']		['Poems']	['Transcription of an inscription on a gravestone, p23', 'Epitaph p171']
37832	Ormond; or the secret witness. By the author of Wieland; or the transformation.	Brown, Charles Brockden	1799	['Third-person']	['First-person']		
40573	Choice tales; consisting of an elegant collection of delightful little pieces for the instruction & amusement of young persons.		1800	['Third-person']			
54439	The boarding school; or, lessons of a preceptress to her pupils: consisting of information, instruction, and advice, calculated to improve the manners, and form the character of young ladies. To which is added, a collection of letters, written by the pupils, to their instructor, their friends, and each other. By a lady of Massachusetts; author of The coquette.	Foster, Hannah Webster	1798	['Third-person']	['Letters']	['Poems']	
54482	Wieland; or, the transformation. An American tale.	Brown, Charles Brockden	1798	['First-person', 'Epistolary']			
58837	Fortune's foot-ball: or, the adventures of Mercutio. Founded on matters of fact. A novel, in two volumes. By James Butler. Vol. I.	Butler, James	1797	['Third-person']	['First-person', 'Letters']		
58980	The democrat; or intrigues and adventures of Jean le Noir, from his inlistment as a drummer in General Rochambeau's army, and arrival at Boston, to his being driven from England in 1795, after having borne a conspicuous part in the French Revolution, and after a great variety of enterprizes, hazards and escapes during his stay in England, where he was sent in quality of democratic missionary. In two volumes. Vol.I.	Pye, Henry James	1795	['Third-person']			
59418	Trials of the human heart, a novel in four volumes. By Mrs. Rowson, of the new theatre, Philadelphia, author of Charlotte, Fille de Chambre, inquisitor, &c. &c. Vol.II	Rowson	1795	['Letters']	['First-person']	['Poems']	
5946802	A narrative of the extraordinary adventures, and sufferings by shipwreck & imprisonment, of Donald Campbell, esq. of Barbreck: with the singular humours of his Tartar guide, Hassan Artaz; comprising the occurrences of four years and fice days, in an overland journey to India. In a series of letters to his son.	Campbell, Donald	1799	['Epistolary']			
6996611	Letters from the Bahama islands. Written in 1823-4.	Hart	1827	['Epistolary']		['Poems']	
73408	The Algerine captive; or, the life and adventures of Doctor Updike Underhill: six years a prisoner among the Algerines. Volume I. 	Tyler, Royall	1797	['First-person']	['Dramatic dialogue']		
73842	Mentoria; or the young lady's friend. In two volumes. By Mrs. Rowson, of the New-Theatre, Philadelphia: author of The Inquisitor, Fille de chambre, Victoria, Charlotte, &c. &c. Vol. I.	Rowson	1794	['Letters']	['Third-person']	['Poems']	
75030	The inquisitor; or, invisible rambler. In three volumes. By Mrs. Rowson, author of Victoria. Second American edition. Volume I.	Rowson	1794	['First-person']		['Poems']	
75774	Memoirs of the year two thousand five hundred. Translated from the French, by W. Hooper, M.A.	Mercier, Louis-SeÃÅbastien	1795	['First-person']			
89573	The hapless orphan; or, innocent victim of revenge. A novel, founded on incidents in real life. In a series of letters from Caroline Francis to Maria B---. In two volumes. Vol. I. By an American lady.		1793	['Epistolary']			
9492	The widow of the village, or, Adventures of innocence. A moral tale, by the celebrated Marmontel. Translated from the original French, by Mr. Heron. To which is added, the error of a good father.	Marmontel, Jean FranÁois	1799	['First-person']		['Poems']	
973317	Miscellaneous works, prose and poetical. By a young gentleman of New-York.	Linn, John Blair	1795	['First-person']		['Poems']	
976233	Modern chivalry: containing the adventures of captain John Farrago, and Teague Oregan, his servant. Volume I. By H. H. Brackenridge.	Brackenridge, H. H	1792	['Third-person']	['First-person', 'Letters']	['Poems']	
1341181	A sketch of old England, by a New-England man. In two volumes. Vol. I.	Paulding, James Kirke	1822	['Epistolary']		['Poems']	
3769976	Little truths better than great fables: containing information on divers subjects, for the instruction of children. Volume I. Illustrated with copper-plates.	Darton, William	1800	['Third-person']		['Poems']	['Book is written in a form that resembles the second person - questions presumably asked by a child/the reader are in italics, and the answers form the narrative.']
1752858	The interesting narrative of the life of Olaudah Equiano, or Gustavus Vassa, the African. Written by himself. Fifth edition, enlarged.	Equiano, Olaudah	1792	['First-person']	['Letters']	['Poems']	
ocm78091842 	Adelaide de Grammont; a romance of the fifteenth century.		1804	['Third-person']		['Poems']	
ocn476765648	The adventures of a pin, supposed to be related by himself, herself, or itself.		1796	['First-person']	['Dramatic dialogue', 'Letters']	['Poems', 'Contains two sections within that are extended stories from other characters in the novel.']	
ocm40688589 	Agnes; or, the triumph of principle.		1822	['Third-person']			
ocm06756321 	Brambleton Hall, a novel, being a sequel to the celebrated expedition of Humphrey Clinker, by Tobias Smollet, M.D.		1818	['Epistolary']			['Several ballads are contained within the text', 'Contains an epitaph labelled as an epistaff']
ocm13313695 	Fitz of Fitz-ford; A legend of Devon. By Mrs. Bray, author of 'De Foix,' 'The White Hoods,' 'The Protestant,' &c. &c. &c.	Bray	1830	['Third-person']		['Poems']	
ocm02861722 	Discipline: a novel. By the author of ""Self-control.""	Brunton, Mary	1814	['Third-person']	['Letters']		
ocm06536542 	Self-control: a novel.	Brunton, Mary	1811	['Third-person']	['Letters']		
ocn486073979	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes vol. I.	Burney, Sarah Harriet	1812	['Third-person']	['Letters']	['Poems']	
ocm52981134 	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes vol. I	Burney, Sarah Harriet	1813	['Third-person']	['Letters']		
ocn270121854	Blue-stocking hall.	Chetwode	1827	['Epistolary']		['Poems']	
ocn480433456	The death of Cain, in five books. According to the manner of the death of Abel by Mr. Gessner.	Collyer, Mary	1813	['Third-person']			
ocn123448855	The express. A novel. In three volumes. By Frances D'Aubigne	Maintenon	1819	['First-person']			['Each chapter of the novel begins with an epigraph.', 'Volume one contains letters within the text.', 'Volume three contains lines of poetry within the text.']
ocn482649224	Hannah Hewit; or, the female Crusoe. Being the history of a woman of uncommon, mental, and personal accomplishments; who, after a variety of extraordinary and interesting adventures in almost every station of life, from splendid prosperity to abject adversity, was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas. Supposed to be written by herself.	Dibdin, Charles	1792	['First-person']			
ocm02892878 	Continental adventures. A novel. In three volumes.	Eaton, Charlotte A	1826	['Third-person']	['Letters']	['Poems']	
ocm21212908 	Marriage, a novel.	Ferrier, Susan	1818	['Third-person']	['Letters']	['Poems']	
ocm00621029 	The inheritance. By the author of marriage.	Ferrier, Susan	1824	['Third-person']	['Letters']	['Poems']	
ocn607607606	Lawrie Todd; or, the settlers in the woods. By John Galt, Esq. Fas., Hon. LS, P., Hon. NHS, M., &c. Author of ""The annals of the parish,"" ""The Ayrshire legatees,"" &c.	Galt, John	1830	['First-person']			
ocn940098594	Rothelan; a romance of the English histories. By the author of Annals of the parish, Ringan Gilhaize, The Spaewife, &c.	Galt, John	1824	['Third-person.']		['Poems']	['Small diagram printed on p.73 of v.1.', 'Sheet music printed on p.29-30, 69-70 of v.3.']
ocm52859548 	Delves, a welch tale. By Mrs. Gunning. In two volumes. The second edition. Vol. I.	Gunning	1796	['First-person']			['Volume 2 contains a couple letters within the text.']
ocm43297821 	The gipsy countess: a novel. By Miss Gunning. In two volumes. Vol. I.	Gunning	1799	['Epistolary']			
ocm12862142 	Osmond, a tale. By the author of ""The favorite of nature.""	Kelty, Mary Ann	1822	['Third-person']			
ocm06853360 	Trials; a tale. By the author of ""the favourite of nature,"" &c. &c.	Kelty, Mary Ann	1824	['Third-person']	['Letters']		
ocm04294241 	Caroline Ormsby; or the real Lucilla: a tale for the female sex. Interspersed with sketches moral and religious.		1810	['Third-person']	['Letters']	['Poems']	
ocn931590936	Dunallan; or, know what you judge; a story. In three volumes. By the author of ""The Decision,"" ""Father Clement,"" &c. &c.	Kennedy, Grace	1825	['Third-person']			
ocn228695081	Philip Colville; or, a covenanter's story. Unfinished. By the author of ""The decision,"" ""Father Clement,"" &c. &c.	Kennedy, Grace	1825	['Third-person']			['Story abruptly cuts off and there is an afterword that describes the preceding work as a fragment.']
ocm14975239 	Lady Jane's pocket. A novel. In four volumes. By the author of Silvanella, or the Gipsey.	Author of Silvanella	1815	['Third-person']	['Letters']	['Poems']	
ocm13226312 	The Quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1817	['Third-person']			
ocn841534744	The monk: a romance.	Lewis, M. G	1796	['Third-person']		['Poems']	
ocm04739245 	Romantic tales, by M. G. Lewis, author of the Monk, Adelgitha, &c. In four volumes.	Lewis, M. G	1808	['Third-person']	['Letters']	['Poems']	
ocm37033335 	Tales of wonder. Containing: The castle of enchantment; or, the mysterious deception. The robber's daughter; or, the phantom of the grotto. The magic legacy. And the enchanted knight.	Lewis, M. G	1801	['Third-person']			
ocm16348484 	Love and satire: containing the sarcastic correspondence of Julius and Eliza. To which is prefixed, a few brief memoirs of an unfortunate lover.		1805	['Epistolary']	['First-person']	['Poems']	
ocm29104507 	Ellen: or, the young godmother. A tale for youth. By a young lady.	Mant, Alicia Catherine	1812	['Third-person']	['Letters']	['Narrator occasionally addresses the reader directly in the first person.']	
ocm06925160 	The Albigenses, a romance. By the author of ""Bertram,"" a tragedy: ""Woman; or, pour et contre,"" &c.	Maturin, Charles Robert	1824	['Third-person']		['Poems']	
ocm06929107 	Fatal revenge ; or, the family of Montorio. A romance. By Dennis Jasper Murphy. In three volumes.	Maturin, Charles Robert	1807	['First-person']	['Letters']	['Poems']	['Several ballads/songs are found throughout the text.']
ocm20682925 	The wild Irish boy. A novel. In four volumes. By the author of fatal revenge, Melmoth the wanderer, the albigenses, &c.	Maturin, Charles Robert	1824	['First-person']	['Letters']		
ocn810531182	Women; or, pour et contre. A tale. By the author of ""Bertram,"" &c.		1818	['Third-person']	['Letters']	['Poems']	
ocn271241011	Laura; or, the influence of a kiss. Bij A. H. Geszner. Translated from the German.	Meltzer, Adolph Heinrich	1796	['First-person']			
ocm02060360 	The asylum; or, Alonzo and Melissa. An American tale, founded on fact. By I. Mitchell.	Jackson, Daniel	1811	['First-person']	['Third-person', 'Letters']	['Dramatic dialogue', 'Poems']	['The first chapter is in third person while the rest of the text is in first person. It serves as a frame narrative for the main text.', 'Wanted poster and wedding invitation']
ocm09838110 	Mrs. Leicester's school: or, the history of several young ladies, related by themselves.	Lamb, Charles	1810	['First-person']	['Letters']		
ocm06959518 	Zenobia, queen of Palmyra. A narrative, founded on history. In two volumes. By the author of patriarchal times. Vol. I.	O\'Keeffe, Adelaide	1824	['Third-person']	['First-person']		
ocm04300840 	The misfortunes of Elphin. By the author of Headlong Hall.	Peacock, Thomas Love	1829	['First-person']	['Dramatic dialogue']	['Poems']	
ocm08438237 	Headlong Hall.	Peacock, Thomas Love	1816	['Third-person']	['Dramatic dialogue']	['Poems']	['Song lyrics']
ocm02494528 	Maid Marian. By the author of Headlong Hall.	Peacock, Thomas Love	1822	['Third-person']			['Several ballads and songs are found throughout the novel.']
ocm06968795 	Nightmare Abbey: by the author of Headlong Hall.	Peacock, Thomas Love	1818	['Third person']	['Dramatic dialogue']		
ocm10503613 	The Gil Blas of the revolution. By L. B. Picard. In three volumes. Vol. I.	Picard, L.-B	1825	['Third-person']	['Letters']		['Occasional quotations of poetry.']
ocm17381477 	Robert and Adela: or, the rights of women best maintained by the sentiments of nature. In three volumes. Volume I.	Pigott, Harriet	1795	['Epistolary']		['Poems']	
ocm14032243 	Don Sebastian; or, the house of Braganza. An historical romance. In four volumes. By Miss Anna Maria Porter. Author of the Hungarian brothers.	Porter, Anna Maria	1809	['Third-person']	['Letters']	['Poems']	
ocm03596752 	The fast of St. Magdalen, a romance. By Miss Anna Maria Porter.	Porter, Anna Maria	1818	['Third-person']		['Poems']	
ocm06989179 	Honor O'Hara. A novel. In three volumes. By Miss A. M. Porter, author of ""The Hungarian brothers,"" ""The recluse of Norway,"" &c. &c. &c.	Porter, Anna Maria	1826	['Third-person']			
ocm06977684 	The Hungarian Brothers. By Miss Anna Maria Porter. In three vols.	Porter, Anna Maria	1807	['Third-person']		['Poems']	
ocm01336923 	The Knight of St. John, a romance, by Miss Anna Maria Porter. Author of ""the recluse of Norway,"" &c. &c. &c.	Porter, Anna Maria	1817	['Third-person']			
ocm06977863 	The lake of Killarney: a novel, in three volumes. By Anna Maria Porter, author of Octavia, Walsh Colville, &c. &c.	Porter, Anna Maria	1804	['Third-person']	['Letters']	['Poems']	
ocm49835584 	Octavia. By Anna Maria Porter. In three volumes.	Porter, Anna Maria	1798	['Third-person']	['Epistolary']	['Poems']	
ocm06972377 	The recluse of Norway. By Miss Anna Maria Porter.	Porter, Anna Maria	1814	['Third-person']		['Poems']	
ocm06976739 	Roche-Blanche; or, the hunters of the Pyrenees. A romance. By Miss Anna Maria Porter, author of ""the village of Mariendorpt,"" &c.	Porter, Anna Maria	1822	['Third-person']			['Songs']
ocm06972448 	The village of Mariendorpt. A tale. By Miss Anna Maria Porter, author of The fast of St. Magdalen, Knight of St. John, &c. &c. &c.	Porter, Anna Maria	1821	['Third-person']	['Letters']	['Poems']	
ocm63548219 	The village of Mariendorpt. A tale. By Miss Anna Maria Porter, author of The fast of St. Magdalen, Knight of St. John, &c. &c. &c.	Porter, Anna Maria	1821	['Third-person']	['Letters']	['Poems']	
ocm47896198 	Manfrone; or, the one-handed monk. A romance. In four volumes. By Mary Anne Radcliffe, author of The mysterious Baron, &c. &c. Second edition. Vol. I.	Radcliffe, Ann Ward	1819	['Third-person']			
ocm05062980 	A Sicilian romance. By the authoress of The castles of Athlin and Dunbayne. In two volumes. Volume I.	Radcliffe, Ann Ward	1790	['Third-person']	['Letters', 'First-person']	['Poems']	
ocm27442362 	Destination: or, memoirs of a private family by Clara Reeve, author of ""The old English baron,"" &c. &c.	Reeve, Clara	1799	['First-person']	['Letters']		
ocm48799180 	Angelina. A novel. In three volumes. By Mary Robinson, author of Vancenza; The widow; Walsingham; Hubert de Sevrac; Natural daughter; The Sicilian lover; Sappho, &c. &c. Third Edition. Vol. I.	Robinson, Mary	1813	['Epistolary']		['Poems']	
ocm07021553 	Hubert de Servac, a romance, of the Eighteenth century; by Mary Robinson, author of Poems, Angelina, The Sicilian lover, The widow, &c. &c. &c. In three volumes, vol. I.	Robinson, Mary	1796	['Third-person']			
ocm50543021 	The natural daughter. With portraits of the Leadenhead family. A novel. By Mrs. Robinson, author of poems, Walsingham, The false friend, &c. &c. &c.	Robinson, Mary	1799	['Third person']		['Poems']	
ocm07020267 	Walsingham; or, the pupil of nature. A domestic story. By Mary Robinson, author of Angelina--Hubert de Sevrac--The widow--Vancenza, &c. &c. &c. In four volumes. Vol. I.	Robinson, Mary	1797	['First-person']	['Letters']	['Poems']	['Text begins with a series of letters that serve as a frame for the main narrative.']
ocm07026767 	The children of the abbey: a tale. In five volumes. By Regina Maria Roche. A new edition with plates. Vol. I.	Roche, Regina Maria	1807	['First-person']	['Third-person', 'Letters']	['Poems']	
ocm07026880 	Contrast. In three volumes. By Regina Maria Roche, author of the Children of the abbey; Discarded son; Vicar of Landsdown; Bridal of Dunamore; Tradition of the castle; Castle chapel, &c. &c.	Roche, Regina Maria	1828	['Third-person']	['Letters']		
ocm07032000 	The Munster cottage boy. A tale. In four volumes. By Regina Maria Roche, author of The children of the abbey, Trecothick bower, Monastery of St. Columb, &c. &c.	Roche, Regina Maria	1820	['Third-person']	['Letters']	['Poems']	
ocn482476225	Nocturnal visit. A tale. In four volumes. By Maria Regina Roche, author of The Children of the Abbey, Maid of the Hamlet, Viacar of Lansdowne, and Clermont.	Roche, Regina Maria	1800	['Third-person']	['Letters']		['Poems from other authors quoted in the narration of the text', 'Epigraph before each chapter']
ocm10448517 	Trecothick Bower ; or, the lady of the west country. A tale. In two volumes. By Regina Maria Roche, author of The children of the abbey; Discarded son; Houses of Osma and Almeria; Monastery of St. Colomb; Vicar of Lansdowne, &c. &c.	Roche, Regina Maria	1816	['Third-person']			
ocn482470676	The vicar of Lansdowne; or country quarters. In two volumes. By Regina Maria Roche, author of The Children of the Abbey, Maid of the Hamlet, Clermont, &c.	Roche, Regina Maria	1802	['Third-person']		['Poems']	
ocm18056772	The balance of comfort; or the old maid and married woman. A novel. In three volumes. By Mrs. Ross, author of The marchioness, The cousins, Family estate, Modern Calypso, Paired-not matched, Strangers of Lindenfeldt, France and England, &c.	Ross	1817	['Third-person']	['Letters']		
ocm07027666 	The marchioness!!! Or, ""the matured enchantress."" In three volumes. By Lady ---	Ross	1813	['Third-person']	['Letters']	['Poems']	
