id	author name	title catalog	pub date
261001	Swift, Jonathan	Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships.	1747
261002	Swift, Jonathan	Travels into several remote nations of the world : in four parts / by Lemuel Gulliver, first a surgeon, and then a captain of several ships.	1742
261003		Memoirs of an unfortunate young nobleman, returned from a thirteen years slavery in America...	1743
261005	Quevedo, Francisco de	The comical works of Don Francisco de Quevedo / author of the Visions of hell ... ; translated from the Spanish.	1742
261057	Swift, Jonathan	The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes : Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier\\\'s letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c.	1741
261058	Swift, Jonathan	The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes : Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier\\\'s letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c.	1741
261059	Swift, Jonathan	The works of Jonathan Swift, D. D., D. S. P. D. in eight volumes : Containing I. His miscellanies in prose. II. His poetical writings. III. The travels of Captain Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier\\\'s letters. V. The conduct of the allies, and The examiners. VI. The publick spirit of the Whigs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c.	1744
261061	Drummond, John	The remarkable affecting case and dying works of Mr. Archibald Oswald : an ensign in the young Pretender\\\'s service, who received three musquet-shot in his left thigh, in the engagement of Preston-pans, and expired six days of his wounds / published at his dying request by the Rev. Mr. John Drummond of Bellzie-Hills, who attended the unfortunate gentleman in his last hours.	1745
261062		Memoirs of the lives and families of the Lords Kilmarnock, Cromartie, and Balmerino : To which are added a faithful narrative of the proceedings against them : the genuine speeches of the Lords Kilmarnock and Cromertie : and an exact account of the behaviour of the Lords Kilmarnock and Balmerino, at the time of their execution.	1746
261067	Busbecq, Ogier Ghislain de	Travels into Turkey : containing the most accurate account of the Turks, and neighbouring nations, their manners, customs, religion, superstition, policy, riches, coins, &c. : The whole being a series of remarkable observations and events, interspers\\\'d with great variety of entertaining incidents, never before printed / Translated from the original Latin of the learned A. G. Busbequius ; With memoirs of the life of the illustrious author.	1744
261068	Gueullette, Thomas-Simon	Mogul tales, or, The dreams of men awake : being stories told to divert the grief of the sultana\\\'s of Guzarat, for the supposed death of the Sultan / Written in French by the celebrated Mr. Guelletee ... now first translated into English.	1743
